sys,msg,itr,dvfs,rapl,rnd_mean,joules_mean,time_mean,edp_mean,llcmiss_total_mean,cycles_total_mean,ins_total_mean,gov_mean,tput_mean,eput_mean,rnd_std,joules_std,time_std,edp_std,llcmiss_total_std,cycles_total_std,ins_total_std,gov_std,tput_std,eput_std
ebbrt,64,6,0x1C00,135,4.5,2.5970124179999994,0.11198307564933643,0.14543512370220965,2492010.5,3607540940.7,1485589848.9,0.0,2857804.506589967,24.654919711330876,3.0276503540974917,0.05809794048219805,0.0010585243232282726,0.004500896434681843,65573.12563890457,36029863.61545456,15508324.257026646,0.0,27017.780678999316,0.5572552615362766
ebbrt,64,6,0x1D00,135,4.5,2.5170240759999998,0.11139101603138483,0.14020993261822645,2453363.5,3591204630.5,1477389791.3,0.0,2872906.3838651725,25.442006655410133,3.0276503540974917,0.06514266996544649,0.0008308002388373952,0.00464193791095888,74342.12635623672,41602253.7599331,15155855.067380425,0.0,21346.576016371462,0.6507265834172904
ebbrt,64,6,0xC00,135,4.5,2.8672822779999994,0.15291695448860498,0.21923053478218893,33334682.2,13073930291.8,1958447907.3,0.0,2092656.910625447,22.32128221092227,3.0276503540974917,0.014183213971785841,0.00046851812245985347,0.0016812646291300911,196827.13938648513,65979871.36223015,7616673.049643827,0.0,6454.321379666153,0.11100139615839498
ebbrt,64,6,0xF00,135,4.5,3.134620692,0.15648647468499127,0.2452663796558225,34694628.3,14074308831.8,2039805960.9,0.0,2044928.6781074083,20.41764822207065,3.0276503540974917,0.016424150838775634,0.0005588840056729481,0.0020802835140680373,311163.99031023664,81663221.6039691,10710641.404415717,0.0,7315.818079332584,0.10706517411466944
ebbrt,64,8,0x1000,135,4.5,2.912282492,0.14091650724707144,0.2051990072907403,31128908.7,12713447024.2,1847959571.2,0.0,2270901.4898161697,21.976490541499533,3.0276503540974917,0.01602059180717727,0.0007178865023744226,0.0021173354723404677,348716.29740395304,102389308.31935273,13962847.654354444,0.0,11617.981520962232,0.12127813551101137
ebbrt,64,8,0x1100,135,4.5,2.5010377000000004,0.11451708745416808,0.14320905138884776,25410737.4,10519620061.3,1523541266.3,0.0,2794390.665246185,25.590620819732443,3.0276503540974917,0.018334301344182288,0.0004986414373786856,0.0015888128003332333,186519.35475392969,86779164.36971745,9035737.524413366,0.0,12211.389143395701,0.18832202639362353
ebbrt,64,8,0x1200,135,4.5,2.532787656,0.11300856265812505,0.14311992559402523,26070424.0,10638834959.0,1505351462.9,0.0,2831775.4841564647,25.269978557304277,3.0276503540974917,0.019699713959727812,0.0008111762061256198,0.0020916860010370265,327569.7007077697,113219192.79609376,12689220.967707807,0.0,20378.499572039167,0.19683541835622276
ebbrt,64,8,0x1500,135,4.5,4.00159165,0.17169666134367634,0.34353245410000205,52655298.9,18847267200.2,2227202470.2,0.0,1863762.206640667,15.993828182359348,3.0276503540974917,0.014639879563876869,0.0004234481101634112,0.00205134070701377,411804.87551197497,119294913.001653,10505442.972380036,0.0,4587.785889388466,0.0583875748126891
ebbrt,64,8,0x1600,135,4.5,4.174194458,0.17384640908496868,0.36283712618256303,53945297.6,19802745699.1,2258228458.8,0.0,1840719.2441965782,15.33252501588112,3.0276503540974917,0.016868009526396673,0.0005047852009811444,0.002341803920951252,322897.9449627314,97681809.33223279,9839617.23603746,0.0,5350.436836179697,0.061981644257455414
ebbrt,64,8,0x1700,135,4.5,4.281580604,0.17254239987668965,0.3693785318907996,52298111.4,19747269187.0,2230247103.9,0.0,1854622.600575501,14.947883095224583,3.0276503540974917,0.01343225270916339,0.00032756910631266716,0.0017374561968157905,278450.7595676873,101859722.42756058,9370134.091739431,0.0,3508.575265746721,0.04684704279899556
ebbrt,64,8,0x1800,135,4.5,4.310835550000001,0.1699489948099982,0.36631884370786666,51362671.8,19489083356.9,2203488267.4,0.0,1882949.204069997,14.84680930963145,3.0276503540974917,0.026387528627407387,0.0007314809241700793,0.0037221198487417087,325926.1738000734,107770972.41106024,11707852.141790831,0.0,8087.921438831066,0.09067428164348529
ebbrt,64,8,0x1900,135,4.5,4.376615306,0.16810289062168643,0.3678720765191624,50710410.1,19260023314.8,2180188046.8,0.0,1903651.689214899,14.623686688883694,3.0276503540974917,0.02723856230885403,0.0009552721416537832,0.0043201980505059275,396844.79468663665,140467225.4709001,13567595.475238468,0.0,10877.479891911087,0.09182443090592612
ebbrt,64,8,0x1A00,135,4.5,3.331981324,0.13460399689792996,0.23147299691091253,22766994.6,10065957815.7,1710969733.4,0.0,2428932.7437436874,19.986978456222488,3.0276503540974917,0.7396618212689509,0.02171105578322208,0.09132430306626278,19016013.350500837,6211643880.563104,301888014.73008466,0.0,356219.89139118855,3.919356734924385
