sys,msg,itr,dvfs,rapl,rnd_mean,joules_mean,time_mean,edp_mean,llcmiss_total_mean,cycles_total_mean,ins_total_mean,gov_mean,tput_mean,eput_mean,rnd_std,joules_std,time_std,edp_std,llcmiss_total_std,cycles_total_std,ins_total_std,gov_std,tput_std,eput_std
ebbrt,65536,32,0x1900,135,4.5,18.790309439999998,0.8212389045651396,7.715667863047692,110947090.4,142942611540.8,149242484408.4,0.0,399007072.26978993,3487.756376116792,3.0276503540974917,0.011359680390727066,0.0005470225630891752,0.00838404395055059,478534.463362,1023187861.1689937,1528385920.9673882,0.0,265974.40225911007,2.108683827245067
ebbrt,65536,32,0x1A00,135,4.5,19.255779116,0.821080152406949,7.905269848546067,112340038.4,148328400056.5,157246480227.5,0.0,399084120.0077371,3403.449871084431,3.0276503540974917,0.02228281110436396,0.00033821846717847087,0.010429539506788616,566473.9774574717,2505694093.682758,3760886682.726118,0.0,164519.4028205258,3.9367675046658204
ebbrt,65536,32,0x1B00,135,4.5,19.710665982000002,0.8206884877891338,8.08815862159276,112000402.3,150321884845.9,160147937313.1,0.0,399274541.02436084,3324.9018025600344,3.0276503540974917,0.013786405813581903,0.00020982562203503938,0.006445325178673617,709304.0897123604,1482314124.1834128,2195398574.6756616,0.0,102127.04578223069,2.325416140912943
ebbrt,65536,32,0x1C00,135,4.5,20.215649902,0.8203741682324719,8.292198921354833,112144390.7,153133148615.4,164245533118.5,0.0,399427501.30014014,3241.8483017842987,3.0276503540974917,0.022079987904887275,9.729566634890625e-05,0.009540131577923366,942041.5107737548,3431622730.7766905,5249735041.30368,0.0,47373.09404252715,3.5378593243090846
ebbrt,65536,32,0x1D00,135,4.5,20.606710292,0.8196792479928441,8.445447024856875,113549822.8,159986559675.5,174060013097.1,0.0,399766270.80207545,3180.326483639451,3.0276503540974917,0.021877417807084194,0.0005144392583591375,0.010968070879410301,1221051.6288889688,4555973821.488568,7008421652.524092,0.0,251026.1836037517,3.376509017278014
ebbrt,65536,32,0xC00,135,4.5,14.688372608,0.8179383926684114,6.0070920670939225,113045094.6,130035609166.6,145710417064.4,0.0,400616970.48171294,4461.762351829513,3.0276503540974917,0.010100662024363145,4.547284070400004e-05,0.004342632851822892,632444.5057368391,637896876.7288705,567254189.7895309,0.0,22272.162947166908,3.070428198910242
ebbrt,65536,32,0xF00,135,4.5,15.400987140000002,0.8196169640058496,6.31145744371036,107431841.0,124780397347.8,123628600758.6,0.0,399796610.68854254,4255.315944444742,3.0276503540974913,0.01631182413084033,0.0004382872818019478,0.009387755240879451,349314.92028317973,306912069.6455838,309893550.53849685,0.0,213640.63409838284,4.505052410489897
ebbrt,65536,36,0x1000,135,4.5,17.521675444,0.9204553007432074,8.063960493263725,122384708.6,147859999409.8,147829156295.7,0.0,355997761.60784084,3740.2826517260173,3.0276503540974917,0.009866673299550785,0.00027708330720207467,0.006630357469888112,1731861.792330002,1341918758.3223782,469004204.1208813,0.0,107166.5475529025,2.104995007038959
ebbrt,65536,36,0x1100,135,4.5,17.839963945999997,0.9203321168731436,8.209344997297272,123812821.7,150359232150.8,149425383712.7,0.0,356045428.15228385,3673.5507206446755,3.0276503540974917,0.008183456935599562,0.0003497767158699475,0.002756132082880345,2010844.426398524,1419484326.486532,374723870.0468561,0.0,135306.62930606268,1.684985272188302
ebbrt,65536,36,0x1200,135,4.5,18.112776122,0.9202508872589267,8.334149003643205,125588652.7,153719405141.5,151250860533.1,0.0,356076825.31468356,3618.224232644542,3.0276503540974913,0.02180242299469046,0.00020355480380015133,0.01006648517502407,1479103.1005748834,1021258694.5288647,429814830.88695437,0.0,78756.72931478289,4.3565550779534945
ebbrt,65536,36,0x1500,135,4.5,18.993400201999997,0.9202466703954035,8.739307824791183,129174324.1,158382936646.6,154088922093.9,0.0,356078469.17921275,3450.4639281291156,3.0276503540974917,0.016078653296050745,0.00027147545641257725,0.00917865708530628,473388.8241408255,298781600.54612786,444241808.5507917,0.0,105029.6022781048,2.921025764707033
ebbrt,65536,36,0x1600,135,4.5,19.208727958,0.9205171468679817,8.840982814864716,129037162.2,159275866833.2,154698561018.3,0.0,355973831.539113,3411.7865821113387,3.0276503540974917,0.022409783301511197,0.0002128534609107074,0.011485705557585678,818195.752469467,414697467.9089139,483948548.93813854,0.0,82310.39876285648,3.9817226876097704
ebbrt,65536,36,0x1700,135,4.5,19.479713512,0.920676306095278,8.96725476143379,128253196.7,161032781733.2,157332629037.9,0.0,355912311.12284553,3364.3293681342648,3.0276503540974917,0.03328009174464243,0.0003027858941040944,0.015226787875642066,956915.6813869439,356836829.0582966,914866167.7384741,0.0,117055.27337553867,5.750916003962049
ebbrt,65536,36,0x1800,135,4.5,19.636629039999995,0.9203815172350058,9.036599280900187,128788596.6,163103804867.0,159110760133.6,0.0,356026335.9595212,3337.4709376072583,3.0276503540974917,0.06668376176981679,0.00041260596880150107,0.03224721982515504,1352603.9804721684,697285708.3047076,1327227019.907132,0.0,159598.18395604397,11.309389523250351
ebbrt,65536,36,0x1900,135,4.5,19.717497884,0.9206557297778378,9.076520245024094,128854138.7,165514888521.1,162622118453.8,0.0,355920266.9693647,3323.8519599868937,3.0276503540974917,0.11618399340001914,0.0003085538567071716,0.054785733132163256,994492.7251989158,439465232.8189342,1280488715.855512,0.0,119299.91753128913,19.547544503765764
ebbrt,65536,36,0x1A00,135,4.5,19.858202713999997,0.9205327430457736,9.140060327073472,129314304.1,168312211317.6,166881286019.3,0.0,355967812.83573127,3300.3290799989018,3.0276503540974917,0.13228462328452584,0.00027950585270468165,0.060512670488830814,1378323.6773727434,922713678.4282501,1330347205.7092025,0.0,108070.4114172579,21.871430781313652
ebbrt,65536,36,0x1B00,135,4.5,20.135998806,0.9205781003372759,9.268375855152456,129162994.8,173312053965.1,175966446324.6,0.0,355950271.0908147,3254.91541938698,3.0276503540974917,0.18552733078029976,0.0002646728366196659,0.08497339188721999,1346911.9024341728,1206327264.1444275,1339376191.6896472,0.0,102328.93708631978,29.78438467100731
ebbrt,65536,36,0x1C00,135,4.5,20.741628529999996,0.9207496605343657,9.548920688023685,127918686.2,179446291446.6,189676355154.7,0.0,355883961.9798825,3159.82320912912,3.0276503540974917,0.1686996970478773,0.0003269157855228811,0.07734005929770563,1446080.8796990109,1844723464.840429,1325296328.0421872,0.0,126375.06700895082,25.551467011081485
ebbrt,65536,36,0x1D00,135,4.5,21.321484114,0.9206838470289126,9.815173412076808,128209395.0,192279744492.9,210851579844.5,0.0,355909387.34583443,3073.7961235589564,3.0276503540974917,0.12089099143524751,0.000262267018317253,0.05580121036179378,1495718.2645676725,3012086834.235461,3591524562.432191,0.0,101403.29983101832,17.41920937273429
ebbrt,65536,36,0xC00,135,4.5,16.500354163999997,0.9203450223603525,7.593009322389224,127670332.4,160160725964.5,187815901842.1,0.0,356040395.2854286,3971.7937646676924,3.0276503540974917,0.0041791738820630584,0.00012637050162358493,0.0018138719463582718,795492.9389492072,1016216187.5494754,1587062476.8123133,0.0,48887.60925208357,1.0058829810873005
ebbrt,65536,36,0xF00,135,4.5,17.26562943,0.9203863290297687,7.945526132380796,122317024.6,147053404735.4,148206947802.1,0.0,356024447.68982416,3795.7535116581175,3.0276503540974926,0.01927729663072203,0.00031460893291331015,0.010599978497924451,1499452.781064865,1415368048.722114,931236048.1154821,0.0,121682.24420515007,4.238719698786391
ebbrt,65536,40,0x1000,135,4.5,15.775070779999998,0.8261346347705636,6.516171837477475,86330792.4,117267852707.2,130208293968.7,0.0,396642625.53785956,4154.409348809352,3.0276503540974913,0.02070086730492872,0.0006982023519657555,0.013622986132875398,264946.6549771848,266340530.6293807,341544481.5849742,0.0,335119.71547627135,5.44940267944468
ebbrt,65536,40,0x1100,135,4.5,16.114961338,0.8289902649621602,6.679599363355426,86973931.7,119456116289.2,133071213001.9,0.0,395277575.94539195,4066.7980447683126,3.0276503540974917,0.03594420003270543,0.0017155244625732446,0.02836047407018853,544630.5599464343,587385450.4273028,498868312.94117653,0.0,817643.875795536,9.065326554498263
ebbrt,65536,40,0x1200,135,4.5,16.48974236,0.8322530270182851,6.861852529157713,87246375.2,121310039084.5,135441824167.1,0.0,393728609.60019386,3974.3691175522376,3.0276503540974917,0.03858972436326083,0.0020709756696653944,0.03257299904939946,637062.8544025394,617007768.5733583,572231077.7924466,0.0,980304.9432071554,9.29414021615312
ebbrt,65536,40,0x1500,135,4.5,19.25535031,0.928082026924837,8.936706910419923,115530069.6,153300169663.5,159910330067.1,0.0,353136330.77857834,3404.0109210030423,3.0276503540974917,0.24283327457891857,0.013146756748185813,0.238644935874962,4385933.936226079,3957109490.143104,2444020352.566551,0.0,5027501.037213817,43.11733750547787
ebbrt,65536,40,0x1600,135,4.5,20.005902728,0.9544723849904777,9.550810412028307,124188302.4,162787547377.1,165640851802.5,0.0,343453997.59774864,3276.7814678618042,3.0276503540974917,0.35623140791107877,0.02042942000611328,0.37148547519776715,6727649.0224719355,6216369392.856292,3411655035.364453,0.0,7471665.596584887,59.17925200307151
ebbrt,65536,40,0x1700,135,4.5,20.5465218,0.9694192738342323,9.96048898257962,128878647.3,169308864178.3,170872580967.4,0.0,338080533.56650466,3189.971677351447,3.0276503540974913,0.22107846022665933,0.014037463083451688,0.2513063520448944,5123806.894521084,4381774854.591045,2074755495.7400415,0.0,4890845.428378389,34.290923353326924
ebbrt,65536,40,0x1800,135,4.5,21.231517258,1.0055994446894636,10.676028798953283,141817160.4,183020697483.4,178595788458.7,0.0,325887291.89891684,3086.9301994739485,3.0276503540974917,0.17927435920533674,0.010461447465330046,0.1999517753698701,3654544.514717633,3133542425.2906427,1742944867.5079134,0.0,3407300.6092657787,26.10443377520762
ebbrt,65536,40,0x1900,135,4.5,21.249902505999998,1.0058090736238186,10.686942163299337,141551923.6,184414868298.1,180127417397.2,0.0,325811767.6766938,3084.1098322375533,3.0276503540974917,0.08893226136238677,0.00912466713259002,0.13322990002580645,3892911.089456441,3519329126.690288,2809930947.8902454,0.0,2975263.934056914,12.909443645867233
ebbrt,65536,40,0x1A00,135,4.5,21.278745431999997,1.013067201161104,10.778243573992096,143986084.0,187367526528.8,181159624163.7,0.0,323464395.4259915,3079.9586436254313,3.0276503540974917,0.11238253906796335,0.006224514155493583,0.0625114170288333,2865770.6735329977,1762626096.351627,1571008115.5120316,0.0,1993923.1634040456,16.37224047456927
ebbrt,65536,40,0x1B00,135,4.5,21.114273152000003,1.0102109495899827,10.664148123488449,143157028.3,186044654979.3,179429199978.7,0.0,324390609.89974505,3104.167346046753,3.0276503540974917,0.21676738571106752,0.008912913063502842,0.04711779770377787,4579553.009329795,2584355501.5612597,2185485400.927535,0.0,2860593.1060158764,31.97155194652616
ebbrt,65536,40,0x1C00,135,4.5,21.098443953999997,1.0156187717306109,10.713424926299199,144518217.0,187587339185.9,179681086646.9,0.0,322658153.78506684,3106.5654126010786,3.0276503540974917,0.24084616303965872,0.007822346897313925,0.09179531244987742,3704693.4364350694,2735134994.1477666,3215231719.1723986,0.0,2511051.2684164117,35.50805241145676
ebbrt,65536,40,0x1D00,135,4.5,21.020358534,1.0149130206596624,10.666429366813158,142727997.2,188907966667.0,180881246681.5,0.0,322873341.64567316,3118.109095096514,3.0276503540974917,0.24122648254337278,0.0053994337131240905,0.0813893584141478,2993249.6796139195,1877588121.8688989,2078810175.7366276,0.0,1720038.5779527777,35.796865638978524
ebbrt,65536,40,0xC00,135,4.5,17.556320222,0.9803087764168195,8.606428171960722,131914622.6,179141634585.9,222564920656.5,0.0,334305660.56951386,3733.378409870981,3.0276503540974917,0.2102663356155924,0.011860004571501593,0.20808040603513264,3937776.91990494,3792360232.4912415,4193181131.886917,0.0,4007709.3564762305,44.323931397649446
ebbrt,65536,40,0xF00,135,4.5,15.498014798,0.8248920161696607,6.39210561949691,86769713.6,116102378045.5,128274933025.6,0.0,397240523.14732563,4228.6803337007705,3.0276503540974913,0.02475489770826548,0.001112114234425831,0.018408432576760152,401242.13019078766,445768817.0192548,601880578.5584782,0.0,535560.1630302656,6.750086949190022
ebbrt,65536,60,0x1000,135,4.5,18.49456301,0.9811842608566417,9.216790571053398,104838831.9,153410828768.6,190912075622.7,0.0,338372172.7571431,3592.9809219014287,3.0276503540974917,2.4909974122613137,0.12859079084408642,2.6348883714945326,10962551.473507255,64938430742.60727,117228784474.13846,0.0,37374873.49849462,408.2020508535681
ebbrt,65536,60,0x1100,135,4.5,21.047689194,1.1045285718029556,11.83830286603325,115508639.1,194750453534.6,257698241081.6,0.0,302602335.2395079,3175.856511952677,3.0276503540974917,3.0210285515601067,0.1584298867979443,3.240667014791057,9766912.682938082,71710472148.48015,129153955966.64691,0.0,45957423.62748557,481.3484334490197
ebbrt,65536,60,0x1200,135,4.5,18.785096624,0.9950620716420936,9.490454466189203,104015194.3,127662825716.1,140349792131.1,0.0,333718816.65262306,3539.0869191966326,3.0276503540974917,2.5578626181346373,0.12914530479744465,2.6713137403475473,11829945.373387564,60829828373.422356,106635273645.721,0.0,37829957.311564095,412.06931548738646
ebbrt,65536,60,0x1500,135,4.5,22.537323088,1.1081657600916412,12.68866291737984,113649095.3,218814694081.9,306151527302.3,0.0,300754576.025113,2960.470598504321,3.0276503540974917,3.0625564489281936,0.14721389733854373,3.250383141836902,13141387.456425633,76760413432.98799,138953905687.8754,0.0,42329262.85938152,430.42841643444723
ebbrt,65536,60,0x1600,135,4.5,23.249536282,1.120280921889973,13.20027607811566,116149137.4,235692852231.8,334982521357.6,0.0,297188857.0118925,2860.415667616337,3.0276503540974917,2.8102553166212174,0.14151567098337547,3.065421085530912,9153406.969976032,63922419930.767525,116772410593.16785,0.0,41299909.23074326,382.7598356818182
ebbrt,65536,60,0x1700,135,4.5,25.000592288,1.1782454705329208,14.826197357275882,119468002.1,266385547994.9,388273786354.6,0.0,280262330.69894254,2644.2412867819817,3.0276503540974917,2.2039620313770674,0.09935394464333788,2.314320493673909,7415011.275883469,52653769135.70517,95100294301.32385,0.0,28440340.541902304,288.7578907338204
ebbrt,65536,60,0x1800,135,4.5,22.263650247999998,1.0714142527980184,12.172707110359479,103752602.8,195060794195.9,266237695481.1,0.0,311903311.0333033,3027.4823168871835,3.0276503540974917,3.866434138746648,0.15749196616737549,3.725658956988047,20046623.251732796,94935398865.37468,170062363697.82907,0.0,45842153.84457595,540.1521959404006
ebbrt,65536,60,0x1900,135,4.5,22.227160536000003,1.030049956913778,11.671910198395908,100836131.1,214992697609.8,307800789938.3,0.0,323415124.97803247,3038.0806635972403,3.0276503540974917,3.907150239148749,0.1436282508322773,3.5967683184661934,18171126.988738596,81904214501.32521,143031198750.0814,0.0,42224446.916012265,573.4036326483632
ebbrt,65536,60,0x1A00,135,4.5,23.106733201999997,1.0233657200226622,12.008452582582901,100800072.4,231391316213.7,337675853215.2,0.0,324781069.6193224,2893.570272865606,3.0276503540974917,3.3749729096247645,0.13148896630991408,3.25563276218613,15426854.624719944,67808894348.95974,116403335532.99095,0.0,39639177.74635993,440.76551392896954
ebbrt,65536,60,0x1B00,135,4.5,25.894344545999996,1.1379502768794059,14.841375608487457,111027326.8,266577036135.9,390949277122.6,0.0,291302746.8886977,2548.1550040989287,3.0276503540974917,2.147643881148403,0.1209133058204276,2.5940952734359652,17706804.946481336,32592071608.00756,49314138756.36724,0.0,35062888.736135595,231.55605363583877
ebbrt,65536,60,0x1C00,135,4.5,23.309756820000004,1.0502152464535335,12.538460098523947,105950305.2,213150350665.2,293260983661.2,0.0,316810927.2324299,2945.1560706633895,3.0276503540974917,5.090319589284733,0.13687281468411294,4.210724741711274,14907264.346856235,96046924435.40071,170033266771.4529,0.0,40937493.34851591,683.3537317434082
ebbrt,65536,60,0x1D00,135,4.5,24.374744589999995,1.0765368997023792,13.374745601623072,112115653.0,224592109274.6,307044819690.3,0.0,309272398.0064733,2778.055683441232,3.0276503540974917,4.347323485841632,0.14086642006368155,3.8771565893586706,9620420.086673519,76536060272.18475,136686481267.81075,0.0,41573597.94670608,559.974517185846
ebbrt,65536,60,0xC00,135,4.5,16.406862248,0.92019103899691,7.548723809178988,101049020.2,103828075805.7,114510723683.5,0.0,356099968.49955666,3994.4279076532125,3.0276503540974917,0.011392363762589154,1.0361609054107943e-06,0.005241336606659259,2386149.7779979645,4900772930.031386,7902632666.685225,0.0,400.97841273091655,2.773830804380646
ebbrt,65536,60,0xF00,135,4.5,18.207226366,0.9817044570705026,9.08116332403767,104074962.2,136032662756.5,156707083499.6,0.0,338241461.1813326,3650.49049924579,3.0276503540974917,2.477715597800826,0.12941546730021167,2.6212550435096396,10810498.440090341,63358985718.5179,111715379330.66718,0.0,37546185.73134945,416.8118988901199
ebbrt,65536,80,0x1000,135,4.5,22.907086622,1.2266070391058754,14.04899128093822,136707916.8,146748507515.1,148148365946.5,0.0,267143451.65830773,2860.9903419960374,3.0276503540974917,0.09196972618884439,0.00044166629713240013,0.05508167097824284,3441999.489704358,9281173760.506514,13845079154.771044,0.0,96239.37750851095,11.5206061372716
ebbrt,65536,80,0x1100,135,4.5,23.31751653,1.226807625519871,14.303054680929923,136856724.1,193321679825.5,240613643325.6,0.0,267099742.24504644,2810.9531306309714,3.0276503540974917,0.2813204816545368,5.348663061074574e-05,0.172670905825186,8194233.74084593,82695793781.69925,173867980451.6823,0.0,11646.004053644478,33.359072903763064
ebbrt,65536,80,0x1200,135,4.5,23.343090764,1.2268018116557973,14.318675492434963,139320406.2,176637892975.7,203494905460.8,0.0,267101008.1141716,2808.025973616205,3.0276503540974917,0.33848187537007024,5.7573551680998775e-05,0.2078180239908916,6749131.869386261,64985773684.38567,136929619697.92441,0.0,12535.761591081666,39.41066246594484
ebbrt,65536,80,0x1500,135,4.5,24.67416868,1.2274363464952918,15.142991801250579,144620558.0,163339924217.3,168959502030.5,0.0,266962980.69584745,2656.0669652169336,3.0276503540974917,0.05023747955726861,0.0005791781129822106,0.03472846478273164,1892394.0506801303,2456520896.7102437,3145093130.8095474,0.0,125992.33812245983,5.403791713710494
ebbrt,65536,80,0x1600,135,4.5,24.757170872,1.226475163784539,15.182026296083578,142226307.4,161210170381.5,165993999488.7,0.0,267172187.30228257,2647.1761558202966,3.0276503540974913,0.07836868273927422,0.0005158100701412797,0.0480293357035978,2072602.8984759052,3025947089.1598387,4246856565.522218,0.0,112401.92588620858,8.399368820094233
ebbrt,65536,80,0x1700,135,4.5,24.934312004,1.2269210129037973,15.296310425047158,140762557.1,187092236515.7,219048617483.9,0.0,267075155.88604683,2629.794699409922,3.0276503540974913,0.6363524336883827,0.0007851589580633703,0.3948674506146329,7981617.340990725,79583579442.54955,166208575535.6516,0.0,170922.45994158858,63.071161391427225
ebbrt,65536,80,0x1800,135,4.5,24.592368976,1.2257708481623615,15.072311759756087,139943855.7,156050287329.6,157364565600.1,0.0,267325739.9437921,2664.954856069792,3.0276503540974913,0.12598143137402684,0.000710151865804635,0.07926353333539446,2388906.0202293945,5408805824.667812,8078081479.694911,0.0,154875.41011677732,13.698135597950165
ebbrt,65536,80,0x1900,135,4.5,24.841827247999998,1.2259816524074665,15.228143345057509,134074119.7,208393572186.6,265882962390.4,0.0,267279764.98018187,2646.6929962484123,3.0276503540974917,1.551848588079551,0.0006693924791890856,0.9576279232409498,9228004.952743314,117928126328.82503,241611586040.58054,0.0,145945.7706435176,152.308083210458
ebbrt,65536,80,0x1A00,135,4.5,23.961049042000003,1.224910639865738,14.675225737202933,140811742.8,158586766149.8,159856559986.3,0.0,267516316.61252683,2735.2009755862196,3.0276503540974917,0.14911503843593882,0.0042514810922509964,0.12611930624730142,3318617.9461758113,6714764164.965802,9364818406.229145,0.0,936291.1994108359,17.02441200264864
ebbrt,65536,80,0x1B00,135,4.5,24.162267402,1.2244858068226918,14.794046503300128,139145831.5,189488858751.4,221705632451.0,0.0,267609861.18503207,2722.5271423612016,3.0276503540974917,1.6892857649416884,0.004752451539371359,1.0510052941918095,8417797.035527278,91206151466.365,187139500017.65155,0.0,1046666.8029473568,162.11410034606868
ebbrt,65536,80,0x1C00,135,4.5,22.571934294000002,1.1973309111830726,13.587105654167619,131711608.5,142415005760.5,139330101933.5,0.0,275171179.3656262,2928.6762561967844,3.0276503540974917,1.9551266180399685,0.08437119814023777,1.9143866013650648,18421389.28420493,28668682267.37217,33320680913.058792,0.0,23586453.538692344,323.9522715173151
ebbrt,65536,80,0x1D00,135,4.5,23.032098067999996,1.1908346048740017,13.838010771851458,132988500.4,181026011614.2,212312848757.7,0.0,277809346.95767206,2907.6720169061578,3.0276503540974917,3.395632424638028,0.10753383458138058,2.779751924525996,22374791.878567453,105553698839.32458,202414459495.6622,0.0,32497582.78822615,487.0094120523557
ebbrt,65536,80,0xC00,135,4.5,21.785002036,1.2270499268103192,13.365643271245261,140997537.9,140631023576.8,156943457546.1,0.0,267047030.68242407,3008.3094800628755,3.0276503540974917,0.015051777923807264,0.0004489245183646219,0.011392981785191972,3720249.3036703123,8101400992.827569,12884583940.28094,0.0,97650.12449963942,2.077871725003218
ebbrt,65536,80,0xF00,135,4.5,22.654782360000002,1.2263771519231559,13.891672618840195,136961214.1,146801663532.9,148788855973.4,0.0,267193593.84828678,2892.8509672681125,3.0276503540974917,0.0889465017285428,0.0007774789490453452,0.060283735495674264,4300433.851526003,9636558579.02266,14406264027.22323,0.0,169544.8412659917,11.356031825944163
ebbrt,524288,6,0x1000,135,4.5,99.63066454599999,4.766666447609119,237.45308808410314,58153556027.5,15362089857194.5,5102651271856.3,0.0,549952550.8496825,5262.317051924126,3.0276503540974917,0.05521355011479221,0.0018923096295980573,0.18495723374171932,137095011.74664223,18877926178.401917,3367035996.7556376,0.0,218376.46844802285,2.9166545730069036
ebbrt,524288,6,0x1100,135,4.5,103.081136718,4.726306073864163,243.59649895845854,64173838732.2,17624945235663.6,5009384567343.0,0.0,554648814.0116804,5086.169093223917,3.0276503540974917,0.04544181292247565,0.00074439889768971,0.10836438933606529,60054782.63207541,6298616121.885921,1788208695.9335368,0.0,87356.03222329599,2.2414375180728077
ebbrt,524288,6,0x1200,135,4.5,106.176108878,4.717600055241398,250.4482315711802,59239746786.3,18431316529062.5,4999307047015.0,0.0,555672382.9197557,4937.913238887888,3.0276503540974917,0.09941956561068024,0.0007791624358717125,0.26366590396545164,51264271.262518145,8420748817.168071,2316493162.663157,0.0,91777.12527198734,4.623306706673739
ebbrt,524288,6,0x1500,135,4.5,107.55601879399998,4.745200122000042,255.18740924440513,8386864464.3,10889445877972.8,5273319271005.8,0.0,552440372.9361272,4874.558371310934,3.0276503540974917,0.0474444497878502,0.001092487922343751,0.10892286586790967,234272343.74622378,51923712682.01335,2668836722.2060285,0.0,127186.00865287083,2.1498164880407122
ebbrt,524288,6,0x1600,135,4.5,110.37604848200002,4.743265177367303,261.7714353863802,8175491962.3,10969824464706.9,5272749331359.4,0.0,552665737.1639122,4750.016626133505,3.0276503540974917,0.04109807458853477,0.001179333170787241,0.12157186582628188,98364185.17231366,25449410281.89131,2628616433.169651,0.0,137378.59362114593,1.7685721935866667
ebbrt,524288,6,0x1700,135,4.5,113.29074052800001,4.74063089659686,268.534800370408,8070234946.5,11076412013240.2,5272135094463.7,0.0,552972834.0315824,4627.810873110198,3.0276503540974917,0.05734033789791949,0.0009857228480441146,0.16228080855532523,61607870.38211811,16502200846.780458,2057038966.6435993,0.0,114962.27761513497,2.3415394458226304
ebbrt,524288,6,0x1800,135,4.5,115.83715231199999,4.740618246144222,274.56986008025467,8039571433.1,11190309660998.8,5268432566889.7,0.0,552974309.6931877,4526.0782473739155,3.0276503540974917,0.02087213712853353,0.000986541808847872,0.08014141661363218,49573569.81437167,11589658451.683815,1635061473.2273123,0.0,115082.73245013908,0.8153923470351357
ebbrt,524288,6,0x1900,135,4.5,118.83490301199997,4.733754211363522,281.26761819398854,7979511283.9,11251160940818.0,5260090534201.0,0.0,553776135.6455605,4411.90291062565,3.0276503540974917,0.040381839085862646,0.0010417330661581594,0.13145104447513778,34380281.68521353,11183969831.51626,1002135229.9287341,0.0,121874.67338694936,1.4990942736096824
ebbrt,524288,6,0x1A00,135,4.5,121.993851196,4.727936151909018,288.38958381939244,7913719947.9,11298589983266.3,5249567565827.7,0.0,554457602.3069187,4297.660219775891,3.0276503540974917,0.06186425547821457,0.0011626238636913075,0.18832329547559531,13169534.831859004,12062433185.419674,1711665168.2286737,0.0,136327.3440849297,2.1793652214820107
ebbrt,524288,6,0x1B00,135,4.5,125.07428210200001,4.722545825395112,295.3345272339753,7890028329.2,11342903856619.0,5241414484917.9,0.0,555090457.7192372,4191.813570525572,3.0276503540974917,0.04919615892976064,0.001081812741696865,0.1627422148807024,21462896.165092632,6785208480.095007,1561787341.8338716,0.0,127171.98718411874,1.6496073513857916
ebbrt,524288,6,0x1C00,135,4.5,128.327038084,4.717787669478506,302.70986803269705,7887444331.4,11399145238675.1,5239291383151.2,0.0,555650290.6028569,4085.562011332444,3.0276503540974917,0.050067383892014074,0.0009190718830252988,0.15338665970641224,30656496.50955519,11227171140.670609,1952194216.2184055,0.0,108259.34633882933,1.593914323390249
ebbrt,524288,6,0x1D00,135,4.5,131.018541948,4.714622318835282,308.85148672295406,7856141476.7,11456757194657.2,5232007044464.6,0.0,556023352.231844,4001.633000487069,3.0276503540974917,0.06638894088361141,0.0010004141328085678,0.19892528843627447,10428283.979091356,6991083015.540685,1906467240.2713435,0.0,117979.8811455127,2.0273597141548354
ebbrt,524288,6,0xC00,135,4.5,89.03593953800001,4.7375442298773205,210.90585005520353,50944683496.7,12869612689899.6,4984420931462.1,0.0,553333103.2247115,5888.499018153863,3.0276503540974917,0.026737956814558622,0.0006923393270798688,0.06789484898080413,91754768.68619162,4701188723.851644,2128328844.6953034,0.0,80856.85798674704,1.7681863263267659
ebbrt,524288,6,0xF00,135,4.5,96.67159794599999,4.77053046332085,230.58742393442063,56946304003.9,14315522132891.7,5112666609873.5,0.0,549507043.4563427,5423.394670302414,3.0276503540974917,0.0673614729259091,0.0009350165882562067,0.19843862790653027,210237722.13228795,15122772101.719028,2325364249.8866963,0.0,107684.19624930779,3.7784541603431174
ebbrt,524288,8,0x1000,135,4.5,100.464090972,4.821890686962306,242.21344991421682,45602915115.1,15071047713388.5,4544764671267.7,0.0,543654010.75131,5218.661164929514,3.0276503540974917,0.03271167333756118,0.0014433951882612463,0.14474117529451488,47965436.56897902,13546674441.184202,1931121228.7508514,0.0,162711.61936846614,1.699207303608216
ebbrt,524288,8,0x1100,135,4.5,104.206067294,4.783295948274464,249.22423494814035,54053394059.5,17741567297687.5,4540098708059.1,0.0,548040533.265285,5031.2622908879985,3.0276503540974917,0.03617502328878548,0.0007770188090936536,0.10959844405316574,346182598.50784236,13505984573.138582,1720012123.8473845,0.0,89026.8953985195,1.746387389647744
ebbrt,524288,8,0x1200,135,4.5,107.37543958400002,4.772183982235857,256.2076905082301,54459915287.7,18607559244762.8,4541632337857.3,0.0,549316658.8422458,4882.7559975377535,3.0276503540974917,0.04182966832837153,0.001244818827252664,0.14980733622075046,485469302.6940217,35785218917.98943,2801738319.7870665,0.0,143262.5170907554,1.9023455950506851
ebbrt,524288,8,0x1500,135,4.5,105.815959144,4.769667831264769,252.35348806023708,7745594869.6,9778986438078.4,4764357237441.4,0.0,549606431.6958659,4954.718111093835,3.0276503540974917,0.07689481350644359,0.0010627127848322837,0.19163532201647274,454968734.2368374,172503971898.60123,4084957482.349466,0.0,122449.7176524882,3.6010754995747307
ebbrt,524288,8,0x1600,135,4.5,108.47106332999999,4.7709962656883675,258.75751633819425,7701220206.3,9752355954348.1,4761744418153.4,0.0,549453391.7670429,4833.437375867703,3.0276503540974917,0.04781514137476874,0.0008801573961414389,0.11719672669134677,236728663.85280982,54182636587.86867,2493743093.237666,0.0,101358.60069011958,2.1308764056829173
