ITR MSG DVFS RAPL TPUT LAT PK0_JOULE PK1_JOULE START_RDTSC END_RDTSC
4 64 0x1500 65 33.22049 0.165637 2.506363 3.500961 699740084905864 699740510918883
4 64 0x1500 55 33.189318 0.165749 2.526825 3.497574 699876729901519 699877156311996
4 64 0x1500 45 33.151014 0.165964 2.48793 3.49733 700013392380561 700013819275394
4 8192 0x1500 135 1897.376472 0.348234 5.629028 7.897644 698900564213294 698901519157367
4 8192 0x1500 125 1924.053383 0.343687 5.568695 7.75563 699037316409487 699038258193364
4 8192 0x1500 115 1917.189277 0.345187 5.568939 7.810211 699174071831064 699175016909473
4 8192 0x1500 105 1932.603918 0.34191 5.507278 7.7397 699310664692204 699311602247274
4 8192 0x1500 95 1917.196288 0.332891 5.599899 7.807724 699418206887986 699419151887989
4 8192 0x1500 85 1904.396594 0.33504 5.628159 7.877472 699496878240714 699497829638744
4 8192 0x1500 75 1910.463077 0.346253 5.56163 7.833801 699633420076965 699634368490767
4 8192 0x1500 65 1935.127634 0.342386 5.514053 7.74144 699770070895973 699771007151555
4 8192 0x1500 55 1929.339586 0.343118 5.553986 7.77356 699906713093397 699907652207992
4 8192 0x1500 45 1924.74702 0.343469 5.542526 7.761841 700043360950612 700044302300133
4 65536 0x1500 135 5227.303941 0.975847 16.414246 23.646225 698931066820860 698933839779635
4 65536 0x1500 125 5226.703353 0.976012 16.39949 23.414108 699067790973839 699070564047031
4 65536 0x1500 115 5126.275182 0.994345 16.704147 23.628479 699204548119544 699207375923884
4 65536 0x1500 105 5199.407752 0.980918 16.453552 23.697006 699341126485847 699343914489948
4 65536 0x1500 95 5113.0856 0.984672 16.714828 23.955032 699419647045940 699422482163414
4 65536 0x1500 85 5307.974343 0.961038 16.101074 23.175095 699527361853630 699530092541923
4 65536 0x1500 75 5163.721441 0.987676 16.606888 23.667191 699663917698055 699666724133295
4 65536 0x1500 65 5246.463334 0.971516 16.31926 23.374237 699800570585047 699803333576762
4 65536 0x1500 55 5161.471974 0.987563 16.577362 23.624207 699937201067321 699940009616229
4 65536 0x1500 45 5150.057931 0.990202 16.61908 23.678497 700073840956709 700076655070378
4 524288 0x1500 135 8124.863161 4.941857 84.31488 120.851562 698963377653019 698977651354967
4 524288 0x1500 125 8132.534416 4.937998 84.475174 120.605743 699100107853043 699114366969854
4 524288 0x1500 115 8129.927527 4.939305 84.343231 120.686111 699236907546014 699251170423422
4 524288 0x1500 105 8144.897991 4.930241 84.315521 120.373688 699373482012090 699387719495953
4 524288 0x1500 95 8131.517471 4.938035 84.494125 120.679123 699452027715407 699466289686968
4 524288 0x1500 85 8125.068951 4.941862 84.399292 120.666641 699559635393848 699573908074305
4 524288 0x1500 75 8130.033504 4.939091 84.350113 120.63942 699696280219833 699710544443491
4 524288 0x1500 65 8118.331297 4.946278 84.440155 120.936691 699832888084864 699847172292082
4 524288 0x1500 55 8124.786828 4.942433 84.516922 -65415.368347 699969561095511 699983835100729
4 524288 0x1500 45 8118.196163 4.946419 84.501953 120.797943 700106195779967 700120479983410
4 64 0x1600 135 32.127355 0.17013 2.601639 3.76236 697554500559434 697554941048364
4 64 0x1600 125 33.454923 0.164111 2.502731 3.598633 697690991860920 697691414888873
4 64 0x1600 115 32.079246 0.170488 2.650269 3.771011 697834037110086 697834478342761
4 64 0x1600 105 34.940637 0.158737 2.401642 3.436798 697970557559831 697970962612372
4 64 0x1600 95 31.761245 0.172102 2.615158 3.769119 698078573643708 698079019285848
4 64 0x1600 85 32.45107 0.169093 2.608444 3.711365 698215053556413 698215489684182
4 64 0x1600 75 32.780011 0.167525 2.569443 3.682816 698352046590089 698352478302470
4 64 0x1600 65 32.515007 0.168463 2.563934 3.715073 698489352792253 698489788103634
4 64 0x1600 55 32.351928 0.16899 2.577713 3.742828 698625919633259 698626357064899
4 64 0x1600 45 30.787548 0.17749 2.720886 3.929016 698733863345215 698734323044167
4 8192 0x1600 135 1970.85637 0.335512 5.438766 7.844406 697584437111755 697585356527919
4 8192 0x1600 125 1947.290111 0.339354 5.499512 7.929962 697720945993158 697721876415867
4 8192 0x1600 115 1962.033796 0.336943 5.433746 7.859863 697864020186306 697864943749316
4 8192 0x1600 105 1933.128377 0.329692 5.542435 7.980942 697971583206200 697972520458200
4 8192 0x1600 95 1933.440622 0.341607 5.554733 7.976257 698108562663556 698109499809512
4 8192 0x1600 85 1961.24553 0.33707 5.442276 7.887024 698245021941266 698245945834599
4 8192 0x1600 75 1935.440525 0.341693 5.510193 7.97348 698382015159281 698382951317740
4 8192 0x1600 65 1941.023809 0.340662 5.50563 7.956116 698519396646739 698520330119823
4 8192 0x1600 55 1934.594951 0.341508 5.512299 7.980164 698655902648438 698656839227798
4 8192 0x1600 45 1955.838739 0.33813 5.44812 7.910538 698763875326421 698764801730453
4 65536 0x1600 135 5161.685398 0.987116 16.627777 24.250748 697614896380179 697617704591641
4 65536 0x1600 125 5376.522885 0.948019 15.883636 23.586044 697758051622537 697760747870673
4 65536 0x1600 115 5213.540799 0.977494 16.405045 24.118835 697894491113093 697897271339511
4 65536 0x1600 105 5155.463953 0.988848 16.61998 24.222885 698002051804218 698004863576155
4 65536 0x1600 95 5376.488426 0.948782 15.922729 23.573456 698139042021551 698141738077349
4 65536 0x1600 85 5280.137974 0.965731 16.196823 24.139771 698276003150177 698278748575610
4 65536 0x1600 75 5214.378209 0.9774 16.384674 24.111206 698412477069161 698415257068620
4 65536 0x1600 65 5203.481837 0.979715 16.449829 24.142883 698549855814635 698552641656024
4 65536 0x1600 55 5265.241481 0.956208 16.251068 24.207809 698657711167057 698660464215261
4 65536 0x1600 45 5331.12071 0.956594 16.009888 23.903992 698794357515672 698797076700730
4 524288 0x1600 135 8158.37697 4.921398 83.977798 123.920517 697647262976834 697661477319033
4 524288 0x1600 125 8166.2651 4.916665 83.97821 123.64238 697790313221902 697804514681659
4 524288 0x1600 115 8170.740515 4.913463 83.926529 123.619537 697926824832616 697941018301277
4 524288 0x1600 105 8174.145399 4.912342 83.90593 123.552643 698034832960498 698049020089944
4 524288 0x1600 95 8161.959367 4.919425 84.039993 123.736496 698171294447380 698185503614970
4 524288 0x1600 85 8169.737863 4.914824 83.858994 123.71376 698308303788739 698322497557086
4 524288 0x1600 75 8169.867558 4.914324 83.986115 123.672256 698444805413724 698459000392855
4 524288 0x1600 65 8164.961538 4.917759 84.144073 123.767105 698582187098783 698596390889874
4 524288 0x1600 55 8172.201565 4.913203 83.917923 123.587875 698690006192843 698704196927564
4 524288 0x1600 45 8151.686566 4.92501 84.09288 123.887939 698826633670008 698840860381044
4 64 0x1700 135 31.63941 0.172708 2.642166 3.944275 696364491485822 696364938771230
4 64 0x1700 125 30.317654 0.178997 2.764969 4.145493 696471823248684 696472290055458
4 64 0x1700 115 33.058972 0.165975 2.541412 3.77272 696608291515455 696608719575104
4 64 0x1700 105 32.038847 0.170954 2.626892 3.876251 696744704373643 696745146145355
4 64 0x1700 95 29.180897 0.185834 2.894226 4.326904 696852088611158 696852573599313
4 64 0x1700 85 31.461806 0.173284 2.66629 3.98584 696988568413092 696989018228534
4 64 0x1700 75 33.027251 0.166426 2.545181 3.752457 697095992970470 697096421454585
4 64 0x1700 65 30.414547 0.178845 2.755554 4.152893 697232374125021 697232839431176
4 64 0x1700 55 30.54355 0.178063 2.74469 4.126724 697368761184767 697369224528738
4 64 0x1700 45 33.462904 0.164278 2.510529 3.705612 697447136494882 697447559395217
4 8192 0x1700 135 1976.42262 0.322197 5.425751 8.055725 696365440494345 696366357229786
4 8192 0x1700 125 1986.005594 0.33322 5.414169 8.022827 696501826713209 696502739087678
4 8192 0x1700 115 1980.373345 0.333749 5.410431 8.028809 696638262968992 696639177890442
4 8192 0x1700 105 1991.987793 0.319661 5.39888 8.001419 696745623782925 696746533392786
4 8192 0x1700 95 1981.371732 0.333776 5.435776 8.02681 696882118033906 696883032458816
4 8192 0x1700 85 2000.473134 0.33049 5.395325 8.001938 697018560020669 697019465740014
4 8192 0x1700 75 1976.591017 0.333813 5.405975 8.08287 697125952871174 697126869548260
4 8192 0x1700 65 1953.364088 0.338211 5.489487 8.153381 697262368776110 697263296387434
4 8192 0x1700 55 1966.182241 0.335704 5.481125 8.097107 697398767291014 697399688810621
4 8192 0x1700 45 1983.113457 0.321085 5.403915 8.028305 697448064540282 697448978207702
4 65536 0x1700 135 5444.109249 0.93624 15.76651 24.028702 696395896051249 696398558499376
4 65536 0x1700 125 5472.226484 0.93215 15.705627 23.959763 696532271167054 696534920187164
4 65536 0x1700 115 5337.243805 0.954622 16.102982 24.607391 696668722018334 696671438011667
4 65536 0x1700 105 5267.360056 0.967235 16.279129 24.656494 696776068299956 696778820326621
4 65536 0x1700 95 5298.428727 0.961512 16.194763 24.515076 696912559813827 696915295474601
4 65536 0x1700 85 5259.233587 0.969141 16.348312 24.597855 697048995904420 697051751939053
4 65536 0x1700 75 5356.851023 0.951246 15.966202 24.671768 697156411753667 697159117856117
4 65536 0x1700 65 5411.38931 0.941689 15.838837 24.16832 697292851080077 697295529848972
4 65536 0x1700 55 5409.884487 0.930089 15.812515 24.171417 697400200972073 697402880259390
4 65536 0x1700 45 5282.60386 0.964782 16.211533 24.544998 697478500454549 697481244371487
4 524288 0x1700 135 8183.708002 4.905987 83.928284 127.105621 696428104756257 696442276220797
4 524288 0x1700 125 8188.03512 4.903272 84.037415 127.025986 696564468968401 696578632500064
4 524288 0x1700 115 8183.035022 4.906308 83.968735 127.150345 696700984366882 696715155592976
4 524288 0x1700 105 8187.371017 4.903242 83.958862 127.232925 696808365444879 696822529421367
4 524288 0x1700 95 8182.852226 4.906847 83.917633 127.398422 696944829766758 696959002428024
4 524288 0x1700 85 8193.564699 4.900259 83.763 127.031631 697052292016834 697066446064568
4 524288 0x1700 75 8191.022917 4.902131 83.730179 127.116562 697188677086559 697202835137053
4 524288 0x1700 65 8195.413021 4.898452 83.759995 127.39473 697325059998729 697339211192743
4 524288 0x1700 55 8192.0276 4.900579 83.722763 127.087814 697403434755522 697417589308291
4 524288 0x1700 45 8184.861426 4.905595 83.851105 127.312057 697510788976650 697524956945290
4 64 0x1800 135 34.512627 0.158953 2.459579 3.717987 695169239161047 695169649194106
4 64 0x1800 125 29.743491 0.18162 2.820953 4.407822 695305605908653 695306081721993
4 64 0x1800 115 31.915275 0.170312 2.636627 4.065399 695442833675758 695443277057040
4 64 0x1800 105 33.69086 0.162636 2.475281 3.859879 695579211999277 695579631991383
4 64 0x1800 95 31.887149 0.171269 2.613647 4.071121 695686648392893 695687092206436
4 64 0x1800 85 30.504016 0.177842 2.74559 4.265076 695822988886625 695823452896864
4 64 0x1800 75 34.412418 0.159488 2.45842 3.740326 695934981116449 695935392339312
4 64 0x1800 65 29.687785 0.181888 2.821426 4.406036 696071335928371 696071812757640
4 64 0x1800 55 33.287769 0.16493 2.529785 3.853058 696178734760817 696179159879877
4 64 0x1800 45 31.101318 0.174656 2.713348 4.16452 696257052052009 696257507083594
4 8192 0x1800 135 2018.095918 0.327378 5.299957 8.095413 695199181682105 695200079528423
4 8192 0x1800 125 1999.731481 0.330426 5.370834 8.188065 695335618051444 695336524092553
4 8192 0x1800 115 2012.946425 0.3283 5.314789 8.156616 695472816837279 695473716947225
4 8192 0x1800 105 2014.329228 0.327874 5.308868 8.125122 695609169100307 695610068587463
4 8192 0x1800 95 2009.4592 0.328623 5.314056 8.140167 695716628495809 695717530161518
4 8192 0x1800 85 1984.738026 0.33253 5.399567 8.252625 695857618198465 695858531094516
4 8192 0x1800 75 1997.750336 0.330482 5.344025 8.186325 695964926448463 695965833397816
4 8192 0x1800 65 2005.448457 0.329692 5.320831 8.140778 696101359755155 696102263229938
4 8192 0x1800 55 2013.654604 0.315734 5.288971 8.164795 696179754344682 696180654197221
4 8192 0x1800 45 1992.997928 0.331203 5.366974 8.208176 696287043711854 696287952879486
4 65536 0x1800 135 5316.903256 0.957812 16.109558 25.083878 695229617812255 695232343953609
4 65536 0x1800 125 5316.106712 0.958086 16.131683 25.084091 695366063000498 695368789199376
4 65536 0x1800 115 5340.75059 0.953685 16.062851 24.969681 695503258844163 695505972772788
4 65536 0x1800 105 5352.138556 0.951301 16.014175 24.819138 695639610891639 695642319087147
4 65536 0x1800 95 5353.96678 0.95202 16.032471 24.84024 695747085057548 695749792576598
4 65536 0x1800 85 5268.986511 0.954442 16.275558 25.37001 695859029996248 695861780885229
4 65536 0x1800 75 5272.92115 0.966108 16.204926 25.222153 695995379530958 695998128641335
4 65536 0x1800 65 5310.134177 0.959228 16.137344 25.004272 696131801931840 696134531236491
4 65536 0x1800 55 5393.702762 0.932809 15.914474 24.814987 696181156735122 696183844293493
4 65536 0x1800 45 5320.094522 0.957925 16.137115 24.996643 696317497072320 696320221835180
4 524288 0x1800 135 8196.902933 4.897946 83.82399 130.513794 695261894288001 695276041883531
4 524288 0x1800 125 8215.407895 4.88644 83.659348 130.375793 695399185596492 695413301664676
4 524288 0x1800 115 8201.322998 4.8951 83.74382 130.691269 695535511506020 695549651982688
4 524288 0x1800 105 8201.605249 4.895163 83.717178 130.305893 695642976087587 695657116616459
4 524288 0x1800 95 8211.709305 4.888988 83.58815 130.157822 695779313546352 695793433959975
4 524288 0x1800 85 8215.720084 4.886389 83.457504 130.14949 695891320942858 695905436744917
4 524288 0x1800 75 8211.183618 4.889604 83.67572 130.286316 696027676940821 696041799612244
4 524288 0x1800 65 8201.714707 4.894732 83.574417 130.119888 696135056761619 696149196774196
4 524288 0x1800 55 8201.304556 4.894532 83.604523 130.131378 696213377621365 696227518045543
4 524288 0x1800 45 8196.219372 4.898044 83.75061 130.321457 696320773193272 696334922276572
4 64 0x1900 135 34.519666 0.158806 2.427399 3.814407 694060067874988 694060477816938
4 64 0x1900 125 34.579816 0.158697 2.433853 3.818542 694167373595450 694167782793414
4 64 0x1900 115 34.642872 0.158866 2.428802 3.79512 694303647453400 694304055928793
4 64 0x1900 105 34.709629 0.157945 2.434647 3.792587 694410918425966 694411326088124
4 64 0x1900 95 34.718278 0.157933 2.429276 3.796646 694518148647385 694518556231354
4 64 0x1900 85 34.57252 0.158498 2.429276 3.823471 694625553039739 694625962324201
4 64 0x1900 75 32.258115 0.168479 2.593307 4.11702 694704018379261 694704457035963
4 64 0x1900 65 34.157984 0.160078 2.43869 3.882065 694811283440544 694811697842290
4 64 0x1900 55 34.345128 0.159464 2.459167 3.843277 694921416686976 694921828705028
4 64 0x1900 45 34.312559 0.159424 2.432663 3.858063 695030271123391 695030683540781
4 8192 0x1900 135 2008.218448 0.3286 5.340271 8.417999 694090021843708 694090923855306
4 8192 0x1900 125 2013.666978 0.327493 5.317825 8.39502 694197330476949 694198230061518
4 8192 0x1900 115 2020.946162 0.326741 5.313187 8.350479 694333595649725 694334492184370
4 8192 0x1900 105 2025.170944 0.326283 5.299957 8.333664 694440843291544 694441737958150
4 8192 0x1900 95 2007.967712 0.328366 5.3526 8.387634 694548091083439 694548993445971
4 8192 0x1900 85 1999.60335 0.330266 5.32901 8.444168 694655718876619 694656624954272
4 8192 0x1900 75 2015.952653 0.327685 5.324982 8.360428 694734004347279 694734903117434
4 8192 0x1900 65 2017.678082 0.327279 5.329422 8.359238 694841249189056 694842147180324
4 8192 0x1900 55 2019.627391 0.314517 5.333542 8.399612 694922324744315 694923221866732
4 8192 0x1900 45 2004.63106 0.329048 5.361542 8.385651 695062893092987 695063796865894
4 65536 0x1900 135 5282.408261 0.951567 16.236221 25.781769 694091425064593 694094168969210
4 65536 0x1900 125 5406.895471 0.942455 15.812744 25.471115 694227761015241 694230441487927
4 65536 0x1900 115 5324.631733 0.944065 16.083755 25.712662 694335005620397 694337727969665
4 65536 0x1900 105 5387.791384 0.933189 15.965622 25.608047 694442251124744 694444941391938
4 65536 0x1900 95 5395.581707 0.943639 15.934692 25.45256 694578671666958 694581358412988
4 65536 0x1900 85 5401.533852 0.930731 15.932144 25.368576 694657134083982 694659817023956
4 65536 0x1900 75 5389.481994 0.932846 15.883194 25.459686 694735405850006 694738095242478
4 65536 0x1900 65 5300.130687 0.948563 16.150223 25.740997 694842659806418 694845394104670
4 65536 0x1900 55 5375.916461 0.946974 15.955246 25.632233 694954364566721 694957060409094
4 65536 0x1900 45 5324.445176 0.956043 16.053391 25.648575 695093343513890 695096065948004
4 524288 0x1900 135 8216.013788 4.88629 83.4133 133.974838 694123705560115 694137820239820
4 524288 0x1900 125 8222.080046 4.88213 83.581589 134.033585 694259989740226 694274094913138
4 524288 0x1900 115 8213.240129 4.887728 83.580688 134.203583 694367260751480 694381380875898
4 524288 0x1900 105 8207.700835 4.891389 83.680679 134.34079 694474479544801 694488609325234
4 524288 0x1900 95 8220.690934 4.88326 83.588943 134.227753 694581907234242 694596014427103
4 524288 0x1900 85 8225.835577 4.880219 83.452606 134.210297 694660372200776 694674470826540
4 524288 0x1900 75 8219.621621 4.883744 83.513412 134.168945 694767634335205 694781743820090
4 524288 0x1900 65 8223.143147 4.88176 83.469116 134.395004 694877762159186 694891865693888
4 524288 0x1900 55 8204.009179 4.893096 83.573608 134.354843 694986609530902 695000744036032
4 524288 0x1900 45 8234.122684 4.87457 83.352951 133.966614 695125622100364 695139706340370
4 64 0x1a00 135 35.277379 0.155241 2.387161 3.896774 692899717047494 692900118202771
4 64 0x1a00 125 35.233318 0.156114 2.379776 3.878784 693035903789187 693036305388650
4 64 0x1a00 115 34.451957 0.158618 2.42395 3.942017 693172122588151 693172533434100
4 64 0x1a00 105 35.342763 0.155163 2.391571 3.828003 693279335557051 693279735936952
4 64 0x1a00 95 34.392019 0.159188 2.429855 3.973709 693386725279020 693387136742585
4 64 0x1a00 85 34.90687 0.156598 2.401199 3.921661 693494155988055 693494561342475
4 64 0x1a00 75 35.226227 0.155538 2.3871 3.865082 693572273288371 693572674944171
4 64 0x1a00 65 33.750212 0.161586 2.483109 4.036911 693679492163205 693679911355659
4 64 0x1a00 55 35.236894 0.156016 2.377594 3.888123 693815745591527 693816147152843
4 64 0x1a00 45 34.4296 0.159226 2.433929 3.928528 693923375994876 693923786942952
4 8192 0x1a00 135 2053.211629 0.320846 5.239258 8.468994 692929639210042 692930521631193
4 8192 0x1a00 125 2024.409305 0.325909 5.312454 8.581009 693065840634951 693066735540319
4 8192 0x1a00 115 2055.752435 0.32096 5.225311 8.468384 693202070734302 693202952046183
4 8192 0x1a00 105 2043.324299 0.323302 5.273331 8.523575 693309269505235 693310156128803
4 8192 0x1a00 95 2023.479538 0.325675 5.325012 8.603714 693416662303080 693417557634251
4 8192 0x1a00 85 2101.278912 0.314303 5.141434 8.292084 693524109821661 693524972099943
4 8192 0x1a00 75 2020.273327 0.326077 5.313232 8.637238 693602265051950 693603161795569
4 8192 0x1a00 65 2043.044022 0.322586 5.257935 8.537262 693709437260306 693710324091393
4 8192 0x1a00 55 2043.872336 0.322622 5.226883 8.519516 693845769339839 693846655759541
4 8192 0x1a00 45 2022.233896 0.3258 5.307724 8.603638 693953512890056 693954408817100
4 65536 0x1a00 135 5396.455015 0.943028 15.883301 26.164856 692960054669638 692962740858205
4 65536 0x1a00 125 5431.423728 0.937433 15.777298 26.041077 693096270745710 693098939433191
4 65536 0x1a00 115 5371.313477 0.9482 15.957352 26.28067 693232492466275 693235190983783
4 65536 0x1a00 105 5403.313844 0.942249 15.859848 26.101746 693339829986068 693342512594097
4 65536 0x1a00 95 5346.919013 0.939956 16.064957 26.542908 693418279614587 693420990047152
4 65536 0x1a00 85 5528.551303 0.909142 15.525192 25.863983 693525482848885 693528104942001
4 65536 0x1a00 75 5460.266875 0.920451 15.787735 26.101685 693603661071944 693606315603999
4 65536 0x1a00 65 5316.903256 0.957728 16.099213 26.388885 693739867694985 693742593801302
4 65536 0x1a00 55 5428.091925 0.938081 15.774124 26.065765 693876556325008 693879226156615
4 65536 0x1a00 45 5519.30036 0.923198 15.524017 25.946793 693983946414871 693986571961589
4 524288 0x1a00 135 8231.685729 4.876234 83.387726 137.972321 692992284029043 693006372570049
4 524288 0x1a00 125 8226.49343 4.879073 83.425507 138.022964 693128476780261 693142574174727
4 524288 0x1a00 115 8236.377505 4.873217 83.313934 137.867737 693235730449103 693249810534634
4 524288 0x1a00 105 8234.652929 4.874608 83.311523 137.911163 693343068430109 693357151089862
4 524288 0x1a00 95 8240.502277 4.871117 83.406952 137.748428 693450539825759 693464612488839
4 524288 0x1a00 85 8233.573112 4.875054 83.530991 137.994308 693528653395667 693542738488839
4 524288 0x1a00 75 8232.942811 4.87561 83.5065 138.117859 693635861575735 693649946996251
4 524288 0x1a00 65 8231.58597 4.876601 83.445053 138.115723 693772114385987 693786202722805
4 524288 0x1a00 55 8238.124648 4.872339 83.344589 137.934052 693879762165515 693893839250529
4 524288 0x1a00 45 8224.845971 4.880687 83.532928 138.213409 694016428226256 694030527732593
4 64 0x1b00 135 35.219079 0.155596 2.380035 3.975204 692147689247852 692148091012814
4 64 0x1b00 125 35.284247 0.155109 2.393997 3.968369 692196818012535 692197218980283
4 64 0x1b00 115 34.881958 0.156803 2.407928 4.052307 692274885626683 692275291280816
4 64 0x1b00 105 34.391845 0.158846 2.460648 4.058228 692323948271222 692324359671208
4 64 0x1b00 95 33.611956 0.16212 2.51683 4.157898 692430992901416 692431413722926
4 64 0x1b00 85 35.279931 0.155317 2.376648 4.007477 692509231880485 692509632949761
4 64 0x1b00 75 35.436879 0.154552 2.376633 3.945343 692587213075395 692587612326014
4 64 0x1b00 65 34.913177 0.156548 2.427414 4.006836 692665370870551 692665776145966
4 64 0x1b00 55 35.08802 0.156306 2.393082 4.027283 692743476478709 692743879742040
4 64 0x1b00 45 35.541055 0.15404 2.377213 3.984695 692821553141781 692821951270312
4 8192 0x1b00 135 2046.040277 0.309918 5.273941 8.758926 692148607562864 692149493108798
4 8192 0x1b00 125 2089.447788 0.30368 5.135147 8.604568 692197718546287 692198585721576
4 8192 0x1b00 115 2045.81194 0.309996 5.260147 8.773193 692275793933741 692276679534154
4 8192 0x1b00 105 2062.761638 0.307553 5.201004 8.722733 692324850301160 692325728593106
4 8192 0x1b00 95 2048.313648 0.321179 5.230957 8.812485 692460958462819 692461843023667
4 8192 0x1b00 85 2058.921937 0.307993 5.217926 8.736816 692510130166826 692511010036018
4 8192 0x1b00 75 2052.890048 0.321304 5.236191 8.742554 692617152693654 692618035156616
4 8192 0x1b00 65 2084.286119 0.304345 5.168274 8.638779 692666274350648 692667143693260
4 8192 0x1b00 55 2079.714014 0.317512 5.176376 8.628662 692773386808321 692774257921198
4 8192 0x1b00 45 2063.857845 0.307245 5.249039 8.718399 692822445838621 692823323681439
4 65536 0x1b00 135 5390.115035 0.932157 15.930344 26.986984 692149992820576 692152681881014
4 65536 0x1b00 125 5385.963507 0.932834 15.938782 27.032516 692199075152901 692201766579260
4 65536 0x1b00 115 5422.07553 0.926579 15.891846 27.041779 692277167502204 692279840750678
4 65536 0x1b00 105 5549.950433 0.917745 15.506943 26.636185 692355254011096 692357865770418
4 65536 0x1b00 95 5426.743496 0.925763 15.797165 26.855499 692462322466352 692464993194122
4 65536 0x1b00 85 5553.223271 0.904801 15.426178 26.619843 692511512870609 692514122965762
4 65536 0x1b00 75 5399.631297 0.930395 15.831604 26.948853 692618532978512 692621217241000
4 65536 0x1b00 65 5427.031386 0.938153 15.787598 27.043594 692696682179724 692699353312734
4 65536 0x1b00 55 5431.322448 0.925188 15.87468 26.819153 692774739615833 692777408345032
4 65536 0x1b00 45 5353.543089 0.950546 16.009247 27.210846 692852865337195 692855572460274
4 524288 0x1b00 135 8260.661912 4.858994 83.066818 142.230484 692153221194781 692167260264373
4 524288 0x1b00 125 8251.332236 4.864365 83.267914 142.345337 692231298812928 692245352982566
4 524288 0x1b00 115 8264.952736 4.855697 83.149948 142.125488 692280383145738 692294414887040
4 524288 0x1b00 105 8252.670425 4.863838 83.256287 142.174713 692387395870207 692401448988214
4 524288 0x1b00 95 8246.143907 4.867487 83.253967 142.476562 692465532392939 692479594413652
4 524288 0x1b00 85 8256.709136 4.86119 83.065689 142.289673 692543652077696 692557696873504
4 524288 0x1b00 75 8265.070813 4.855786 83.132126 142.040161 692621757362539 692635788094136
4 524288 0x1b00 65 8255.485815 4.861293 83.114441 142.202744 692699900369155 692713947716730
4 524288 0x1b00 55 8250.675273 4.864798 83.292847 142.034454 692777938948891 692791994759956
4 524288 0x1b00 45 8254.24052 4.862834 83.188431 142.03479 692856107847876 692870158134262
4 64 0x1c00 135 35.689391 0.152899 2.381516 4.042252 691295298266741 691295694678373
4 64 0x1c00 125 35.73934 0.152668 2.376114 4.039246 691373334116538 691373730000479
4 64 0x1c00 115 36.052593 0.152097 2.358612 3.982681 691451399303868 691451791733724
4 64 0x1c00 105 34.759585 0.156414 2.448059 4.139938 691543140604009 691543547649178
4 64 0x1c00 95 35.821606 0.152966 2.35199 4.010818 691679376864773 691679771829785
4 64 0x1c00 85 34.99724 0.156346 2.432755 4.113586 691786375123467 691786779368106
4 64 0x1c00 75 34.991201 0.155407 2.395386 4.147903 691864466256098 691864870649796
4 64 0x1c00 65 35.90123 0.152613 2.339035 4.043884 691971543023380 691971937084011
4 64 0x1c00 55 35.037176 0.155324 2.378891 4.169128 692020738499519 692021142351920
4 64 0x1c00 45 35.737781 0.153267 2.347305 4.110748 692069644209251 692070040121723
4 8192 0x1c00 135 2049.308035 0.309216 5.279114 9.086487 691296192035300 691297076170384
4 8192 0x1c00 125 2070.278134 0.306092 5.214035 8.948257 691374237502944 691375112667100
4 8192 0x1c00 115 2070.263419 0.318426 5.175446 8.947449 691484369112540 691485244264721
4 8192 0x1c00 105 2091.154569 0.315516 5.105392 8.874802 691573077214649 691573943614125
4 8192 0x1c00 95 2100.931997 0.313652 5.121353 8.813965 691709295883203 691710158178646
4 8192 0x1c00 85 2088.094681 0.315791 5.113052 8.877762 691816314541597 691817182298704
4 8192 0x1c00 75 2075.590763 0.317666 5.190002 8.931274 691894382681319 691895255517557
4 8192 0x1c00 65 2065.049565 0.306743 5.193314 8.970825 691972436992698 691973314380489
4 8192 0x1c00 55 2077.716211 0.304953 5.174576 8.933807 692021628857432 692022500857562
4 8192 0x1c00 45 2069.666825 0.306105 5.189453 8.978439 692070540494590 692071415901180
4 65536 0x1c00 135 5556.963759 0.915847 15.452545 27.394562 691326615343178 691329223892759
4 65536 0x1c00 125 5411.988402 0.927961 15.798355 27.822006 691375617278737 691378295570726
4 65536 0x1c00 115 5365.077692 0.936234 16.006149 28.125488 691485739432331 691488441076333
4 65536 0x1c00 105 5526.492697 0.921156 15.48233 27.24234 691603447181281 691606069413506
4 65536 0x1c00 95 5566.17455 0.902374 15.416534 27.362381 691710643605209 691713247858225
4 65536 0x1c00 85 5410.107784 0.928266 15.863953 27.77951 691817691521163 691820370929544
4 65536 0x1c00 75 5439.69073 0.935022 15.783493 27.830307 691924789479995 691927454222491
4 65536 0x1c00 65 5370.892538 0.935211 15.969315 27.801392 691973817400739 691976516079147
4 65536 0x1c00 55 5577.879049 0.900494 15.391647 27.320297 692022967574037 692025566323719
4 65536 0x1c00 45 5416.659994 0.939209 15.88028 27.71936 692100933058443 692103608751329
4 524288 0x1c00 135 8278.558636 4.847503 83.020966 146.136398 691329771228584 691343780301898
4 524288 0x1c00 125 8270.256902 4.853271 82.950668 146.19104 691407829169889 691421851510284
4 524288 0x1c00 115 8283.842656 4.844896 82.918442 146.253952 691488976652811 691502975854123
4 524288 0x1c00 105 8280.040931 4.846902 82.913101 145.971619 691635823875290 691649830110088
4 524288 0x1c00 95 8259.297547 4.859875 83.112228 146.461777 691742766275188 691756805618055
4 524288 0x1c00 85 8272.937443 4.851301 82.990326 146.540695 691820915259805 691834933692794
4 524288 0x1c00 75 8275.016844 4.849832 82.97377 146.222153 691927984022832 691941998486550
