i rx_desc rx_bytes tx_desc tx_bytes instructions cycles ref_cycles llc_miss c3 c6 c7 joules timestamp
36 0 0 3 130 0 0 0 0 0 0 0 0 11179498681036
37 1 130 0 0 0 0 0 0 0 0 0 0 11179498728867
38 0 0 0 0 0 0 0 0 0 0 0 0 11179498776103
39 0 0 3 130 0 0 0 0 0 0 0 0 11179498829400
40 1 130 0 0 0 0 0 0 0 0 0 0 11179498877342
41 0 0 0 0 0 0 0 0 0 0 0 0 11179498924530
42 0 0 3 130 0 0 0 0 0 0 0 0 11179498977866
43 1 130 0 0 0 0 0 0 0 0 0 0 11179499034991
44 0 0 3 130 0 0 0 0 0 0 0 0 11179499135273
45 1 130 0 0 0 0 0 0 0 0 0 0 11179499186173
46 0 0 3 130 0 0 0 0 0 0 0 0 11179499268876
47 1 130 0 0 0 0 0 0 0 0 0 0 11179499316890
48 0 0 3 130 0 0 0 0 0 0 0 0 11179499399550
49 1 130 0 0 0 0 0 0 0 0 0 0 11179499447521
50 0 0 0 0 0 0 0 0 0 0 0 0 11179499494723
51 0 0 3 130 0 0 0 0 0 0 0 0 11179499548020
52 1 130 0 0 0 0 0 0 0 0 0 0 11179499596054
53 0 0 0 0 0 0 0 0 0 0 0 0 11179499643053
54 0 0 3 130 0 0 0 0 0 0 0 0 11179499696669
55 1 130 0 0 0 0 0 0 0 0 0 0 11179499744640
56 0 0 0 0 0 0 0 0 0 0 0 0 11179499791533
57 0 0 3 130 0 0 0 0 0 0 0 0 11179499845125
58 1 130 0 0 0 0 0 0 0 0 0 0 11179499893043
59 0 0 0 0 0 0 0 0 0 0 0 0 11179499939999
60 0 0 3 130 0 0 0 0 0 0 0 0 11179499993615
61 1 130 0 0 0 0 0 0 0 0 0 0 11179500041518
62 0 0 0 0 0 0 0 0 0 0 0 0 11179500088662
63 0 0 3 130 0 0 0 0 0 0 0 0 11179500141979
64 1 130 0 0 0 0 0 0 0 0 0 0 11179500189964
65 0 0 3 130 0 0 0 0 0 0 0 0 11179500272595
66 1 130 0 0 0 0 0 0 0 0 0 0 11179500329522
67 0 0 3 130 0 0 0 0 0 0 0 0 11179500412172
68 1 130 0 0 0 0 0 0 0 0 0 0 11179500460172
69 0 0 0 0 0 0 0 0 0 0 0 0 11179500507369
70 0 0 3 130 0 0 0 0 0 0 0 0 11179500560666
71 1 130 0 0 0 0 0 0 0 0 0 0 11179500608695
72 0 0 0 0 0 0 0 0 0 0 0 0 11179500655844
73 0 0 3 130 0 0 0 0 0 0 0 0 11179500709137
74 1 130 0 0 0 0 0 0 0 0 0 0 11179500757117
75 0 0 0 0 0 0 0 0 0 0 0 0 11179500804160
76 0 0 3 130 0 0 0 0 0 0 0 0 11179500857781
77 1 130 0 0 0 0 0 0 0 0 0 0 11179500905713
78 0 0 0 0 0 0 0 0 0 0 0 0 11179500952635
79 0 0 3 130 0 0 0 0 0 0 0 0 11179501006256
80 1 130 0 0 0 0 0 0 0 0 0 0 11179501054087
81 0 0 0 0 156403193825 355577348191 361813189665 176948641 4689833687 0 9913684722570 698722389 11179501101275
82 0 0 3 130 0 0 0 0 0 0 0 0 11179501154572
83 1 130 0 0 0 0 0 0 0 0 0 0 11179501202630
84 0 0 0 0 0 0 0 0 0 0 0 0 11179501249764
85 0 0 3 130 0 0 0 0 0 0 0 0 11179501303071
86 1 130 0 0 0 0 0 0 0 0 0 0 11179501351018
87 0 0 0 0 0 0 0 0 0 0 0 0 11179501398075
88 0 0 3 130 0 0 0 0 0 0 0 0 11179501451691
89 1 130 0 0 0 0 0 0 0 0 0 0 11179501499706
90 0 0 0 0 0 0 0 0 0 0 0 0 11179501546565
91 0 0 3 130 0 0 0 0 0 0 0 0 11179501600292
92 1 130 0 0 0 0 0 0 0 0 0 0 11179501647973
93 0 0 0 0 0 0 0 0 0 0 0 0 11179501695204
94 0 0 3 130 0 0 0 0 0 0 0 0 11179501748511
95 1 130 0 0 0 0 0 0 0 0 0 0 11179501798618
96 0 0 3 130 0 0 0 0 0 0 0 0 11179501879229
97 1 130 0 0 0 0 0 0 0 0 0 0 11179501933188
98 0 0 3 130 0 0 0 0 0 0 0 0 11179502033605
99 1 130 0 0 0 0 0 0 0 0 0 0 11179502084626
100 0 0 3 130 0 0 0 0 0 0 0 0 11179502167208
101 1 130 0 0 0 0 0 0 0 0 0 0 11179502215334
102 0 0 0 0 0 0 0 0 0 0 0 0 11179502262232
103 0 0 3 130 0 0 0 0 0 0 0 0 11179502315669
104 1 130 0 0 0 0 0 0 0 0 0 0 11179502363741
105 0 0 0 0 0 0 0 0 0 0 0 0 11179502410837
106 0 0 3 130 0 0 0 0 0 0 0 0 11179502464323
107 1 130 0 0 0 0 0 0 0 0 0 0 11179502512144
108 0 0 0 0 0 0 0 0 0 0 0 0 11179502559182
109 0 0 3 130 0 0 0 0 0 0 0 0 11179502612779
110 1 130 0 0 0 0 0 0 0 0 0 0 11179502660643
111 0 0 0 0 0 0 0 0 0 0 0 0 11179502707657
112 0 0 3 130 0 0 0 0 0 0 0 0 11179502761249
113 1 130 0 0 0 0 0 0 0 0 0 0 11179502809104
114 0 0 0 0 0 0 0 0 0 0 0 0 11179502856137
115 0 0 3 130 0 0 0 0 0 0 0 0 11179502909753
116 1 130 0 0 0 0 0 0 0 0 0 0 11179502960595
117 0 0 3 130 0 0 0 0 0 0 0 0 11179503040258
118 1 130 0 0 0 0 0 0 0 0 0 0 11179503088277
119 0 0 0 0 0 0 0 0 0 0 0 0 11179503135291
120 0 0 3 130 0 0 0 0 0 0 0 0 11179503188907
121 1 130 0 0 0 0 0 0 0 0 0 0 11179503236757
122 0 0 0 0 0 0 0 0 0 0 0 0 11179503283771
123 0 0 3 130 0 0 0 0 0 0 0 0 11179503337363
124 1 130 0 0 0 0 0 0 0 0 0 0 11179503385242
125 0 0 0 0 0 0 0 0 0 0 0 0 11179503432420
126 0 0 3 130 0 0 0 0 0 0 0 0 11179503485698
127 1 130 0 0 0 0 0 0 0 0 0 0 11179503533717
128 0 0 0 0 0 0 0 0 0 0 0 0 11179503580891
129 0 0 3 130 0 0 0 0 0 0 0 0 11179503634188
130 1 130 0 0 0 0 0 0 0 0 0 0 11179503685204
131 0 0 3 130 0 0 0 0 0 0 0 0 11179503770792
132 1 130 0 0 0 0 0 0 0 0 0 0 11179503818763
133 0 0 0 0 0 0 0 0 0 0 0 0 11179503865801
134 0 0 3 130 0 0 0 0 0 0 0 0 11179503919427
135 1 130 0 0 0 0 0 0 0 0 0 0 11179503967345
136 0 0 0 0 156403641188 355578179446 361814394992 176949316 4689833687 0 9913684722570 698722389 11179504014441
137 0 0 3 130 0 0 0 0 0 0 0 0 11179504067757
138 1 130 0 0 0 0 0 0 0 0 0 0 11179504115757
139 0 0 0 0 0 0 0 0 0 0 0 0 11179504162935
140 0 0 3 130 0 0 0 0 0 0 0 0 11179504216237
141 1 130 0 0 0 0 0 0 0 0 0 0 11179504264218
142 0 0 0 0 0 0 0 0 0 0 0 0 11179504311241
143 0 0 3 130 0 0 0 0 0 0 0 0 11179504364857
144 1 130 0 0 0 0 0 0 0 0 0 0 11179504412707
145 0 0 0 0 0 0 0 0 0 0 0 0 11179504459726
146 0 0 3 130 0 0 0 0 0 0 0 0 11179504513313
147 1 130 0 0 0 0 0 0 0 0 0 0 11179504561129
148 0 0 0 0 0 0 0 0 0 0 0 0 11179504608375
149 0 0 3 130 0 0 0 0 0 0 0 0 11179504661672
150 1 130 0 0 0 0 0 0 0 0 0 0 11179504707995
151 0 0 0 0 0 0 0 0 0 0 0 0 11179504756937
152 0 0 3 130 0 0 0 0 0 0 0 0 11179504810143
153 1 130 0 0 0 0 0 0 0 0 0 0 11179504864160
154 0 0 3 130 0 0 0 0 0 0 0 0 11179504955689
155 1 130 0 0 0 0 0 0 0 0 0 0 11179505006584
156 0 0 3 130 0 0 0 0 0 0 0 0 11179505089509
157 1 130 0 0 0 0 0 0 0 0 0 0 11179505137272
158 0 0 0 0 0 0 0 0 0 0 0 0 11179505184475
159 0 0 3 130 0 0 0 0 0 0 0 0 11179505237748
160 1 130 0 0 0 0 0 0 0 0 0 0 11179505285767
161 0 0 0 0 0 0 0 0 0 0 0 0 11179505332921
162 0 0 3 130 0 0 0 0 0 0 0 0 11179505386397
163 1 130 0 0 0 0 0 0 0 0 0 0 11179505434208
164 0 0 3 130 0 0 0 0 0 0 0 0 11179505516892
165 1 130 0 0 0 0 0 0 0 0 0 0 11179505564853
166 0 0 0 0 0 0 0 0 0 0 0 0 11179505611925
167 0 0 3 130 0 0 0 0 0 0 0 0 11179505665541
168 1 130 0 0 0 0 0 0 0 0 0 0 11179505713333
169 0 0 0 0 0 0 0 0 0 0 0 0 11179505760555
170 0 0 3 130 0 0 0 0 0 0 0 0 11179505813876
171 1 130 0 0 0 0 0 0 0 0 0 0 11179505861799
172 0 0 0 0 0 0 0 0 0 0 0 0 11179505909025
173 0 0 3 130 0 0 0 0 0 0 0 0 11179505962487
174 1 130 0 0 0 0 0 0 0 0 0 0 11179506010274
175 0 0 3 130 0 0 0 0 0 0 0 0 11179506092996
176 1 130 0 0 0 0 0 0 0 0 0 0 11179506140967
177 0 0 0 0 0 0 0 0 0 0 0 0 11179506188020
178 0 0 3 130 0 0 0 0 0 0 0 0 11179506241641
179 1 130 0 0 0 0 0 0 0 0 0 0 11179506289418
180 0 0 0 0 0 0 0 0 0 0 0 0 11179506336659
181 0 0 3 130 0 0 0 0 0 0 0 0 11179506389990
182 1 130 0 0 0 0 0 0 0 0 0 0 11179506437898
183 0 0 0 0 0 0 0 0 0 0 0 0 11179506485110
184 0 0 3 130 0 0 0 0 0 0 0 0 11179506538591
185 1 130 0 0 0 0 0 0 0 0 0 0 11179506586436
186 0 0 0 0 0 0 0 0 0 0 0 0 11179506633460
187 0 0 3 130 0 0 0 0 0 0 0 0 11179506687061
188 1 130 0 0 0 0 0 0 0 0 0 0 11179506734844
189 0 0 0 0 0 0 0 0 0 0 0 0 11179506781935
190 0 0 3 130 0 0 0 0 0 0 0 0 11179506835527
191 1 130 0 0 0 0 0 0 0 0 0 0 11179506883338
192 0 0 0 0 156404087956 355579010532 361815599884 176949994 4689833687 0 9913684722570 698725341 11179506930594
193 0 0 3 130 0 0 0 0 0 0 0 0 11179506983876
194 1 130 0 0 0 0 0 0 0 0 0 0 11179507034945
195 0 0 3 130 0 0 0 0 0 0 0 0 11179507117508
196 1 130 0 0 0 0 0 0 0 0 0 0 11179507165484
197 0 0 0 0 0 0 0 0 0 0 0 0 11179507212541
198 0 0 3 130 0 0 0 0 0 0 0 0 11179507266153
199 1 130 0 0 0 0 0 0 0 0 0 0 11179507313983
200 0 0 0 0 0 0 0 0 0 0 0 0 11179507361002
201 0 0 3 130 0 0 0 0 0 0 0 0 11179507414628
202 1 130 0 0 0 0 0 0 0 0 0 0 11179507462463
203 0 0 0 0 0 0 0 0 0 0 0 0 11179507509661
204 0 0 3 130 0 0 0 0 0 0 0 0 11179507562963
205 1 130 0 0 0 0 0 0 0 0 0 0 11179507619953
206 0 0 3 130 0 0 0 0 0 0 0 0 11179507699548
207 1 130 0 0 0 0 0 0 0 0 0 0 11179507753575
208 0 0 3 130 0 0 0 0 0 0 0 0 11179507848067
209 1 130 0 0 0 0 0 0 0 0 0 0 11179507899058
210 0 0 3 130 0 0 0 0 0 0 0 0 11179507984642
211 1 130 0 0 0 0 0 0 0 0 0 0 11179508032681
212 0 0 0 0 0 0 0 0 0 0 0 0 11179508079820
213 0 0 3 130 0 0 0 0 0 0 0 0 11179508133117
214 1 130 0 0 0 0 0 0 0 0 0 0 11179508181103
215 0 0 0 0 0 0 0 0 0 0 0 0 11179508228281
216 0 0 3 130 0 0 0 0 0 0 0 0 11179508281742
217 1 130 0 0 0 0 0 0 0 0 0 0 11179508329655
218 0 0 0 0 0 0 0 0 0 0 0 0 11179508376601
219 0 0 3 130 0 0 0 0 0 0 0 0 11179508430193
220 1 130 0 0 0 0 0 0 0 0 0 0 11179508478014
221 0 0 0 0 0 0 0 0 0 0 0 0 11179508525086
222 0 0 3 130 0 0 0 0 0 0 0 0 11179508578702
223 1 130 0 0 0 0 0 0 0 0 0 0 11179508626557
224 0 0 0 0 0 0 0 0 0 0 0 0 11179508673697
225 0 0 3 130 0 0 0 0 0 0 0 0 11179508727173
226 1 130 0 0 0 0 0 0 0 0 0 0 11179508775076
227 0 0 0 0 0 0 0 0 0 0 0 0 11179508822191
228 0 0 3 130 0 0 0 0 0 0 0 0 11179508875662
229 1 130 0 0 0 0 0 0 0 0 0 0 11179508923517
230 0 0 0 0 0 0 0 0 0 0 0 0 11179508970526
231 0 0 3 130 0 0 0 0 0 0 0 0 11179509024118
232 1 130 0 0 0 0 0 0 0 0 0 0 11179509075052
233 0 0 3 130 0 0 0 0 0 0 0 0 11179509154652
234 1 130 0 0 0 0 0 0 0 0 0 0 11179509202599
235 0 0 0 0 0 0 0 0 0 0 0 0 11179509249820
236 0 0 3 130 0 0 0 0 0 0 0 0 11179509303137
237 1 130 0 0 0 0 0 0 0 0 0 0 11179509351088
238 0 0 0 0 0 0 0 0 0 0 0 0 11179509398281
239 0 0 3 130 0 0 0 0 0 0 0 0 11179509451757
240 1 130 0 0 0 0 0 0 0 0 0 0 11179509499554
241 0 0 0 0 0 0 0 0 0 0 0 0 11179509546635
242 0 0 3 130 0 0 0 0 0 0 0 0 11179509600227
243 1 130 0 0 0 0 0 0 0 0 0 0 11179509648097
244 0 0 0 0 0 0 0 0 0 0 0 0 11179509695096
245 0 0 3 130 0 0 0 0 0 0 0 0 11179509748722
246 1 130 0 0 0 0 0 0 0 0 0 0 11179509796548
247 0 0 0 0 156404534906 355579840269 361816802920 176950695 4689833687 0 9913684722570 698725341 11179509843731
248 0 0 3 130 0 0 0 0 0 0 0 0 11179509897197
249 1 130 0 0 0 0 0 0 0 0 0 0 11179509945052
250 0 0 0 0 0 0 0 0 0 0 0 0 11179509992220
251 0 0 3 130 0 0 0 0 0 0 0 0 11179510045687
252 1 130 0 0 0 0 0 0 0 0 0 0 11179510093561
253 0 0 3 130 0 0 0 0 0 0 0 0 11179510176196
254 1 130 0 0 0 0 0 0 0 0 0 0 11179510224148
255 0 0 3 130 0 0 0 0 0 0 0 0 11179510309819
256 1 130 0 0 0 0 0 0 0 0 0 0 11179510357785
257 0 0 0 0 0 0 0 0 0 0 0 0 11179510404842
258 0 0 3 130 0 0 0 0 0 0 0 0 11179510458415
259 1 130 0 0 0 0 0 0 0 0 0 0 11179510505839
260 0 0 0 0 0 0 0 0 0 0 0 0 11179510553680
261 0 0 3 130 0 0 0 0 0 0 0 0 11179510606793
262 1 130 0 0 0 0 0 0 0 0 0 0 11179510660975
263 0 0 3 130 0 0 0 0 0 0 0 0 11179510755273
264 1 130 0 0 0 0 0 0 0 0 0 0 11179510806236
265 0 0 3 130 0 0 0 0 0 0 0 0 11179510888915
266 1 130 0 0 0 0 0 0 0 0 0 0 11179510936871
267 0 0 0 0 0 0 0 0 0 0 0 0 11179510984078
268 0 0 3 130 0 0 0 0 0 0 0 0 11179511037380
269 1 130 0 0 0 0 0 0 0 0 0 0 11179511085332
270 0 0 0 0 0 0 0 0 0 0 0 0 11179511132529
271 0 0 3 130 0 0 0 0 0 0 0 0 11179511186005
272 1 130 0 0 0 0 0 0 0 0 0 0 11179511233889
273 0 0 0 0 0 0 0 0 0 0 0 0 11179511280850
274 0 0 3 130 0 0 0 0 0 0 0 0 11179511334476
275 1 130 0 0 0 0 0 0 0 0 0 0 11179511382369
276 0 0 0 0 0 0 0 0 0 0 0 0 11179511429335
277 0 0 3 130 0 0 0 0 0 0 0 0 11179511482951
278 1 130 0 0 0 0 0 0 0 0 0 0 11179511530883
279 0 0 0 0 0 0 0 0 0 0 0 0 11179511577998
280 0 0 3 130 0 0 0 0 0 0 0 0 11179511631291
281 1 130 0 0 0 0 0 0 0 0 0 0 11179511679281
282 0 0 0 0 0 0 0 0 0 0 0 0 11179511726435
283 0 0 3 130 0 0 0 0 0 0 0 0 11179511779911
284 1 130 0 0 0 0 0 0 0 0 0 0 11179511827795
285 0 0 0 0 0 0 0 0 0 0 0 0 11179511874789
286 0 0 3 130 0 0 0 0 0 0 0 0 11179511928405
287 1 130 0 0 0 0 0 0 0 0 0 0 11179511979218
288 0 0 3 130 0 0 0 0 0 0 0 0 11179512061873
289 1 130 0 0 0 0 0 0 0 0 0 0 11179512112918
290 0 0 3 130 0 0 0 0 0 0 0 0 11179512195500
291 1 130 0 0 0 0 0 0 0 0 0 0 11179512243539
292 0 0 0 0 0 0 0 0 0 0 0 0 11179512290693
293 0 0 3 130 0 0 0 0 0 0 0 0 11179512344009
294 1 130 0 0 0 0 0 0 0 0 0 0 11179512392009
295 0 0 3 130 0 0 0 0 0 0 0 0 11179512480594
296 1 130 0 0 0 0 0 0 0 0 0 0 11179512528580
297 0 0 3 130 0 0 0 0 0 0 0 0 11179512614212
298 1 130 0 0 0 0 0 0 0 0 0 0 11179512662168
299 0 0 3 130 156404974415 355580657013 361817987222 176951396 4689833687 0 9913684722570 698726801 11179512747849
300 1 130 0 0 0 0 0 0 0 0 0 0 11179512804756
301 0 0 3 130 0 0 0 0 0 0 0 0 11179512887416
302 1 130 0 0 0 0 0 0 0 0 0 0 11179512935421
303 0 0 3 130 0 0 0 0 0 0 0 0 11179513018085
304 1 130 0 0 0 0 0 0 0 0 0 0 11179513066191
305 0 0 0 0 0 0 0 0 0 0 0 0 11179513113099
306 0 0 3 130 0 0 0 0 0 0 0 0 11179513166715
307 1 130 0 0 0 0 0 0 0 0 0 0 11179513214599
308 0 0 3 130 0 0 0 0 0 0 0 0 11179513297220
309 1 130 0 0 0 0 0 0 0 0 0 0 11179513345258
310 0 0 0 0 0 0 0 0 0 0 0 0 11179513398478
311 0 0 3 130 0 0 0 0 0 0 0 0 11179513445729
312 1 130 0 0 0 0 0 0 0 0 0 0 11179513499809
313 0 0 3 130 0 0 0 0 0 0 0 0 11179513617979
314 1 130 0 0 0 0 0 0 0 0 0 0 11179513668990
315 0 0 3 130 0 0 0 0 0 0 0 0 11179513757522
316 1 130 0 0 0 0 0 0 0 0 0 0 11179513805551
317 0 0 0 0 0 0 0 0 0 0 0 0 11179513852671
318 0 0 3 130 0 0 0 0 0 0 0 0 11179513906123
319 1 130 0 0 0 0 0 0 0 0 0 0 11179513954041
320 0 0 0 0 0 0 0 0 0 0 0 0 11179514001185
321 0 0 3 130 0 0 0 0 0 0 0 0 11179514054482
322 1 130 0 0 0 0 0 0 0 0 0 0 11179514105493
323 0 0 3 130 0 0 0 0 0 0 0 0 11179514185132
324 1 130 0 0 0 0 0 0 0 0 0 0 11179514236090
325 0 0 0 0 0 0 0 0 0 0 0 0 11179514283128
326 0 0 3 130 0 0 0 0 0 0 0 0 11179514336749
327 1 130 0 0 0 0 0 0 0 0 0 0 11179514384686
328 0 0 0 0 0 0 0 0 0 0 0 0 11179514431772
329 0 0 3 130 0 0 0 0 0 0 0 0 11179514485065
330 1 130 0 0 0 0 0 0 0 0 0 0 11179514533045
331 0 0 0 0 0 0 0 0 0 0 0 0 11179514580228
332 0 0 3 130 0 0 0 0 0 0 0 0 11179514633685
333 1 130 0 0 0 0 0 0 0 0 0 0 11179514681530
334 0 0 0 0 0 0 0 0 0 0 0 0 11179514728549
335 0 0 3 130 0 0 0 0 0 0 0 0 11179514782165
336 1 130 0 0 0 0 0 0 0 0 0 0 11179514830107
337 0 0 0 0 0 0 0 0 0 0 0 0 11179514877048
338 0 0 3 130 0 0 0 0 0 0 0 0 11179514930664
339 1 130 0 0 0 0 0 0 0 0 0 0 11179514978587
340 0 0 0 0 0 0 0 0 0 0 0 0 11179515025649
341 0 0 3 130 0 0 0 0 0 0 0 0 11179515079125
342 1 130 0 0 0 0 0 0 0 0 0 0 11179515129938
343 0 0 3 130 0 0 0 0 0 0 0 0 11179515209644
344 1 130 0 0 0 0 0 0 0 0 0 0 11179515257610
345 0 0 3 130 0 0 0 0 0 0 0 0 11179515343276
346 1 130 0 0 0 0 0 0 0 0 0 0 11179515391281
347 0 0 3 130 0 0 0 0 0 0 0 0 11179515473926
348 1 130 0 0 0 0 0 0 0 0 0 0 11179515521911
349 0 0 0 0 0 0 0 0 0 0 0 0 11179515569123
350 0 0 3 130 0 0 0 0 0 0 0 0 11179515622416
351 1 130 0 0 156405428384 355581486840 361819190461 176952089 4689833687 0 9913684722570 698729747 11179515670440
352 0 0 0 0 0 0 0 0 0 0 0 0 11179515717565
353 0 0 3 130 0 0 0 0 0 0 0 0 11179515771041
354 1 130 0 0 0 0 0 0 0 0 0 0 11179515818871
355 0 0 0 0 0 0 0 0 0 0 0 0 11179515865919
356 0 0 3 130 0 0 0 0 0 0 0 0 11179515919530
357 1 130 0 0 0 0 0 0 0 0 0 0 11179515967337
358 0 0 0 0 0 0 0 0 0 0 0 0 11179516014380
359 0 0 3 130 0 0 0 0 0 0 0 0 11179516068020
360 1 130 0 0 0 0 0 0 0 0 0 0 11179516115812
361 0 0 0 0 0 0 0 0 0 0 0 0 11179516163034
362 0 0 3 130 0 0 0 0 0 0 0 0 11179516216331
363 1 130 0 0 0 0 0 0 0 0 0 0 11179516264287
364 0 0 0 0 0 0 0 0 0 0 0 0 11179516311436
365 0 0 3 130 0 0 0 0 0 0 0 0 11179516364816
366 1 130 0 0 0 0 0 0 0 0 0 0 11179516418910
367 0 0 3 130 0 0 0 0 0 0 0 0 11179516522223
368 1 130 0 0 0 0 0 0 0 0 0 0 11179516573205
369 0 0 3 130 0 0 0 0 0 0 0 0 11179516658808
370 1 130 0 0 0 0 0 0 0 0 0 0 11179516706755
371 0 0 0 0 0 0 0 0 0 0 0 0 11179516753967
372 0 0 3 130 0 0 0 0 0 0 0 0 11179516807428
373 1 130 0 0 0 0 0 0 0 0 0 0 11179516855264
374 0 0 0 0 0 0 0 0 0 0 0 0 11179516902437
375 0 0 3 130 0 0 0 0 0 0 0 0 11179516955889
376 1 130 0 0 0 0 0 0 0 0 0 0 11179517003802
377 0 0 3 130 0 0 0 0 0 0 0 0 11179517092358
378 1 130 0 0 0 0 0 0 0 0 0 0 11179517140334
379 0 0 0 0 0 0 0 0 0 0 0 0 11179517187391
380 0 0 3 130 0 0 0 0 0 0 0 0 11179517240988
381 1 130 0 0 0 0 0 0 0 0 0 0 11179517288804
382 0 0 0 0 0 0 0 0 0 0 0 0 11179517336011
383 0 0 3 130 0 0 0 0 0 0 0 0 11179517389463
384 1 130 0 0 0 0 0 0 0 0 0 0 11179517437318
385 0 0 0 0 0 0 0 0 0 0 0 0 11179517484501
386 0 0 3 130 0 0 0 0 0 0 0 0 11179517537861
387 1 130 0 0 0 0 0 0 0 0 0 0 11179517585851
388 0 0 0 0 0 0 0 0 0 0 0 0 11179517632802
389 0 0 3 130 0 0 0 0 0 0 0 0 11179517686404
390 1 130 0 0 0 0 0 0 0 0 0 0 11179517734278
391 0 0 0 0 0 0 0 0 0 0 0 0 11179517781292
392 0 0 3 130 0 0 0 0 0 0 0 0 11179517834898
393 1 130 0 0 0 0 0 0 0 0 0 0 11179517882753
394 0 0 0 0 0 0 0 0 0 0 0 0 11179517929926
395 0 0 3 130 0 0 0 0 0 0 0 0 11179517983393
396 1 130 0 0 0 0 0 0 0 0 0 0 11179518031228
397 0 0 0 0 0 0 0 0 0 0 0 0 11179518078382
398 0 0 3 130 0 0 0 0 0 0 0 0 11179518131863
399 1 130 0 0 0 0 0 0 0 0 0 0 11179518179742
400 0 0 0 0 0 0 0 0 0 0 0 0 11179518226732
401 0 0 3 130 0 0 0 0 0 0 0 0 11179518280333
402 1 130 0 0 0 0 0 0 0 0 0 0 11179518328246
403 0 0 0 0 0 0 0 0 0 0 0 0 11179518375202
404 0 0 3 130 0 0 0 0 0 0 0 0 11179518428799
405 1 130 0 0 0 0 0 0 0 0 0 0 11179518476654
406 0 0 0 0 0 0 0 0 0 0 0 0 11179518523846
407 0 0 3 130 156405862969 355582300642 361820370297 176952720 4689833687 0 9913684722570 698731218 11179518577148
408 1 130 0 0 0 0 0 0 0 0 0 0 11179518634037
409 0 0 3 130 0 0 0 0 0 0 0 0 11179518713753
410 1 130 0 0 0 0 0 0 0 0 0 0 11179518761714
411 0 0 0 0 0 0 0 0 0 0 0 0 11179518808776
412 0 0 3 130 0 0 0 0 0 0 0 0 11179518862373
413 1 130 0 0 0 0 0 0 0 0 0 0 11179518910223
414 0 0 0 0 0 0 0 0 0 0 0 0 11179518957242
415 0 0 3 130 0 0 0 0 0 0 0 0 11179519010848
416 1 130 0 0 0 0 0 0 0 0 0 0 11179519058732
417 0 0 0 0 0 0 0 0 0 0 0 0 11179519105905
418 0 0 3 130 0 0 0 0 0 0 0 0 11179519159198
419 1 130 0 0 0 0 0 0 0 0 0 0 11179519206680
420 0 0 0 0 0 0 0 0 0 0 0 0 11179519254260
421 0 0 3 130 0 0 0 0 0 0 0 0 11179519307663
422 1 130 0 0 0 0 0 0 0 0 0 0 11179519361753
423 0 0 3 130 0 0 0 0 0 0 0 0 11179519453214
424 1 130 0 0 0 0 0 0 0 0 0 0 11179519501137
425 0 0 0 0 0 0 0 0 0 0 0 0 11179519548218
426 0 0 3 130 0 0 0 0 0 0 0 0 11179519601825
427 1 130 0 0 0 0 0 0 0 0 0 0 11179519649655
428 0 0 0 0 0 0 0 0 0 0 0 0 11179519696838
429 0 0 3 130 0 0 0 0 0 0 0 0 11179519750305
430 1 130 0 0 0 0 0 0 0 0 0 0 11179519798140
431 0 0 0 0 0 0 0 0 0 0 0 0 11179519845294
432 0 0 3 130 0 0 0 0 0 0 0 0 11179519898775
433 1 130 0 0 0 0 0 0 0 0 0 0 11179519946615
