fname,instructions_1,instructions_10,instructions_25,instructions_50,instructions_75,instructions_90,instructions_99,cycles_1,cycles_10,cycles_25,cycles_50,cycles_75,cycles_90,cycles_99,ref_cycles_1,ref_cycles_10,ref_cycles_25,ref_cycles_50,ref_cycles_75,ref_cycles_90,ref_cycles_99,llc_miss_1,llc_miss_10,llc_miss_25,llc_miss_50,llc_miss_75,llc_miss_90,llc_miss_99,c1_1,c1_10,c1_25,c1_50,c1_75,c1_90,c1_99,c1e_1,c1e_10,c1e_25,c1e_50,c1e_75,c1e_90,c1e_99,c3_1,c3_10,c3_25,c3_50,c3_75,c3_90,c3_99,c6_1,c6_10,c6_25,c6_50,c6_75,c6_90,c6_99,c7_1,c7_10,c7_25,c7_50,c7_75,c7_90,c7_99,joules_1,joules_10,joules_25,joules_50,joules_75,joules_90,joules_99,rx_desc_1,rx_desc_10,rx_desc_25,rx_desc_50,rx_desc_75,rx_desc_90,rx_desc_99,rx_bytes_1,rx_bytes_10,rx_bytes_25,rx_bytes_50,rx_bytes_75,rx_bytes_90,rx_bytes_99,tx_desc_1,tx_desc_10,tx_desc_25,tx_desc_50,tx_desc_75,tx_desc_90,tx_desc_99,tx_bytes_1,tx_bytes_10,tx_bytes_25,tx_bytes_50,tx_bytes_75,tx_bytes_90,tx_bytes_99,joules_per_interrupt,time_per_interrupt,read_avg,read_std,read_min,read_5th,read_10th,read_50th,read_90th,read_95th,read_99th,sys,itr,dvfs,rapl,core,exp
data/qps_200000//linux.mcd.dmesg.0_7_2_0xf00_135_200000,191958.2,260155.0,302056.0,349680.0,401128.0,454632.0,615294.6000000004,424295.2,571822.0,660038.0,758309.0,858210.0,946656.0,1094248.8000000007,820247.6,1105509.0,1276029.0,1466008.0,1659264.0,1830190.0,2115538.4000000013,497.0,716.0,854.0,1016.0,1190.0,1365.0,1799.4000000000017,0.0,3.0,6.0,9.0,13.0,16.0,22.0,0.0,0.0,2.0,4.0,7.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,0.029085560000567,0.0297112200005358,0.0300927199996294,0.0305352599998514,0.0310388400002921,0.0315729399999327,0.0616809199995259,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,120.0,141.0,615.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,96.0,192.0,1086.0,0.0008169929668216,2.6855243623755622e-05,63.6,12.8,41.1,50.6,51.8,59.8,79.3,87.7,109.4,linux,2,3840,135,7,0
data/qps_200000//linux.mcd.dmesg.0_3_400_0x1b00_135_200000,175800.25,240230.5,277492.25,321535.5,375745.75,470413.5,729489.3000000002,384196.15,503826.0,575189.75,659149.5,755479.0,855992.0,1147574.1,474216.7,611566.5,698088.0,804170.0,927615.75,1062502.0,1405885.200000001,432.0,607.0,716.0,853.0,1023.0,1246.5,1877.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,3.0,6.0,8.0,12.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,6.0,8.0,0.0392792399998143,0.0420413000001644,0.0436283400003958,0.0455816200001208,0.0484924649995264,0.0899424399999588,0.0947951199996168,1.0,2.0,4.0,5.0,7.0,9.0,13.0,111.76999999999998,310.0,503.0,763.0,1139.0,1637.0,3354.0,0.0,3.0,9.0,15.0,20.0,24.0,35.0,0.0,180.0,489.0,931.0,1558.0,2415.0,5235.0,0.0183409674953587,0.0004125517187083,270.2,116.3,37.4,87.6,111.2,270.6,426.4,447.0,485.4,linux,400,6912,135,3,0
data/qps_200000//linux.mcd.dmesg.0_0_10_0x1300_135_200000,203095.0,278094.0,322133.0,374956.0,432399.0,499266.0,673878.0,428014.0,585629.0,676140.0,782200.0,889808.0,991623.0,1176526.0,653283.0,893780.0,1031994.0,1193872.0,1358128.0,1513510.0,1795738.0,377.0,548.0,657.0,792.0,943.0,1105.0,1575.0,4.0,12.0,18.0,23.0,28.0,32.0,38.0,0.0,0.0,0.0,2.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0341976600002453,0.0349759199998516,0.0354337199996734,0.035983080000733,0.036547700000483,0.0371886200000517,0.072958060000019,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,66.0,127.0,176.0,740.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,99.0,271.0,1225.0,0.0013484354472321,3.761819204508929e-05,58.5,7.9,41.1,50.2,50.9,56.9,68.9,73.8,86.0,linux,10,4864,135,0,0
data/qps_200000//linux.mcd.dmesg.0_11_10_0x1300_135_200000,199389.44,272315.7,318153.75,369739.0,425197.25,481269.70000000007,628318.8,434496.83,592915.2000000001,690037.75,796735.5,908585.75,1010579.7,1189708.97,663158.95,904945.0,1053193.0,1216115.0,1386787.25,1542423.0,1815793.24,433.0,623.0,746.0,898.0,1064.0,1234.0,1685.6699999999985,4.0,12.0,17.0,23.0,27.0,31.0,37.0,0.0,0.0,0.0,1.0,4.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,9.0,0.0343502599990733,0.0350522199987608,0.0354947599998922,0.0359983400003329,0.0365629600000829,0.0372191400001611,0.072956381400063,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,66.0,127.0,179.0,743.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,99.0,274.0,1235.0,0.0013326841345866,3.7144445848689045e-05,58.5,7.9,41.1,50.2,50.9,56.9,68.9,73.8,86.0,linux,10,4864,135,11,0
data/qps_200000//linux.mcd.dmesg.0_12_10_0x1700_135_200000,203170.0,279691.6,327674.0,385048.0,447414.0,521629.20000000007,707845.5999999993,432747.92,596942.8,694360.0,809296.0,925690.0,1035222.6,1252051.8799999997,545639.64,752729.8,875539.0,1020481.0,1167279.0,1305377.0,1578766.9599999995,389.0,564.0,678.0,817.0,980.0,1147.0,1605.0,3.0,13.0,19.0,25.0,30.0,34.0,41.0,0.0,0.0,0.0,2.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,0.0401032800000393,0.0410188800015021,0.0415529799938667,0.0421939000007114,0.0428500799971516,0.0436588599986862,0.0854706496046856,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,66.0,127.0,174.0,741.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,99.0,273.0,1305.0,0.001585473012694,3.7721910121883545e-05,53.9,5.9,37.4,46.3,47.5,53.1,61.6,65.4,74.6,linux,10,5888,135,12,0
data/qps_200000//linux.mcd.dmesg.0_0_50_0x1300_135_200000,181416.1,252688.0,292153.75,337973.0,385455.0,434939.5,596990.4999999987,374538.2,526883.5,608184.0,699600.5,794362.25,879576.0,1031901.35,571917.7,804590.5,928630.75,1068345.5,1212874.25,1343077.0,1574968.2499999998,361.0,536.0,645.0,779.0,933.0,1107.0,1611.0,0.0,3.0,6.0,10.0,14.0,19.0,25.0,1.0,4.0,7.0,10.0,12.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0334957000013673,0.0342358099987905,0.0346859800010861,0.0352353400012361,0.0358152200024051,0.0364561399983358,0.0716281509980035,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,121.0,183.0,315.0,1076.0,0.0,0.0,0.0,3.0,3.0,6.0,9.0,0.0,0.0,0.0,90.0,195.0,482.0,1794.0,0.0021759157857791,6.2010461706385e-05,75.5,16.5,41.1,52.0,54.6,74.6,98.9,104.0,113.7,linux,50,4864,135,0,0
data/qps_200000//linux.mcd.dmesg.0_5_200_0xf00_135_200000,156663.13,213244.4,246351.5,286393.5,331782.75,387741.90000000014,585732.7000000003,337553.76,440048.5,501894.0,572824.5,649304.0,724509.9,881556.1200000001,659593.98,861708.9,981969.0,1120545.5,1267539.25,1411456.1,1712991.4300000006,371.71,525.0,628.0,750.0,893.0,1053.0,1475.5800000000015,0.0,0.0,0.0,0.0,2.0,4.0,8.0,0.0,1.0,3.0,5.0,8.0,9.0,12.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,7.0,0.0271780600000965,0.0281699600000138,0.0286124999997809,0.0291008199997122,0.0295738799995888,0.0300164199998107,0.0588883400000668,0.0,1.0,2.0,3.0,4.0,5.0,8.0,0.0,119.0,229.0,378.0,607.0,928.0,2261.5399999999936,0.0,0.0,3.0,6.0,12.0,15.0,21.0,0.0,0.0,182.0,401.0,812.0,1409.0,3487.0,0.0059396698742906,0.0002052361137022,173.9,57.2,45.3,81.2,95.4,175.4,249.2,265.0,289.4,linux,200,3840,135,5,0
data/qps_200000//linux.mcd.dmesg.0_11_2_0xf00_135_200000,188080.4,260311.0,301564.0,350920.0,402891.0,454720.0,621382.0000000007,409829.8,568659.0,655483.0,754432.0,855243.0,942327.0,1103588.200000001,792280.0,1099419.0,1267271.0,1458555.0,1653493.0,1821809.0,2133582.200000001,476.6,702.0,837.0,1000.0,1175.0,1344.0,1769.0000000000073,0.0,3.0,6.0,9.0,13.0,16.0,22.0,0.0,0.0,2.0,4.0,7.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,0.029100820000167,0.0297112200005358,0.0300774600000295,0.0305352599998514,0.0310388400002921,0.0315881999995326,0.0618029999995997,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,120.0,141.0,614.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,96.0,190.0,1083.0,0.0008208064008266,2.697952678851333e-05,63.6,12.8,41.1,50.6,51.8,59.8,79.3,87.7,109.4,linux,2,3840,135,11,0
data/qps_200000//linux.mcd.dmesg.0_9_10_0x1700_135_200000,191810.6,269580.0,317364.0,372104.0,430172.0,489141.0,655767.0,421111.6,592500.0,693457.0,809673.0,929659.0,1039630.0,1263066.6,530961.0,747127.0,874379.0,1020974.0,1172267.0,1310887.0,1592604.6,440.0,635.0,766.0,923.0,1099.0,1282.0,1868.0,4.0,13.0,18.0,24.0,29.0,33.0,40.0,0.0,0.0,0.0,2.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,0.0403474400009145,0.0412477799982298,0.0417818800051463,0.0424380600015865,0.043140020003193,0.0440250999963609,0.0861274400012916,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,66.0,127.0,178.0,741.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,99.0,273.0,1296.439999999944,0.001562476551998,3.694386954916065e-05,53.9,5.9,37.4,46.3,47.5,53.1,61.6,65.4,74.6,linux,10,5888,135,9,0
data/qps_200000//linux.mcd.dmesg.0_11_30_0x1100_135_200000,187548.36,262368.2,303627.0,352200.0,401419.0,450641.2,611569.9199999999,408684.64,564849.2,654770.0,755675.0,855077.0,944044.0,1103147.64,697209.88,963617.8,1117051.0,1289108.0,1458729.0,1610451.2,1881841.32,412.52,597.0,721.0,863.0,1020.0,1181.0,1672.0,4.0,11.0,15.0,19.0,23.0,26.0,31.0,0.0,0.0,0.0,2.0,5.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0315729399953852,0.0322596400001202,0.0326411399946664,0.0330836799985263,0.033587259997148,0.0341213600040646,0.0669303600006969,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,111.0,135.0,249.0,893.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,90.0,112.0,356.0,1458.0,0.0015390452604035,4.6684210735650287e-05,66.9,11.5,41.1,51.8,54.1,64.8,82.3,87.4,101.3,linux,30,4352,135,11,0
data/qps_200000//linux.mcd.dmesg.0_2_50_0x1500_135_200000,187061.88,256587.6,296656.0,342137.0,390537.5,438314.2000000001,580475.3799999998,396475.86,541716.2,624783.5,717312.0,813610.0,901274.4000000004,1067908.4599999995,548008.9400000001,749371.6,863910.0,991626.0,1124083.5,1245178.8000000005,1475055.4199999997,404.0,582.0,694.0,828.0,987.0,1156.0,1588.9199999999985,0.0,3.0,6.0,10.0,15.0,19.0,26.0,1.0,5.0,8.0,10.0,13.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.036532439997245,0.0373717399997985,0.0378600599979108,0.0384399399990798,0.0390350800007581,0.0397217799982172,0.0780466596024052,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,121.0,186.0,318.0,1067.0,0.0,0.0,0.0,3.0,3.0,6.0,9.0,0.0,0.0,0.0,90.0,195.0,485.0,1767.0,0.0023574612940245,6.159573633415712e-05,72.4,16.3,41.1,50.3,52.0,71.5,95.3,100.6,107.4,linux,50,5376,135,2,0
data/qps_200000//linux.mcd.dmesg.0_8_400_0x1500_135_200000,177421.52000000002,237803.8,274690.0,318280.0,366394.0,420658.2,675962.92,376221.52,482907.4,551320.0,630740.0,718050.0,804728.3999999999,1046400.7200000002,556924.12,727534.6000000001,834765.0,959494.0,1090284.0,1217344.6,1555041.4800000002,407.0,566.0,669.0,800.0,956.0,1135.0,1880.3600000000008,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,3.0,5.0,8.0,12.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,8.0,0.032045999998445,0.0333888799996202,0.0343044800010829,0.0354337200005829,0.0374938200002361,0.0702265199997782,0.0734769000009691,1.0,3.0,4.0,5.0,7.0,9.0,13.0,115.0,324.0,514.0,780.0,1173.0,1673.0,3401.779999999999,0.0,6.0,9.0,15.0,21.0,25.0,35.0,0.0,270.0,531.0,966.0,1616.0,2473.900000000001,5111.779999999999,0.0145263058757722,0.0004173926730335,277.2,115.2,41.1,94.4,117.3,280.1,430.6,454.5,487.4,linux,400,5376,135,8,0
data/qps_200000//linux.mcd.dmesg.0_0_200_0x1500_135_200000,158323.27000000002,213572.4,246343.25,285657.5,327941.5,372362.40000000014,542467.47,343439.56999999995,449480.6,512430.75,586419.0,666681.25,743511.2,915519.4700000004,510619.24,657311.1000000001,750795.5,858197.0,972428.0,1083579.2000000004,1314978.3200000003,332.0,486.0,584.0,708.0,848.0,1015.0,1481.1100000000006,0.0,0.0,0.0,0.0,2.0,4.0,8.0,0.0,2.0,3.0,6.0,8.0,11.0,13.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,8.0,0.0331905000020924,0.0346859800010861,0.035571059997892,0.0364714000024832,0.0373259599982702,0.0381194799992954,0.0741500186016128,0.0,1.0,2.0,3.0,4.0,5.0,8.0,0.0,119.0,236.0,383.0,618.0,939.0,2278.970000000001,0.0,3.0,3.0,6.0,12.0,15.0,21.0,0.0,90.0,187.0,412.0,825.0,1425.0,3438.0,0.0074265335420085,0.0002051110350349,164.3,58.2,41.1,71.7,83.8,165.9,241.7,252.9,275.6,linux,200,5376,135,0,0
data/qps_200000//linux.mcd.dmesg.0_15_250_0xf00_135_200000,153522.04,207314.4,241223.5,280313.0,326741.5,387837.8000000001,583354.76,320747.56,422486.6,482507.5,551247.0,626646.0,700482.0000000002,859309.74,631918.7,826952.4,945124.5,1078713.0,1225917.0,1367471.8,1679281.5400000005,355.0,512.0,611.0,739.0,891.0,1069.0,1525.6800000000003,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,1.0,2.0,4.0,6.0,8.0,11.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,7.0,0.0270507915984489,0.0279563199983385,0.0284141199990699,0.0289024400008202,0.029375500002061,0.0298485599996638,0.0586035884016018,0.0,1.0,2.0,3.0,5.0,6.0,10.0,0.0,133.0,269.0,478.0,737.0,1115.0,2552.0,0.0,3.0,6.0,9.0,12.0,18.0,24.0,0.0,90.0,236.0,532.0,1001.0,1685.0,3913.9800000000105,0.0073672358434036,0.0002562839532266,202.8,71.6,45.3,88.9,105.6,203.9,297.8,315.8,339.3,linux,250,3840,135,15,0
data/qps_200000//linux.mcd.dmesg.0_0_50_0x1b00_135_200000,188851.43,258316.2,300369.25,346914.5,396180.5,444518.00000000006,555827.4799999997,405999.53,551136.6,640050.0,737106.5,838729.75,934821.5000000002,1114099.23,441624.18000000005,600213.0,695514.25,799414.0,907685.5,1011082.1,1198686.2899999998,398.0,578.0,693.0,829.0,986.0,1148.0,1608.0,0.0,2.0,5.0,9.0,14.0,19.0,27.0,2.0,7.0,10.0,12.0,15.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0459173400013241,0.0472907399998803,0.0480079599983582,0.048786219998874,0.0495644799993897,0.0503885200014337,0.0989153199989232,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,122.0,190.0,325.0,1092.0,0.0,0.0,0.0,3.0,3.0,6.0,9.0,0.0,0.0,0.0,90.0,196.0,490.0,1804.0,0.0029750989702451,6.130405817886118e-05,68.4,16.2,37.4,46.5,48.3,66.8,91.5,95.5,104.9,linux,50,6912,135,0,0
data/qps_200000//linux.mcd.dmesg.0_14_100_0x1100_135_200000,178129.28,237173.6,271745.0,310682.0,352008.0,394383.0,550709.3599999999,375370.28,493275.2,560145.0,635477.0,713642.0,787787.8000000002,927830.6,651324.92,849978.4,964395.0,1094083.0,1224786.0,1351701.6,1586312.7599999998,374.68,535.0,633.0,753.0,893.0,1047.2000000000007,1584.0,0.0,0.0,1.0,3.0,6.0,9.0,15.0,2.0,5.0,7.0,9.0,11.0,13.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,7.0,0.0303063600003952,0.0312219600000389,0.0315882000013516,0.0320154800010641,0.0325037999991764,0.0330531599993264,0.0648397400000249,0.0,0.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,113.0,169.0,317.0,524.0,1494.5199999999895,0.0,0.0,3.0,3.0,6.0,9.0,14.0,0.0,0.0,90.0,171.0,391.0,802.0,2453.519999999989,0.0033706537063868,0.0001056809158559,109.7,30.5,45.3,60.8,68.0,109.8,150.6,156.1,171.4,linux,100,4352,135,14,0
data/qps_200000//linux.mcd.dmesg.0_8_20_0x1b00_135_200000,200335.1,280579.4,327239.25,382775.5,444040.5,510709.6,684022.7,431982.97,603734.0,704045.5,816598.5,936808.75,1049888.9,1249858.6,463936.49,648393.6,756146.0,877018.0,1006184.0,1127586.7,1342345.0399999998,398.0,581.0,700.0,841.0,999.0,1170.0,1634.0,2.0,14.0,20.0,26.0,31.0,35.0,42.0,0.0,0.0,0.0,2.0,5.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.047168660000425,0.0482521200028713,0.048923559999821,0.0496560399988084,0.0504190400024526,0.0512430800008587,0.1004524597993076,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,66.0,130.0,201.0,802.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,105.0,306.0,1324.0,0.0020422226205124,4.1305210654456144e-05,52.9,6.4,34.0,44.9,45.9,51.9,62.4,65.3,72.3,linux,20,6912,135,8,0
data/qps_200000//linux.mcd.dmesg.0_6_100_0x1900_135_200000,174484.2,235054.0,270865.0,312252.0,357507.0,403177.0,564515.4000000015,387307.6,508372.0,578123.0,660020.0,749851.0,839416.0,1020259.4000000012,490094.2,640001.0,727407.0,828153.0,933655.0,1035764.0,1223266.4,386.6,541.0,644.0,768.0,909.0,1064.0,1456.4000000000017,0.0,0.0,0.0,2.0,4.0,8.0,15.0,2.0,6.0,7.0,10.0,12.0,14.0,17.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,7.0,0.0393860600015614,0.0415682400052901,0.0426669599983142,0.0438267199933761,0.0448033599968766,0.045673180000449,0.0893167799978982,0.0,0.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,115.0,182.0,329.0,538.0,1544.0,0.0,0.0,3.0,3.0,6.0,9.0,15.0,0.0,0.0,90.0,164.0,392.0,811.0,2455.0,0.0045854912111622,0.0001056585796508,101.6,30.9,37.4,53.2,59.2,101.9,142.1,151.6,170.1,linux,100,6400,135,6,0
data/qps_200000//linux.mcd.dmesg.0_0_100_0x1900_135_200000,171991.16,233849.2,270636.0,312595.0,356788.0,401796.6,536915.36,382470.44,501307.0,572329.0,654293.0,742638.0,829787.7999999998,1005579.2799999996,484113.24,631074.8,719055.0,819917.0,925187.0,1023624.6,1208994.92,368.0,529.0,636.0,762.0,905.0,1064.0,1462.0,0.0,0.0,0.0,2.0,5.0,8.0,15.0,3.0,6.0,8.0,10.0,12.0,14.0,17.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0393555400005425,0.0415835000021616,0.0426669599983142,0.0438267200006521,0.0448186200010241,0.0456884399973205,0.0891867647998151,0.0,0.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,115.0,181.0,325.0,532.0,1537.7000000000116,0.0,0.0,3.0,3.0,6.0,9.0,15.0,0.0,0.0,90.0,172.0,396.0,811.0,2463.4000000000237,0.0045864696866792,0.0001056847962339,101.6,30.9,37.4,53.2,59.2,101.9,142.1,151.6,170.1,linux,100,6400,135,0,0
data/qps_200000//linux.mcd.dmesg.0_6_50_0x1100_135_200000,180792.92,248127.8,288757.25,333515.5,380530.25,429164.00000000006,596213.8600000002,384335.13,523807.3,606166.75,695356.0,787360.5,870158.9000000001,1020504.77,655664.19,893637.9,1034147.25,1186448.0,1343265.5,1484539.0,1740941.05,373.0,535.0,639.75,766.0,904.0,1050.0,1488.5800000000015,1.0,4.0,6.0,10.0,14.0,18.0,24.0,0.0,3.0,6.0,9.0,11.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0307946800021454,0.0314661199990951,0.0318628800014266,0.0323359399990295,0.032870040002308,0.0334804399972199,0.0656943000005048,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,121.0,184.0,316.0,1083.0,0.0,0.0,0.0,3.0,3.0,6.0,9.0,0.0,0.0,0.0,90.0,195.0,477.0,1761.5499999999884,0.0020076370874851,6.231320971083481e-05,77.8,16.8,41.1,54.5,56.5,76.9,101.6,105.7,116.1,linux,50,4352,135,6,0
data/qps_200000//linux.mcd.dmesg.0_6_250_0x1100_135_200000,150255.78999999998,204045.2,236156.75,275159.5,316823.0,361757.0,545256.6699999998,319205.4,422850.6,483056.75,552378.0,625790.25,698237.8999999999,872016.1099999992,562933.5,741153.0,845466.0,967295.0,1095185.0,1217660.7,1509206.69,316.77,462.0,560.0,678.0,812.0,964.0,1444.2299999999996,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,1.0,2.0,4.0,6.0,8.0,11.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,7.0,0.0287345799952163,0.029787520004902,0.0303063600003952,0.0309320200030924,0.0315424200016423,0.0321375600033206,0.0628594497985614,0.0,1.0,2.0,3.0,5.0,6.0,9.0,0.0,134.0,273.0,482.0,735.0,1114.0,2588.119999999996,0.0,3.0,6.0,9.0,12.0,18.0,24.0,0.0,96.0,268.0,543.0,1011.0,1675.0,3910.0,0.0078807543820512,0.0002561086189509,198.3,71.8,45.3,83.5,99.4,200.1,294.0,309.3,333.5,linux,250,4352,135,6,0
data/qps_200000//linux.mcd.dmesg.0_3_350_0xf00_135_200000,151836.03999999998,205972.8,240311.0,281316.0,327397.0,385407.8,593875.0000000002,320737.38,414075.2,474686.5,546550.0,623537.5,702491.5999999999,867272.58,628279.78,813716.8,930247.5,1071434.0,1219406.5,1371972.6,1692244.54,371.82,524.0,627.0,756.0,911.0,1085.0,1570.3600000000006,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,3.0,5.0,7.0,10.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,7.0,0.026641213196417,0.027559559996007,0.0280326200008858,0.0285667200005264,0.0291313400011858,0.0298638199965353,0.0583237199984432,1.0,2.0,3.0,5.0,6.0,8.0,12.0,66.0,260.0,435.0,675.0,1017.0,1493.0,3222.0899999999965,0.0,3.0,9.0,12.0,18.0,23.0,32.0,0.0,186.0,421.0,816.0,1406.75,2218.0,4888.059999999998,0.0101786108935803,0.0003584273663963,260.2,100.5,45.3,100.6,122.0,263.1,392.8,414.9,444.0,linux,350,3840,135,3,0
data/qps_200000//linux.mcd.dmesg.0_5_300_0xf00_135_200000,187595.71,248072.2,285309.75,329327.0,379893.5,442905.3000000001,668174.46,395159.14,502141.0,567530.75,641807.5,723879.0,803511.0000000001,972193.2300000002,771698.7,983540.8,1111504.75,1256468.5,1415207.25,1570921.3,1890913.3900000004,442.73,616.0,731.0,874.0,1040.0,1234.0,1731.2700000000004,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,1.0,2.0,4.0,7.0,9.0,12.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,8.0,0.0268575999980384,0.0278037200005201,0.0283225599996512,0.0289024400008202,0.0298638200001732,0.057484419998218,0.0589798999972117,0.0,2.0,3.0,4.0,6.0,7.0,11.0,0.0,209.0,367.0,574.0,874.0,1306.0,2868.3099999999977,0.0,3.0,6.0,12.0,15.0,20.0,29.0,0.0,96.0,327.0,672.0,1203.0,1952.0,4460.0,0.0087713164361456,0.000307352418782,230.5,85.7,49.8,93.7,112.1,232.4,345.3,361.9,395.8,linux,300,3840,135,5,0
