fname,instructions_1,instructions_10,instructions_25,instructions_50,instructions_75,instructions_90,instructions_99,cycles_1,cycles_10,cycles_25,cycles_50,cycles_75,cycles_90,cycles_99,ref_cycles_1,ref_cycles_10,ref_cycles_25,ref_cycles_50,ref_cycles_75,ref_cycles_90,ref_cycles_99,llc_miss_1,llc_miss_10,llc_miss_25,llc_miss_50,llc_miss_75,llc_miss_90,llc_miss_99,c1_1,c1_10,c1_25,c1_50,c1_75,c1_90,c1_99,c1e_1,c1e_10,c1e_25,c1e_50,c1e_75,c1e_90,c1e_99,c3_1,c3_10,c3_25,c3_50,c3_75,c3_90,c3_99,c6_1,c6_10,c6_25,c6_50,c6_75,c6_90,c6_99,c7_1,c7_10,c7_25,c7_50,c7_75,c7_90,c7_99,joules_1,joules_10,joules_25,joules_50,joules_75,joules_90,joules_99,rx_desc_1,rx_desc_10,rx_desc_25,rx_desc_50,rx_desc_75,rx_desc_90,rx_desc_99,rx_bytes_1,rx_bytes_10,rx_bytes_25,rx_bytes_50,rx_bytes_75,rx_bytes_90,rx_bytes_99,tx_desc_1,tx_desc_10,tx_desc_25,tx_desc_50,tx_desc_75,tx_desc_90,tx_desc_99,tx_bytes_1,tx_bytes_10,tx_bytes_25,tx_bytes_50,tx_bytes_75,tx_bytes_90,tx_bytes_99,joules_per_interrupt,time_per_interrupt,read_avg,read_std,read_min,read_5th,read_10th,read_50th,read_90th,read_95th,read_99th,sys,itr,dvfs,rapl,core,exp
data/qps_200000//linux.mcd.dmesg.0_6_40_0xd00_135_200000,192187.0,256440.0,294305.5,336898.0,382633.5,433771.0,615227.0,408208.0,544462.0,621758.0,705326.0,788724.0,861984.0,988776.0,910672.5,1214549.0,1386997.5,1573424.0,1759502.5,1922961.0,2205725.5,373.0,545.0,653.0,782.0,932.0,1109.0,1658.0,1.0,6.0,10.0,13.0,16.0,19.0,23.0,0.0,0.0,2.0,4.0,7.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0267813000000387,0.0273459200002434,0.0276968999996825,0.0280784000005951,0.0284904199997981,0.0289176999995106,0.0567061600004308,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,116.0,142.0,268.0,988.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,90.0,155.0,402.0,1608.0,0.0014950357050492,5.345467651981467e-05,81.8,17.0,45.3,58.8,61.6,79.8,104.5,112.7,130.8,linux,40,3328,135,6,0
data/qps_200000//linux.mcd.dmesg.0_15_100_0xf00_135_200000,176528.86,237473.0,274205.5,316324.0,363732.0,421465.8000000001,620658.02,370204.22,489288.2,559067.5,637768.0,720980.5,796704.6000000001,944567.64,721502.6,951698.8,1085818.0,1236357.0,1395697.5,1542539.0,1826078.96,387.0,550.0,654.0,780.0,919.0,1066.0,1456.0600000000013,0.0,0.0,1.0,3.0,6.0,9.0,15.0,1.0,5.0,7.0,9.0,11.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0280936600029235,0.0288413999951444,0.029238160001114,0.0296654400008264,0.03006219999952,0.0305505200012703,0.0601243999991857,0.0,0.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,113.0,164.0,318.0,525.0,1491.9200000000128,0.0,0.0,0.0,3.0,6.0,9.0,15.0,0.0,0.0,0.0,164.0,388.0,798.2000000000116,2428.920000000013,0.0031305752099899,0.0001060952480324,112.3,30.6,45.3,62.6,70.3,112.6,152.6,161.0,176.2,linux,100,3840,135,15,0
data/qps_200000//linux.mcd.dmesg.0_4_300_0xd00_135_200000,185966.64,244890.8,280266.0,321132.0,367102.0,417544.8000000001,626280.2000000002,381827.4,483986.8000000001,546480.0,618609.0,697090.0,774973.2000000001,940140.2400000006,853403.8800000001,1085267.0,1224467.0,1386867.0,1561998.0,1734983.0,2105567.0400000005,406.0,564.0,668.0,804.0,962.0,1160.0,1738.9600000000046,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,2.0,4.0,6.0,9.0,12.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,8.0,0.0251899872015928,0.0260030399964307,0.0263998000009451,0.0268881200026953,0.0277579399989917,0.0535168200003681,0.0547834000026341,0.0,2.0,3.0,4.0,6.0,7.0,11.0,0.0,237.0,375.0,592.0,892.0,1344.5999999999983,3009.0599999999977,0.0,3.0,6.0,12.0,15.0,21.0,29.0,0.0,153.0,354.0,690.0,1228.0,1980.0,4334.479999999981,0.0081676668008295,0.0003072268810567,237.6,85.6,49.8,101.1,119.6,240.1,351.6,367.0,401.8,linux,300,3328,135,4,0
data/qps_200000//linux.mcd.dmesg.0_1_20_0x1700_135_200000,192835.27,273170.0,317648.25,369413.5,423457.25,477286.3,627520.9900000003,422747.68,598248.3,695961.0,807208.5,917314.0,1022873.4,1211223.9100000004,533080.9,754397.3,877590.75,1017784.0,1156715.75,1289775.0,1527240.6300000006,431.0,646.0,771.0,923.0,1091.0,1266.0,1771.130000000001,5.0,14.0,19.0,24.0,29.0,33.0,38.0,0.0,0.0,0.0,2.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0403016600000682,0.0412019999999984,0.041720840000039,0.0423617599999488,0.0430484600000227,0.043811460000029,0.0858527599999661,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,66.0,130.0,203.0,807.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,105.0,302.0,1332.0,0.0017043776995603,4.038766047907809e-05,55.9,7.0,37.4,46.5,48.0,54.5,65.5,69.9,78.1,linux,20,5888,135,1,0
data/qps_200000//linux.mcd.dmesg.0_6_2_0x1b00_135_200000,206986.95,287782.9,338662.0,398168.5,463383.5,535465.7999999999,698475.3200000001,445047.92,618840.0,724774.25,844849.0,969989.0,1085631.8,1306337.5300000005,478058.33,664671.3,778432.5,907439.0,1041825.0,1166049.4,1403095.4,413.0,597.0,718.0,866.0,1028.0,1191.0,1591.9300000000003,4.0,12.0,17.0,23.0,28.0,33.0,41.0,0.0,0.0,1.0,3.0,5.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,0.0474596682047558,0.0485725800026557,0.0492287599990959,0.0499612400017213,0.0507700199959799,0.0516398399995523,0.1011890600051992,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,119.0,139.0,594.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,90.0,176.0,1028.0,0.0013122485660007,2.636562135669824e-05,48.6,5.2,34.0,41.7,42.4,47.6,56.3,59.2,65.9,linux,2,6912,135,6,0
data/qps_200000//linux.mcd.dmesg.0_2_20_0x1500_135_200000,197046.64,275889.2,320070.0,373303.0,433028.0,499397.0,668291.0,422616.56,584774.7999999999,676931.0,781256.0,892844.0,993613.6,1174598.64,583499.72,807447.0,934786.0,1078800.0,1232848.0,1372030.6,1621995.5200000005,386.0,567.0,678.0,813.0,969.0,1129.2000000000007,1538.4400000000023,3.0,13.0,18.0,23.0,28.0,32.0,37.0,0.0,0.0,0.0,2.0,5.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0370207599989953,0.0378753200002393,0.03837890000068,0.0389435199995205,0.0395539199998893,0.0401795800007676,0.0789662271991983,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,66.0,130.0,200.0,797.0100000000093,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,105.0,303.0,1319.0,0.0015995377826804,4.123578142008816e-05,57.1,7.5,37.4,47.3,49.6,55.6,67.1,71.8,79.8,linux,20,5376,135,2,0
data/qps_200000//linux.mcd.dmesg.0_14_100_0x1300_135_200000,177150.06,238087.60000000003,273206.25,313320.0,358792.0,406895.7,598761.2300000009,375539.89,499387.2,567892.0,645418.0,727911.25,808260.9000000001,961539.3100000004,596898.5900000001,780851.1000000001,886167.5,1005183.5,1130681.0,1249465.0,1474300.2600000002,377.0,542.0,642.0,768.0,916.0,1086.0,1524.0,0.0,0.0,0.0,2.0,5.0,9.0,15.0,2.0,5.0,7.0,9.0,11.0,13.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,7.0,0.0319696999979351,0.0333583600004203,0.0339382399979513,0.0345181200027582,0.0351132599971606,0.0357389199998579,0.0700353122009983,0.0,0.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,114.0,177.0,320.0,530.0,1490.0,0.0,0.0,0.0,3.0,6.0,9.0,15.0,0.0,0.0,0.0,156.0,386.0,799.3999999999942,2456.4400000000023,0.0036363499025731,0.0001059563191755,107.1,30.4,41.1,58.6,65.1,107.3,148.4,154.7,170.6,linux,100,4864,135,14,0
data/qps_200000//linux.mcd.dmesg.0_15_400_0x1100_135_200000,181102.9,239992.1,277258.75,321758.5,373060.25,446217.5,683289.0599999995,366272.91,472358.8000000001,537501.25,614890.5,700174.75,789147.5,999930.62,654172.72,830971.8,944675.0,1080076.0,1224554.0,1384979.1,1735661.0199999996,425.0,593.0,703.0,844.0,1018.25,1234.0,1768.289999999999,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,3.0,5.0,8.0,11.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,6.0,8.0,0.028383599998051,0.0295738799981336,0.0302758399993763,0.0310693600004015,0.0324122399979387,0.0616656599995621,0.063542640000378,1.0,2.0,4.0,5.0,7.0,9.0,13.0,113.0,317.0,507.0,767.0,1149.0,1640.0,3455.7599999999948,0.0,6.0,9.0,15.0,21.0,25.0,35.0,0.0,201.0,519.0,959.0,1602.0,2458.0,5264.159999999982,0.0125359463503574,0.0004097237731034,280.1,114.8,45.3,99.7,121.8,281.2,433.4,459.0,488.6,linux,400,4352,135,15,0
data/qps_200000//linux.mcd.dmesg.0_2_200_0x1300_135_200000,153514.52000000002,210450.0,244254.0,283719.0,328210.0,377839.8,574333.3600000001,337717.04,443320.0,504691.0,579552.0,659406.0,739060.8,914937.3600000012,542223.44,708342.4,805272.0,921069.0,1045044.0,1168642.0,1431213.8,335.0,483.0,581.0,703.0,846.0,1008.0,1478.2400000000016,0.0,0.0,0.0,0.0,1.0,4.0,8.2400000000016,0.0,1.0,3.0,5.0,8.0,10.0,13.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,8.0,0.0309588775975862,0.0321528200001921,0.0328547799945226,0.0336025200012954,0.0343197399997734,0.0350064399972325,0.0683190199997625,0.0,1.0,2.0,3.0,4.0,5.0,8.0,0.0,119.0,231.0,379.0,606.0,925.0,2293.0,0.0,0.0,3.0,6.0,12.0,15.0,21.0,0.0,0.0,186.0,397.0,802.0,1385.0,3473.0,0.0068519950561751,0.0002051933650639,166.1,58.1,45.3,74.1,86.2,167.3,243.8,257.1,276.6,linux,200,4864,135,2,0
data/qps_200000//linux.mcd.dmesg.0_6_100_0xf00_135_200000,168993.44999999998,230372.0,265240.75,305037.0,347533.25,393489.50000000006,574640.57,356596.83,475157.2,541725.0,616001.0,693841.75,769480.2000000001,906698.16,696164.72,925317.5,1053671.5,1197845.0,1346433.75,1491356.9,1755425.68,361.0,511.0,610.0,723.0,854.0,993.0,1393.91,0.0,0.0,0.0,2.0,5.0,8.0,14.0,2.0,5.0,7.0,9.0,11.0,12.0,15.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.027971579998848,0.0287803600003826,0.0291618600022047,0.0296043999987887,0.0300774600036675,0.0306268200001795,0.0600633600042783,0.0,0.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,113.0,160.0,315.0,522.0,1522.0,0.0,0.0,3.0,3.0,6.0,9.0,15.0,0.0,0.0,90.0,163.0,388.0,798.0,2445.0,0.0035687868428363,0.0001060397928298,112.3,30.6,45.3,62.6,70.3,112.6,152.6,161.0,176.2,linux,100,3840,135,6,0
data/qps_200000//linux.mcd.dmesg.0_3_350_0x1300_135_200000,153321.36,209609.8,244009.5,284104.0,333110.0,399598.4,610462.18,322128.56,427872.4,491050.5,567391.0,650062.5,735982.6000000001,935869.12,507914.70000000007,673385.8,773691.0,895578.0,1025643.0,1161914.0,1466962.68,370.34,524.0,626.0,755.0,906.0,1075.0,1526.66,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,1.0,1.0,3.0,6.0,8.0,11.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,7.0,0.0303826600017782,0.0316950199994607,0.0325038000009954,0.0333583600004203,0.034136620000936,0.0351743000064743,0.0682732400018721,1.0,2.0,3.0,5.0,6.0,8.0,12.0,66.0,257.0,422.0,661.0,994.0,1462.0,3073.0,0.0,3.0,9.0,12.0,18.0,23.0,32.0,0.0,157.0,407.0,805.0,1403.0,2211.0,4847.0,0.0118473003871938,0.0003584962184188,250.8,99.9,41.1,93.0,113.2,252.7,384.1,402.3,440.3,linux,350,4864,135,3,0
data/qps_200000//linux.mcd.dmesg.0_1_40_0xd00_135_200000,188771.07,251858.6,289705.5,333335.0,377129.0,423613.20000000007,596274.8399999999,407629.31,538333.1,617217.5,704433.0,789719.5,863743.2,991082.43,909389.83,1200959.6,1376876.5,1571495.5,1761655.75,1926815.1,2210902.0,414.0,593.0,710.0,852.0,1011.0,1186.0,1712.1699999999985,2.0,7.0,10.0,14.0,17.0,20.0,24.0,0.0,0.0,2.0,4.0,6.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0267965599996387,0.0273154000005888,0.0276511199999731,0.0280326199999763,0.0284141199999794,0.0288108799995825,0.0565688200003933,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,116.0,142.0,268.0,982.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,90.0,156.0,404.0,1607.0,0.0014900765302101,5.339356326559884e-05,81.8,17.0,45.3,58.8,61.6,79.8,104.5,112.7,130.8,linux,40,3328,135,1,0
data/qps_200000//linux.mcd.dmesg.0_0_300_0x1300_135_200000,190349.2,248886.1,286046.75,328828.0,375789.75,427824.4,650204.3299999989,400990.98,509188.2,575827.25,655406.0,742262.0,824988.0,1019623.5399999992,649934.95,819830.0,926049.75,1048843.0,1186680.0,1319575.4,1607755.9399999992,420.0,586.1000000000001,692.0,833.0,998.0,1194.0,1750.579999999998,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,1.0,2.0,5.0,8.0,10.0,14.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,8.0,0.0305505200012703,0.0318781399982981,0.0326411400019424,0.0335414799992577,0.0349148799978138,0.0665183400014939,0.0686852599974372,0.0,2.0,3.0,4.0,6.0,7.0,11.0,0.0,233.0,372.0,585.0,887.0,1331.0,2875.3300000000017,0.0,3.0,6.0,12.0,15.0,21.0,29.0,0.0,156.0,357.0,690.0,1230.0,1965.0999999999983,4453.220000000001,0.0101380542639422,0.0003072512569703,222.9,86.2,45.3,86.4,104.9,224.1,338.6,357.4,389.2,linux,300,4864,135,0,0
data/qps_200000//linux.mcd.dmesg.0_0_40_0x1100_135_200000,193939.84,260722.0,301647.0,349038.0,399802.0,459599.6,644450.2400000009,406047.96,547964.0,631598.0,724404.0,819327.0,905775.2,1049599.32,692717.2000000001,934861.4,1077408.0,1235806.0,1397742.0,1545218.6,1790582.96,357.0,519.0,622.0,750.0,895.0,1054.4000000000017,1498.7200000000048,2.0,8.0,12.0,16.0,20.0,23.0,28.0,0.0,1.0,3.0,5.0,8.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0313287800000398,0.0320002199950977,0.0324122400052147,0.0328852999955415,0.0334041399983107,0.0339382400052272,0.0665183400051319,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,117.0,143.0,268.0,974.5900000000256,0.0,0.0,0.0,3.0,3.0,3.0,9.0,0.0,0.0,0.0,90.0,162.0,412.0,1639.0,0.0017711464647065,5.407514944523507e-05,72.3,14.1,41.1,53.1,55.5,70.9,92.1,96.6,108.6,linux,40,4352,135,0,0
data/qps_200000//linux.mcd.dmesg.0_10_250_0x1300_135_200000,152075.4,207426.0,240574.5,278613.0,319529.0,361780.0,506196.1999999988,330964.60000000003,430851.0,492729.5,561735.0,636505.5,711156.0,863122.5999999995,533858.1000000001,691621.0,789336.5,899493.0,1015783.0,1127810.0,1353238.6,324.0,470.0,565.0,683.0,818.0,971.0,1449.2999999999993,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,1.0,2.0,4.0,6.0,9.0,12.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,8.0,0.0304437000004327,0.0317408000009891,0.032458019999467,0.0332362799999828,0.0340145400004985,0.0347317599989764,0.0676781000001938,0.0,1.0,2.0,4.0,5.0,6.0,10.0,0.0,147.0,303.0,503.0,773.0,1169.0,2722.9100000000035,0.0,3.0,6.0,9.0,13.0,18.0,25.0,0.0,97.0,282.0,561.0,1037.0,1707.0,3903.0,0.0084589805871658,0.0002560626598687,195.3,72.4,45.3,80.3,96.0,196.7,291.6,304.2,333.0,linux,250,4864,135,10,0
data/qps_200000//linux.mcd.dmesg.0_11_250_0x1d00_135_200000,152714.28,208857.2,242904.0,283749.0,329131.0,384695.8000000001,585994.4400000001,347046.92,458882.8000000001,524009.0,600674.0,685523.0,772321.2,980437.28,394823.4,522974.4,603142.0,699828.0,802024.0,904185.2,1120803.6,363.16,532.0,637.0,771.0,923.0,1105.0,1630.6800000000003,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,1.0,2.0,4.0,7.0,9.0,12.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,8.0,0.0437046400002145,0.0465887800019118,0.0482673799997428,0.050052799997502,0.0517008800015901,0.0531200599994917,0.1023768983986519,0.0,1.0,2.0,3.0,5.0,6.0,10.0,0.0,134.0,272.0,482.0,742.0,1126.0,2609.0,0.0,3.0,6.0,9.0,12.0,18.0,26.0,0.0,90.0,248.0,537.0,1013.0,1683.800000000003,3982.320000000007,0.0126965915956588,0.0002562601330447,189.7,73.2,41.1,73.9,89.2,191.7,287.7,301.2,331.6,linux,250,7424,135,11,0
data/qps_200000//linux.mcd.dmesg.0_4_30_0x1500_135_200000,202210.8,273477.0,317221.0,366763.0,422940.5,485957.0,662516.7000000002,436618.7,585903.0,677051.0,777583.0,885067.5,981294.0,1149011.1000000003,602918.7,808984.0,934844.0,1073580.0,1222089.0,1355054.0,1586514.6000000006,410.0,585.0,701.0,839.0,998.0,1166.0,1599.0,3.0,11.0,17.0,21.0,26.0,29.0,35.0,0.0,0.0,1.0,4.0,6.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0369444600000861,0.037799019999511,0.0383025999981327,0.0388519600019208,0.0394470999999612,0.040057499998511,0.0784928619985294,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,112.0,135.0,247.0,878.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,90.0,111.0,352.0,1448.0,0.0018209745836931,4.70656523155585e-05,61.2,10.2,37.4,48.3,50.3,59.2,76.5,79.5,87.7,linux,30,5376,135,4,0
data/qps_200000//linux.mcd.dmesg.0_14_50_0xf00_135_200000,185511.07,252674.9,292019.5,335740.5,381706.75,429318.8000000001,612169.4299999997,385043.43,524449.0,604389.75,691204.0,777720.25,858040.8000000002,1001068.15,744411.7300000001,1013953.1,1168518.75,1336392.5,1503584.75,1658916.0,1935519.45,366.0,526.0,634.0,760.0,906.0,1086.0,1723.2099999999991,1.0,5.0,8.0,11.0,15.0,18.0,23.0,0.0,2.0,5.0,7.0,10.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0287651000035111,0.0293602400051895,0.0297417399997357,0.0301690199994482,0.030642079997051,0.0311151400019298,0.0610552599973743,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,120.0,182.0,314.0,1084.0,0.0,0.0,0.0,3.0,3.0,6.0,9.0,0.0,0.0,0.0,90.0,195.0,478.0,1778.4400000000023,0.0018528109878275,6.168008991824695e-05,81.4,17.6,41.1,56.3,58.6,80.1,105.1,111.8,125.4,linux,50,3840,135,14,0
data/qps_200000//linux.mcd.dmesg.0_14_10_0x1b00_135_200000,206715.27,284695.3,332349.75,389996.0,451379.0,517656.9000000002,690048.6599999986,446524.19,608937.5,708823.25,826687.0,946763.25,1061197.0,1280035.19,479597.36,654002.2,761308.0,887864.0,1016798.0,1139740.6000000003,1374832.2899999998,403.99,584.9000000000001,698.0,839.0,995.0,1159.0,1597.0099999999984,4.0,14.0,20.0,26.0,32.0,37.0,44.0,0.0,0.0,0.0,2.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,0.0472754800011716,0.0483894600001804,0.0490303800015681,0.0497628600005555,0.0505563799997617,0.0514261999996961,0.1006551126006161,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,66.0,127.0,170.0,751.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,99.0,271.0,1253.0,0.0018254304057012,3.682963109304806e-05,50.2,4.8,34.0,43.2,45.3,49.3,57.2,59.6,66.0,linux,10,6912,135,14,0
data/qps_200000//linux.mcd.dmesg.0_2_50_0xf00_135_200000,186316.89,251690.9,289759.75,334319.0,380939.5,429352.6,597884.7099999997,392529.16,523941.6,601020.75,689954.0,777000.5,859416.6,995828.1699999984,758837.78,1012941.0,1161928.5,1333898.5,1502258.0,1661491.2,1925194.869999997,373.83,533.0,638.0,768.0,910.0,1072.0,1638.1699999999985,1.0,5.0,8.0,11.0,15.0,18.0,23.0,0.0,2.0,5.0,7.0,10.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0287651000035111,0.0293602400051895,0.0297417399997357,0.0301537600025767,0.0306268200001795,0.0311151399946538,0.0611162999994121,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,120.0,183.0,316.0,1075.0,0.0,0.0,0.0,3.0,3.0,6.0,9.0,0.0,0.0,0.0,90.0,194.0,474.0,1767.0,0.0018464951305978,6.146942655927879e-05,81.4,17.6,41.1,56.3,58.6,80.1,105.1,111.8,125.4,linux,50,3840,135,2,0
data/qps_200000//linux.mcd.dmesg.0_2_20_0x1300_135_200000,197821.32,273862.5,318160.25,370198.5,426707.75,488580.4,677221.2399999998,421998.84,580039.1000000001,670169.75,774129.0,880167.25,976348.6,1142113.86,644108.56,885346.7999999999,1022909.75,1181590.5,1343396.0,1490194.0,1743287.1499999997,386.0,560.0,667.0,803.5,952.0,1110.0,1559.8899999999994,3.0,12.0,18.0,23.0,27.0,31.0,36.0,0.0,0.0,0.0,2.0,4.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0341366199972981,0.0348385799989046,0.0352963799996359,0.0358152199987671,0.0363798400030646,0.0369902399979764,0.0724392199990688,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,66.0,130.0,200.0,801.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,105.0,297.0,1300.0,0.0014638106659718,4.103193438966454e-05,60.4,8.3,41.1,50.4,51.3,58.8,71.9,77.0,86.8,linux,20,4864,135,2,0
data/qps_200000//linux.mcd.dmesg.0_3_30_0xd00_135_200000,191925.93,254255.8,293087.5,336755.0,381446.5,427077.00000000006,601577.9199999995,411052.6,545140.3,625175.75,713938.5,801394.0,874223.7000000001,1004532.75,917002.04,1216138.2000000002,1394624.5,1592694.5,1787777.5,1950258.7,2240917.0,431.0,607.0,725.0,869.0,1028.0,1199.0,1746.8399999999965,3.0,8.0,11.0,15.0,18.0,21.0,25.0,0.0,0.0,1.0,2.0,5.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0268728599985479,0.0274222200016083,0.0277426799948443,0.0280936599956476,0.0284751600047457,0.0288566599992918,0.056716994599119,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,66.0,134.0,248.0,880.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,90.0,108.0,347.0,1429.039999999979,0.0012912687739476,4.613629611241469e-05,76.9,15.5,41.1,57.5,60.4,74.8,96.6,105.4,126.9,linux,30,3328,135,3,0
