,sys,rnd,msg,itr,dvfs,rapl,joules,time,edp,llcmiss_total,cycles_total,ins_total,num_interrupts
12455,ebbrt,2,524288,12,0x1C00,135,7687123.0,13712073132.0,5.270319637533962e+16,5445128404,7499173657494.0,4061528028939,355400
12456,ebbrt,9,8192,20,0x1700,135,299551.0,745342987.0,111634118549418.5,8908399,9468254024.0,4439309180,12603
12457,ebbrt,3,524288,80,0x1D00,135,7265815.0,14522026621.0,5.275717942663056e+16,3725568726,4109783410859.0,4203379008673,61138
12458,ebbrt,8,8192,40,0x1C00,135,476767.0,1184824803.0,282442683425950.5,11867223,12304333138.0,6074061916,10000
12459,linux,1,64,1,0x1000,135,254684.0,554014564.0,70549322608888.0,950277525070,56063407326656.0,28944263141169,10003
12460,ebbrt,4,524288,20,0xC00,135,5743518.0,14059272442.0,4.037484216876548e+16,5043024627,5982419679322.0,5067664561262,228870
12461,linux,5,64,8,0xF00,135,256339.0,566200209.0,72569597687425.5,3660644275750,253038326424288.0,136089657072805,9994
12462,linux,5,8192,80,0x1A00,135,1264088.0,2374231229.0,1500618602902076.0,19880221110059,1748093521060096.0,1049523223343654,10006
12463,linux,7,8192,28,0x1000,135,586116.0,1279804724.0,375057012805992.0,14866021652530,1297688946527755.0,774252308361818,15334
12464,linux,1,8192,36,0x1B00,135,947843.0,1579031558.0,748337004514697.0,3150688961701,317804895347338.0,189338157548433,14706
12465,ebbrt,8,65536,28,0x1200,135,1070382.0,2417260035.0,1293695815391685.0,109239554,125551603142.0,107875814685,28853
12466,linux,0,64,12,0x1C00,135,307409.0,474213684.0,72888777192378.0,52109856328,5640165140525.0,3107259818999,10023
12467,linux,4,64,32,0xF00,135,417110.0,946143530.0,197322963899150.0,5297933131149,366182316964739.0,196995712148472,9992
12468,ebbrt,5,65536,80,0x1800,135,1613814.0,3554737602.0,2868342654217014.0,142452339,159427791496.0,162460287324,14981
12469,ebbrt,6,8192,32,0x1B00,135,380065.0,948544316.0,180254247730270.0,9730395,9982634559.0,4903946012,10006
12470,ebbrt,4,8192,80,0x1200,135,943640.0,2371854091.0,1119088197215620.0,22740140,24201297389.0,12316978969,10000
12471,ebbrt,0,64,12,0x1900,135,285177.0,484910624.0,69142678510224.0,50169121,19103577368.0,2165771296,7296
12472,linux,9,8192,20,0xC00,135,505149.0,1204639375.0,304261187820937.5,18060383642400,1544723842708259.0,916274714300250,19998
12473,ebbrt,1,524288,20,0x1D00,135,7469450.0,13989310482.0,5.224622758988745e+16,4719018606,6023037168360.0,4239284763724,226228
12474,linux,6,8192,16,0x1200,135,511090.0,1043480992.0,266656350100640.0,10017388912720,888872365216545.0,536025872235552,20009
12475,ebbrt,9,64,6,0xF00,135,206727.0,455015578.0,47032002696603.0,34909937,14160809684.0,2052309650,8078
12476,linux,9,64,36,0x1500,135,523876.0,1052839247.0,275778606680686.0,12932510690594,864296180869586.0,459345030606961,9855
12477,ebbrt,6,65536,24,0x1900,135,1160122.0,2518071528.0,1460635088603208.0,122259815,145543910259.0,115207724904,34875
12478,linux,1,65536,80,0x1500,135,2985682.0,6176456636.0,9220467700942876.0,35752126104072,4012743642554812.0,2879514273086713,25994
12479,linux,5,65536,0,0x1700,135,1632197.0,2776514382.0,2265909222378627.0,9718863233340,1329452450778520.0,918189030311408,132742
12480,ebbrt,1,65536,20,0x1A00,135,944847.0,2229806387.0,1053412937668894.5,106206912,125890301079.0,92963967827,35483
12481,linux,0,8192,28,0x1A00,135,600055.0,987162740.0,296175968975350.0,861921047776,77047602260515.0,47790179495052,11883
12482,ebbrt,6,8192,8,0x1100,135,378064.0,772020350.0,145936550801200.0,165738419,52633316970.0,6131635778,19166
12483,linux,7,524288,8,0x1600,135,8387050.0,14064321700.0,5.89790846569925e+16,209693364332170,2.5214368973748292e+16,19175991953616524,459219
12484,linux,5,65536,12,0xC00,135,1329633.0,3112536610.0,2069265695182065.0,11505804355086,1627794623437784.0,1115066696388297,61695
12485,linux,5,524288,28,0x1600,135,8041899.0,14210399418.0,5.713929843460739e+16,54303036750185,7161384029325109.0,5464324800979960,170635
12486,ebbrt,6,524288,16,0x1D00,135,7729460.0,13762003514.0,5.318642784066122e+16,4983013381,6435660946855.0,4114421189676,274557
12487,ebbrt,6,65536,40,0x1800,135,1406430.0,2951846832.0,2075782969964880.0,145445729,186227211990.0,180489292719,24890
12488,linux,1,65536,16,0x1700,135,1544085.0,2653991760.0,2048994433369800.0,12577178759619,1418378683215152.0,1034942917559500,55470
12489,ebbrt,5,65536,32,0x1C00,135,1324925.0,2378828202.0,1575884477767425.0,112449020,153643425137.0,164387611167,24969
12490,ebbrt,4,65536,32,0x1800,135,1204072.0,2378835431.0,1432144567537516.0,110576721,139879985949.0,145383430051,24975
12491,linux,2,65536,40,0x1A00,135,2237738.0,3841109678.0,4297698544314182.0,4072843568022,517080459237515.0,392069167763499,32203
12492,ebbrt,0,64,40,0x1500,135,472111.0,1181850476.0,278982305037418.0,9150086,11739659359.0,5312577347,9984
12493,ebbrt,2,64,80,0x1800,135,942698.0,2368665585.0,1116468154824165.0,16607458,22699788335.0,10239300376,9989
12494,linux,1,524288,32,0x1D00,135,9762527.0,14240280236.0,6.9510560145758184e+16,313675128372358,3.917386808510611e+16,31544507293207995,149401
12495,linux,0,8192,28,0x1D00,135,575585.0,855631164.0,246244231765470.0,706273065372,64842081813590.0,40639719264670,10309
12496,linux,4,65536,0,0x1C00,135,1890327.0,2764797393.0,2613185580758755.5,6798274096030,898434545312848.0,622981172546640,149794
12497,ebbrt,1,524288,24,0x1C00,135,7350606.0,13906198271.0,5.110949222400111e+16,4358589592,5694040656194.0,4634499074869,188122
12498,linux,6,8192,16,0x1D00,135,654785.0,976867931.0,319819234099917.5,9343294711493,827870373076002.0,499389882134643,19986
12499,ebbrt,5,65536,8,0x1D00,135,1242518.0,2169277674.0,1347683278471566.0,146504110,196026020930.0,93363193401,74373
12500,linux,0,65536,8,0x1600,135,1509124.0,2606841412.0,1967023469521544.0,1519080339334,252635733425026.0,179549292709017,82084
12501,ebbrt,5,8192,80,0x1C00,135,945160.0,2371863163.0,1120895093570540.0,22730944,24339943575.0,12491613695,10000
12502,ebbrt,7,8192,12,0x1D00,135,352164.0,762092741.0,134190814020762.0,9916355,15564458221.0,5261139076,20066
12503,ebbrt,6,65536,6,0x1600,135,1086323.0,2113025472.0,1147714084909728.0,154776240,211077450765.0,105666763497,89838
12504,ebbrt,3,64,32,0x1200,135,378673.0,945592154.0,179035108865821.0,7053152,9497814218.0,4289882724,9986
12505,linux,0,64,0,0x1B00,135,268201.0,411731644.0,55213419326222.0,38365155931,2188074287716.0,1093435967239,14985
12506,ebbrt,7,65536,40,0x1500,135,1235075.0,2628417378.0,1623146296566675.0,108797016,147099266831.0,156409069061,22140
12507,ebbrt,1,8192,16,0x1C00,135,395958.0,938387818.0,185781081819822.0,14567626,18542793757.0,8308769210,19801
12508,ebbrt,2,8192,80,0x1D00,135,944866.0,2371797808.0,1120515553826864.0,22294907,24319708539.0,12286995916,10000
12509,ebbrt,7,64,80,0x1A00,135,943983.0,2368683007.0,1117998245498440.5,17535456,22771716354.0,10237966428,9991
12510,linux,3,8192,16,0x1500,135,541722.0,1018135340.0,275773156327740.0,4388256408755,429876250870545.0,256549420227014,19987
12511,linux,3,64,1,0x1000,135,259798.0,559134921.0,72631067102979.0,1986097601021,141384230445558.0,76461963355298,10001
12512,ebbrt,6,8192,32,0x1D00,135,379023.0,945594987.0,179201124378850.5,9358614,9927673060.0,4866053724,10000
12513,ebbrt,1,65536,32,0xF00,135,1008218.0,2376153956.0,1197840594605204.0,107222295,124700439745.0,123917246175,24973
12514,ebbrt,7,64,8,0x1D00,135,172644.0,327022553.0,28229240820066.0,2502987,3628242668.0,1499199424,9981
12515,ebbrt,8,64,36,0x1A00,135,426915.0,1065203332.0,227375640240390.0,8249421,10537579842.0,4761179394,9990
12516,linux,3,64,0,0x1D00,135,262295.0,373534068.0,48988059183030.0,913213357643,60026751398645.0,28265221560570,14983
12517,linux,4,65536,28,0x1C00,135,2202850.0,3321579330.0,3658470513545250.0,10418174168308,1387814626707974.0,973975965617325,39928
12518,ebbrt,8,524288,6,0x1100,135,6760482.0,13702829962.0,4.631886765358084e+16,64208735983,17624373923166.0,5006753916004,444921
12519,linux,6,65536,16,0x1A00,135,1712809.0,2697883950.0,2310479955257775.0,12642287834846,1821335867660736.0,1250686260471768,56277
12520,linux,3,65536,40,0x1500,135,2115433.0,4135933084.0,4374644665842686.0,8300198238124,1154454101861124.0,808402086777134,34152
12521,linux,1,8192,4,0x1A00,135,569535.0,904547907.0,257585846106622.5,1696541644607,140544477297278.0,82488935570652,37740
12522,ebbrt,7,65536,32,0x1800,135,1203423.0,2381262741.0,1432833175781221.5,111231506,143091317343.0,150200951801,24978
12523,linux,4,524288,80,0x1D00,135,9485921.0,15545663118.0,7.373246611498083e+16,1006341556274119,1.1887437682855323e+17,93866120985511316,64959
12524,linux,7,8192,4,0xF00,135,481345.0,1044471181.0,251375490309222.5,11572852871993,1005233379347483.0,600051273386993,36583
12525,ebbrt,7,65536,24,0x1C00,135,1092540.0,2511153483.0,1371767813158410.0,121111444,146098458896.0,114646731522,34921
12526,linux,3,524288,40,0x1500,135,7764897.0,14398214725.0,5.590032716175416e+16,745462403320096,8.856122092349325e+16,69409842861166045,120988
12527,ebbrt,3,8192,20,0x1900,135,308335.0,765684082.0,118043600711735.0,9185422,10096379801.0,4662630458,12936
12528,ebbrt,2,8192,16,0x1000,135,381106.0,942176630.0,179534583376390.0,17034081,19217318842.0,8352869218,19818
12529,linux,1,65536,40,0x1800,135,2087514.0,3774796210.0,3939969967760970.0,21085084238209,2398188532769412.0,1732324335317539,31544
12530,linux,1,524288,12,0x1A00,135,9153070.0,13891232074.0,6.357370977978359e+16,249938073386563,3.143704568832339e+16,24999180605289302,382135
12531,ebbrt,7,64,32,0x1900,135,379251.0,945613579.0,179312447724664.5,7134325,9429432527.0,4294627549,9978
12532,ebbrt,9,8192,20,0x1000,135,303540.0,751049801.0,113986828297770.0,9936367,9958273918.0,4518501311,12671
12533,linux,2,524288,32,0x1200,135,7275588.0,14343992652.0,5.218049040548969e+16,523397664325388,6.3237532188059736e+16,49792423290534885,150615
12534,ebbrt,3,64,36,0x1100,135,425302.0,1065571698.0,226594887151398.0,7980477,10562218511.0,4763062079,9987
12535,linux,1,64,80,0xF00,135,996204.0,2367488715.0,1179250863918930.0,5747736212166,370691901515087.0,196944096923362,9970
12536,ebbrt,1,8192,80,0x1100,135,943935.0,2371853492.0,1119437762985510.0,22775545,24302010206.0,12310240738,10000
12537,linux,9,8192,32,0x1600,135,647168.0,1204470601.0,389747414953984.0,18083579829770,1549495150478276.0,919082118011414,12653
12538,linux,3,524288,16,0x1A00,135,9053266.0,13956858357.0,6.317757561512198e+16,664216165791345,7.944907171624307e+16,62863372487583366,288495
12539,ebbrt,5,524288,8,0x1C00,135,8079694.0,13796260118.0,5.5734780048921944e+16,7210110028,9903703964906.0,4747533635249,474547
12540,ebbrt,3,64,12,0x1A00,135,180562.0,373578590.0,33727048683790.0,7208764,5369541874.0,1677061570,9831
12541,linux,4,64,1,0x1500,135,263324.0,497197890.0,65462068593180.0,2431438197384,168537972541640.0,90388807127325,10002
12542,linux,4,8192,40,0xC00,135,698656.0,1702281509.0,594654594975952.0,11698929134590,1049261968230202.0,630363959312162,14315
12543,ebbrt,4,524288,32,0x1D00,135,7871848.0,13927336884.0,5.481693949782082e+16,4789610344,6364937871814.0,6175549285525,143134
12544,ebbrt,8,64,28,0x1600,135,333063.0,826616437.0,137657675178265.5,6471937,8299531259.0,3789203634,9983
12545,linux,8,8192,40,0x1000,135,758159.0,1735016359.0,657709133861540.5,23808169713908,2026805616584254.0,1203738529426685,14592
12546,linux,9,64,12,0x1800,135,282636.0,491645182.0,69478313829876.0,3585509399493,238264559901199.0,112959525068040,10007
12547,ebbrt,2,8192,32,0x1000,135,379331.0,948557926.0,179908713313753.0,9776899,9962721255.0,4908155197,10005
12548,linux,3,64,28,0x1600,135,443736.0,829896922.0,184127570290296.0,3528577604292,246806996189618.0,133261437518457,9988
12549,ebbrt,9,65536,16,0x1000,135,995825.0,2336762821.0,1163503418111162.5,122978001,141954415543.0,92705864189,44685
12550,ebbrt,0,65536,40,0x1C00,135,1382833.0,2945844491.0,2036805487511501.5,143641870,188240728597.0,182511748662,24842
12551,ebbrt,8,64,80,0x1800,135,943220.0,2368683092.0,1117094633018120.0,17413288,22693398763.0,10239705537,9990
12552,linux,0,8192,12,0x1C00,135,565259.0,859457490.0,242908040669955.0,234180252837,32556978875824.0,21680872784040,20031
12553,linux,1,524288,6,0x1700,135,8589911.0,13990175398.0,6.008718077160479e+16,230160526443998,2.8478709552433892e+16,22851242332772659,465346
12554,ebbrt,4,8192,16,0x1500,135,397096.0,941513170.0,186935556877160.0,14609324,18578124854.0,8350157647,19819
12555,linux,7,65536,8,0xF00,135,1374174.0,2927864456.0,2011697605479672.0,17724971387923,2435114714879384.0,1687053496597210,71916
12556,ebbrt,1,65536,20,0x1100,135,966086.0,2302661477.0,1112284507834511.0,110469829,126542118586.0,91173262943,36905
12557,ebbrt,4,8192,16,0x1000,135,381806.0,942106818.0,179851017876654.0,16001086,18968132565.0,8352598114,19856
12558,linux,3,524288,4,0x1500,135,8000951.0,14320230803.0,5.7287732481746824e+16,635350546014910,7.460834397402741e+16,58467960196643352,553421
12559,ebbrt,6,65536,36,0x1100,135,1168475.0,2668270115.0,1558903461312312.5,123976843,150212549259.0,149656542864,24991
12560,ebbrt,3,65536,6,0x1A00,135,1205239.0,2119682366.0,1277361927557737.0,154889512,219384720916.0,105911979663,90497
12561,ebbrt,7,65536,16,0x1A00,135,1128527.0,2279175493.0,1286055540794405.5,118597236,139367367198.0,90930892488,43659
12562,ebbrt,5,64,24,0x1C00,135,284962.0,710104469.0,101176394847589.0,5469481,7168907243.0,3253734834,9992
12563,ebbrt,0,64,16,0xF00,135,234085.0,519023308.0,60747785526590.0,47720218,18095766930.0,2364112950,9959
12564,linux,4,65536,0,0xC00,135,1420933.0,3323051797.0,2360916979533300.5,8281082497113,1106248458437843.0,765037671770896,92818
12565,linux,1,64,24,0x1800,135,400299.0,710117072.0,142129576902264.0,565641175968,46867720854515.0,24169657284038,9995
12566,linux,4,524288,32,0x1900,135,8697344.0,14245761637.0,6.195014474949606e+16,919497829618579,1.0940913099135928e+17,86428394589270047,149774
12567,ebbrt,1,524288,32,0x1100,135,6210001.0,13983870484.0,4.341992484475524e+16,4903021595,6007444220353.0,5861686811643,143579
12568,ebbrt,2,64,40,0x1800,135,472509.0,1181841863.0,279215458422133.5,8750565,11791836860.0,5315008214,9984
12569,linux,2,65536,32,0x1600,135,1828718.0,3329203750.0,3044087411646250.0,3323701048058,409362647679000.0,315700475974647,34937
12570,ebbrt,1,65536,36,0x1600,135,1260445.0,2670159253.0,1682794439823792.5,128589950,159199523020.0,154741769060,24988
12571,linux,6,64,4,0x1D00,135,275846.0,397107356.0,54770237861588.0,2151186123712,135023770586686.0,62764369787751,15008
12572,linux,6,64,40,0x1500,135,569731.0,1181892136.0,336680294267708.0,9548565984020,661029245227869.0,355317300154903,9961
12573,linux,8,8192,32,0x1B00,135,804522.0,1308964191.0,526545244435851.0,17065443807561,1490496943401128.0,888503460722882,13722
12574,linux,9,524288,40,0xC00,135,6737706.0,15649994083.0,5.27225295164968e+16,490133403915549,5.854420150186534e+16,45491158816801966,128959
12575,ebbrt,8,65536,40,0xC00,135,1137114.0,2809367431.0,1597285518467067.0,128298099,178708208927.0,226322880896,23679
12576,ebbrt,7,65536,40,0x1C00,135,1368344.0,2963690699.0,2027674192916228.0,149099441,190526403333.0,179617578747,24989
12577,ebbrt,0,8192,20,0x1A00,135,292820.0,722031734.0,105712666174940.0,8393931,9050850976.0,4282389413,12185
12578,ebbrt,9,64,28,0x1200,135,330379.0,826579025.0,136542175850237.5,6488983,8387887004.0,3794485279,9985
12579,ebbrt,5,65536,6,0x1500,135,1060048.0,2108196677.0,1117394835530248.0,154666246,208394184007.0,105508457486,89247
12580,linux,5,524288,24,0x1D00,135,9782255.0,14031103524.0,6.862791630158331e+16,45904924900586,6173074013867420.0,4810808680105750,196434
12581,ebbrt,8,8192,12,0x1D00,135,350017.0,762315818.0,133411747834453.0,10145809,15635278775.0,5323301148,20084
12582,linux,1,8192,24,0xF00,135,592535.0,1315889754.0,389855367693195.0,2610425723119,253075982474354.0,150302723800307,18491
12583,linux,8,8192,0,0x1700,135,500077.0,863065015.0,215799481753077.5,10443916314411,924456709384671.0,549763462562510,38778
12584,ebbrt,0,64,32,0x1A00,135,379465.0,945582129.0,179407661290492.5,7218487,9502399117.0,4294022857,9977
12585,ebbrt,0,65536,8,0xC00,135,889045.0,2164873037.0,962334774589832.5,151814306,181211920592.0,92859140955,78043
12586,linux,9,64,28,0x1800,135,466912.0,830895712.0,193977589340672.0,6213123556655,412751838286239.0,195748699989386,9977
12587,ebbrt,0,65536,80,0x1900,135,1820767.0,3557771083.0,3238936090740330.5,112806639,431996447838.0,728098878500,14995
12588,linux,8,65536,40,0x1B00,135,2407920.0,4028201168.0,4849793078225280.0,31585327346539,4250774050295359.0,2977616311802139,33434
12589,linux,3,65536,16,0x1700,135,1541463.0,2644379380.0,2038106486116470.0,4123140554642,597181311776069.0,419206776696403,55321
12590,linux,4,8192,28,0xF00,135,596397.0,1339009695.0,399290682534457.5,9019021477329,806890523462331.0,484992816851298,15931
12591,ebbrt,7,8192,16,0x1700,135,399445.0,940159960.0,187771097611100.0,14588242,18526579161.0,8377964970,19817
12592,linux,6,65536,28,0x1100,135,1540052.0,3189344464.0,2455878160236064.0,15813687508006,2262480257687538.0,1550481709753034,38161
12593,ebbrt,3,64,80,0x1500,135,941980.0,2368790604.0,1115676686577960.0,17641647,22661614527.0,10245166036,9982
12594,linux,2,65536,40,0x1B00,135,2408476.0,4027596154.0,4850184337300652.0,4268799528164,541343604169988.0,410632834634334,33468
12595,ebbrt,4,8192,24,0x1800,135,295437.0,733579302.0,108363234122487.0,7764663,7871819046.0,3861619761,10330
12596,ebbrt,9,65536,32,0xC00,135,962746.0,2372033404.0,1141832835783692.0,113170020,130155624720.0,145729108137,24990
12597,ebbrt,4,65536,24,0x1D00,135,1091410.0,2513501387.0,1371630274392835.0,120773784,146937229067.0,114797187711,34910
12598,linux,0,65536,32,0x1C00,135,2186515.0,3327023368.0,3637293249741260.0,6707438518404,796622836896421.0,607276504167771,34983
12599,ebbrt,2,65536,60,0x1600,135,1248613.0,2668490613.0,1665956034884884.5,105366228,123337284650.0,124313161041,14998
12600,ebbrt,0,65536,60,0x1D00,135,1382331.0,2668531753.0,1844397083328121.5,103641304,152491309718.0,179271309984,14998
12601,linux,5,64,24,0x1800,135,400787.0,710099814.0,142299387076809.0,3394185955898,214577119816152.0,99977242885422,9993
12602,linux,8,65536,40,0x1000,135,1740955.0,3811498094.0,3317823332119885.0,29936382535892,4033580046351044.0,2825079019318347,31839
12603,linux,5,65536,12,0x1500,135,1448405.0,2630108035.0,1904730814217087.5,9699909079534,1369068246402711.0,938101989205814,70468
12604,linux,9,65536,1,0x1A00,135,3865346.0,7474478762.0,1.4445723292390826e+16,59562239895943,8037357719708575.0,5614131975018026,20037
12605,ebbrt,4,8192,80,0x1000,135,944921.0,2371852991.0,1120606850054355.5,24583936,25425031514.0,12421004013,10000
12606,ebbrt,1,64,12,0x1700,135,280102.0,502439159.0,70367106657109.0,52869117,19940303106.0,2249442715,7325
12607,linux,2,64,20,0xF00,135,268863.0,596079608.0,80131875822852.0,1735211527258,121734261949998.0,65794661538534,10007
12608,linux,2,65536,80,0x1000,135,2498753.0,5679214457.0,7095477081036060.0,6563356327423,843237428926297.0,624392923166745,23911
12609,linux,5,64,4,0x1800,135,250937.0,420189708.0,52720572378198.0,1875182210321,119232854204132.0,55616223854504,14979
12610,linux,0,64,20,0xC00,135,268698.0,644383993.0,86572345075557.0,518781590850,29388120739404.0,15002748521107,10002
12611,linux,4,8192,80,0xC00,135,964840.0,2377677183.0,1147039026622860.0,15787877091437,1431926226287921.0,860233560761928,10019
12612,ebbrt,3,8192,60,0x1C00,135,708396.0,1777920043.0,629735723390514.0,17303326,18238822207.0,9215176505,10000
12613,ebbrt,9,524288,20,0x1A00,135,7091022.0,13997418420.0,4.962800097971262e+16,4766267688,6068515441563.0,4339468550215,225978
12614,linux,8,8192,4,0x1000,135,481102.0,1015542280.0,244289710996280.0,12445871709210,1101983472164059.0,656987360062592,36176
12615,linux,0,524288,6,0x1D00,135,10320332.0,13840781795.0,7.142073163197797e+16,31521438713489,4334270421570626.0,3556842251690458,483471
12616,ebbrt,0,65536,36,0x1A00,135,1313810.0,2668961377.0,1753254073358185.0,126384124,166603262324.0,169177241187,24989
12617,linux,1,64,16,0x1A00,135,295010.0,477891332.0,70491360926660.0,371617173395,29746666118293.0,15163719594755,9981
12618,linux,7,524288,28,0xF00,135,6887029.0,14673441984.0,5.052821023681277e+16,251860547203449,3.0352260933611348e+16,23203369317759495,175394
12619,linux,5,64,12,0xF00,135,252998.0,562282197.0,71128135638303.0,3724862181169,255698270118287.0,137304089412943,10017
12620,ebbrt,5,8192,40,0x1500,135,474168.0,1184823467.0,280902686850228.0,11902518,12237232982.0,6081040366,10000
12621,linux,7,8192,1,0x1500,135,1726162.0,3724290547.0,3214364409595307.0,39986246453166,3434358301731870.0,2049933664866913,10005
12622,ebbrt,7,8192,16,0x1D00,135,398019.0,940432041.0,187154910263389.5,14513396,18703161263.0,8335584212,19805
12623,ebbrt,3,64,12,0x1000,135,203123.0,436603178.0,44342073662447.0,35543802,14153290897.0,1975295515,8489
12624,ebbrt,4,64,24,0x1D00,135,283505.0,707213508.0,100249282792770.0,5132800,7060064524.0,3225805359,9989
12625,ebbrt,1,524288,32,0x1600,135,6795886.0,13956303545.0,4.742272393660794e+16,4805562498,6031654135401.0,5807854176860,142969
12626,linux,6,524288,80,0x1900,135,8720223.0,15608550444.0,6.8055020289214504e+16,181234127708669,2.177479618736975e+16,16454142443105076,64921
12627,linux,8,8192,32,0xF00,135,685487.0,1535550722.0,526300028885807.0,20291716954612,1761865907889963.0,1049193158363917,16070
12628,linux,0,8192,8,0x1000,135,449114.0,957578339.0,215030919070823.0,255415903603,34330980823006.0,22716543517916,26663
12629,linux,1,65536,8,0x1D00,135,1768196.0,2489040619.0,2200555833176662.0,10841421148788,1195551660375540.0,873161955099179,93174
12630,ebbrt,1,64,8,0x1900,135,287128.0,487602946.0,70002229339544.0,50766970,19268128152.0,2182435963,7298
12631,linux,0,8192,32,0xC00,135,676397.0,1642755875.0,555577572791187.5,2314157198338,167328716531511.0,99381662035716,17251
12632,linux,4,8192,28,0x1B00,135,544064.0,861593217.0,234380926006944.0,5783366533044,519369591824692.0,312704380296603,10393
12633,linux,3,64,28,0xC00,135,343441.0,836780790.0,143692415649195.0,3663806374739,252573409432160.0,136055940716312,9996
12634,linux,9,65536,6,0x1200,135,1460670.0,2834793326.0,2070348783744210.0,23584616720685,3219286105163374.0,2242442988205906,74028
12635,linux,4,65536,4,0x1700,135,1623498.0,2764491937.0,2244073565367813.0,6950261750891,933627239686753.0,644580228385200,100520
12636,ebbrt,8,8192,12,0xF00,135,394157.0,874172993.0,172280702200950.5,151170588,51292515614.0,6588001250,17932
12637,ebbrt,0,64,80,0x1500,135,943784.0,2371769390.0,1119219000985880.0,17496928,22696052133.0,10256655735,9997
12638,linux,6,64,8,0x1100,135,256594.0,540051362.0,69286969590514.0,4107695847343,286509434658612.0,154101122043595,9990
12639,linux,4,65536,24,0x1D00,135,1953209.0,2849940876.0,2783265084235542.0,8774962124444,1162718683084941.0,817895413664731,40014
12640,ebbrt,8,64,12,0x1900,135,287214.0,487386349.0,69992091420843.0,50855604,19339507083.0,2191201247,7302
12641,linux,3,8192,32,0x1800,135,706977.0,1246503557.0,440624672608594.5,5914416110913,564210517456599.0,337139389112312,13082
12642,linux,0,524288,0,0x1900,135,11092064.0,15828083884.0,8.778305971934829e+16,261611162564796,1.0823857498304742e+17,87336688491648579,916696
12643,ebbrt,1,524288,24,0x1600,135,6774102.0,13949947499.0,4.724918362643545e+16,4512251513,6026885406717.0,5379510506872,187658
12644,ebbrt,2,524288,32,0x1800,135,7040221.0,13936233631.0,4.905708233493622e+16,4802834766,6138785540947.0,5921422227531,142704
12645,ebbrt,9,524288,40,0x1700,135,7005800.0,14301789136.0,5.00977371644944e+16,4452607805,5344743275222.0,4960985972515,119497
12646,ebbrt,6,524288,40,0xF00,135,6140533.0,14350311521.0,4.4059280727490344e+16,4638706348,5394773283411.0,5206208837351,119354
12647,ebbrt,5,524288,16,0x1200,135,6233803.0,13792938835.0,4.299123174421975e+16,5130131605,6412283188617.0,4480227331748,272151
12648,linux,1,8192,20,0x1800,135,682442.0,1179069458.0,402323259528218.0,2320350497789,218018354644215.0,129217390221593,19897
12649,ebbrt,9,64,36,0x1700,135,426022.0,1065442607.0,226950995159677.0,8264818,10513264065.0,4756820011,9991
12650,linux,1,524288,16,0x1600,135,8127586.0,14000641469.0,5.689570879723192e+16,266247815437160,3.365498339685935e+16,26898814806120968,293544
12651,ebbrt,5,64,8,0x1D00,135,160285.0,320829998.0,25712118114715.0,2556228,3564423930.0,1463599503,9952
12652,linux,4,65536,0,0x1A00,135,1774452.0,2758454600.0,2447372640939600.0,6804537854028,900870266052348.0,624346719584439,143398
12653,ebbrt,4,8192,36,0x1100,135,425848.0,1065285072.0,226824758670528.0,10778381,10998601616.0,5410152075,10005
12654,linux,7,65536,0,0x1A00,135,1742907.0,2708360212.0,2360209986008142.0,15169221104735,2104816238296818.0,1434652637221272,145195
12655,linux,4,8192,60,0x1100,135,1000706.0,2261757750.0,1131677275485750.0,15291822694163,1377346099697392.0,827324614572178,12598
12656,ebbrt,4,8192,20,0x1D00,135,308271.0,765675766.0,118017817030293.0,9163040,10071119044.0,4627421267,12913
12657,ebbrt,7,65536,6,0x1000,135,927677.0,2078234529.0,963965186579566.5,155883788,196041577699.0,104074933370,87488
12658,ebbrt,0,524288,12,0x1A00,135,7345856.0,13709640768.0,5.03545234467287e+16,5431166115,7454731341699.0,4043550417451,356507
12659,linux,5,65536,28,0x1B00,135,2090804.0,3260975237.0,3409030034710274.0,12571850952604,1799869541260737.0,1228579340329549,39218
12660,ebbrt,3,8192,12,0x1D00,135,348662.0,762288703.0,132890551882693.0,10102141,15640737326.0,5273351924,20087
12661,ebbrt,0,64,36,0x1C00,135,423593.0,1062273810.0,224985874999665.0,7950269,10561923366.0,4739364060,9985
12662,ebbrt,0,64,8,0x1900,135,282466.0,481612878.0,68019631598574.0,49846685,18946437454.0,2147554065,7304
12663,linux,8,524288,8,0x1A00,135,9402631.0,13879353640.0,6.525122039771342e+16,296494799544853,3.5233769129960944e+16,26594813035396378,471746
12664,linux,8,8192,60,0x1500,135,1104345.0,2296635897.0,1268139184836232.5,31035173400578,2646011982578074.0,1571276723709418,12739
12665,linux,6,524288,28,0x1000,135,6974676.0,14497965541.0,5.055930615381986e+16,148843569321051,1.841863092987823e+16,13885497349487824,173097
12666,linux,9,64,8,0x1600,135,271943.0,496866150.0,67559635714725.0,5947310571204,399055844016898.0,212318204905597,9987
12667,ebbrt,1,65536,24,0x1600,135,1179977.0,2541913268.0,1499699596117418.0,123561660,148525683029.0,120766898287,34683
12668,linux,7,64,40,0x1800,135,589828.0,1176044781.0,346832070543834.0,6938682151024,462645694467819.0,220228111235420,9918
12669,ebbrt,2,64,12,0x1500,135,261651.0,499295953.0,65320642699201.5,52676933,18955342030.0,2240462893,7673
12670,ebbrt,3,65536,40,0x1C00,135,1381252.0,2951797267.0,2038587939319142.0,146184915,189468143224.0,180517148367,24878
