,sys,rnd,msg,itr,dvfs,rapl,joules,time,edp,llcmiss_total,cycles_total,ins_total,num_interrupts
0,ebbrt,6,524288,32,0x1D00,135,7877715.0,13926690967.0,5.48552511655502e+16,4787445182,6371863270476.0,6193772290831,143110
1,linux,2,65536,12,0x1800,135,1557140.0,2591515003.0,2017675835885710.0,1384970035035,182118316099717.0,146994521242645,70894
2,ebbrt,6,65536,36,0x1800,135,1284863.0,2667484964.0,1713676366649966.0,129592901,162714698897.0,157709708460,24983
3,ebbrt,9,524288,80,0xC00,135,6087192.0,15059636104.0,4.583544820758998e+16,3974556353,3747933519561.0,3845064217955,63406
4,linux,5,64,16,0x1200,135,258984.0,527085414.0,68253344429688.0,3610853081003,244251051909545.0,130709873808486,9985
5,linux,3,524288,28,0x1000,135,6988449.0,14497983993.0,5.065921086894843e+16,732933735202349,8.756322837437522e+16,68849198874470071,173956
6,ebbrt,6,8192,20,0x1800,135,314324.0,777390800.0,122176292909600.0,9669924,10255778492.0,4769631419,13120
7,ebbrt,8,65536,36,0x1000,135,1149324.0,2670667116.0,1534730906214792.0,121513135,147397639453.0,147846390526,24986
8,ebbrt,6,64,6,0x1500,135,262037.0,496479508.0,65048000418898.0,52706775,18818808555.0,2217785322,7600
9,linux,8,524288,8,0x1500,135,8148242.0,14127669439.0,5.755783474248812e+16,303792392695019,3.6226097367619544e+16,27438746881626817,454102
10,ebbrt,1,8192,40,0x1C00,135,475009.0,1184865876.0,281410977446442.0,11763341,12295251343.0,6147485336,10000
11,linux,2,65536,20,0x1500,135,1540062.0,2825232099.0,2175516298425069.0,1965135023746,261708943079453.0,205754495544012,47517
12,linux,0,65536,36,0x1000,135,1691917.0,3667054573.0,3102175985993220.5,9497888000694,1030921264635359.0,777457477883269,33905
13,linux,5,524288,60,0x1700,135,8364086.0,15083650445.0,6.308047475795914e+16,77920122032836,9717483594439752.0,7216448041097632,80638
14,linux,8,64,24,0x1700,135,392321.0,710129769.0,139299410551924.5,7849751914952,523861765052918.0,278957260592261,9984
15,ebbrt,4,8192,12,0x1600,135,353492.0,762654764.0,134796178917944.0,12350000,15376403858.0,5416411830,19459
16,ebbrt,0,8192,80,0xF00,135,942160.0,2371848137.0,1117330220377960.0,22807860,24213836800.0,12276576374,10000
17,linux,9,8192,20,0x1800,135,679256.0,1176165483.0,399458730660324.0,17619036499033,1507541571907957.0,894173016256207,19802
18,linux,1,8192,12,0x1B00,135,551191.0,866615700.0,238835387149350.0,1662948556073,149141186582559.0,88045433043717,20041
19,ebbrt,2,524288,20,0x1A00,135,7078159.0,13997061575.0,4.9536713680320216e+16,4780275828,6083129284742.0,4337308703584,225851
20,ebbrt,9,64,40,0x1D00,135,470668.0,1181896740.0,278140487411160.0,8913761,11711007385.0,5307810988,9986
21,ebbrt,8,64,20,0x1900,135,237504.0,590772891.0,70155462352032.0,4497696,5983346637.0,2717412415,9989
22,ebbrt,7,524288,16,0x1000,135,6022896.0,13799234053.0,4.1555675790438744e+16,5210146542,6420541124424.0,4600855465652,271253
23,ebbrt,2,64,36,0x1B00,135,425325.0,1065481442.0,226587947159325.0,8266989,10602244578.0,4762298549,9990
24,ebbrt,7,65536,40,0x1800,135,1405243.0,2945845609.0,2069814460563993.5,143522385,185460976183.0,180937237643,24816
25,ebbrt,7,65536,6,0xF00,135,911814.0,2083593981.0,949925081095767.0,156542042,194109214205.0,104407138490,87279
26,linux,0,64,4,0xF00,135,217341.0,476213994.0,51750412834977.0,68432154888,5883442728426.0,3297488328695,14998
27,ebbrt,5,524288,6,0xC00,135,5833292.0,13736391604.0,4.0064191626240184e+16,50884280976,12868061323032.0,4983260300481,407603
28,linux,7,8192,0,0x1700,135,502869.0,865878715.0,217711781766667.5,9584282172744,826391758424171.0,493170374446028,38865
29,linux,2,524288,32,0x1C00,135,9535255.0,14242169687.0,6.790135985940759e+16,513993392790324,6.215406734791558e+16,49052550542100480,148991
30,linux,6,65536,40,0x1500,135,1895250.0,3685080809.0,3492074701628625.0,18772912268890,2656104204245983.0,1818586099906895,30829
31,ebbrt,4,8192,24,0x1D00,135,296070.0,733500025.0,108583676200875.0,7650815,8009296432.0,3925483044,10330
32,ebbrt,0,8192,40,0x1500,135,474527.0,1184826311.0,281116037439948.5,11970069,12184334745.0,6083079210,10000
33,linux,9,524288,80,0x1100,135,7380351.0,15550741505.0,5.738496530858413e+16,483438031381695,5.754458642952729e+16,44624063852708578,64264
34,linux,5,64,20,0x1200,135,287309.0,591412150.0,84959016702175.0,4101550110028,277810074421930.0,148692028324512,10006
35,linux,7,65536,20,0x1D00,135,2008270.0,2912166057.0,2924207863645695.0,18012018018961,2490709951222707.0,1723272906484773,49018
36,ebbrt,4,524288,32,0x1200,135,6312035.0,13987368160.0,4.41443786919028e+16,4871685010,5990967146379.0,5810231680992,143420
37,ebbrt,4,64,6,0x1900,135,282801.0,484771543.0,68546938565971.5,50160313,19033911987.0,2173531237,7221
38,linux,6,8192,6,0x1800,135,492840.0,835573935.0,205902129062700.0,7958011000884,696556393310173.0,420229913008001,25901
39,ebbrt,9,64,80,0x1200,135,941128.0,2365583864.0,1113158605379296.0,16505660,22687082527.0,10220543409,9980
40,linux,0,65536,40,0x1C00,135,2457500.0,4002200229.0,4917703531383750.0,10452234041458,1140878804660164.0,858144750983341,33273
41,ebbrt,5,524288,80,0x1C00,135,7106608.0,14503253029.0,5.1534467000957816e+16,3732689551,4014446496603.0,4019982693608,61067
42,linux,9,8192,36,0x1500,135,795166.0,1555025330.0,618251635777390.0,23554591500161,2009313502971093.0,1191363457697780,14481
43,linux,5,524288,6,0x1500,135,8132041.0,14116888191.0,5.739955678081391e+16,18158638716544,2406633187080555.0,1631573562258135,460405
44,ebbrt,1,64,8,0x1B00,135,169504.0,324061642.0,27464872282784.0,4302088,4161149605.0,1455260193,9885
45,ebbrt,9,524288,6,0x1D00,135,8579428.0,13674039888.0,5.865772034411203e+16,7871580936,11454503572459.0,5233480792109,574022
46,ebbrt,7,524288,32,0xF00,135,5993070.0,13973460674.0,4.187196398076459e+16,4941401375,6049891809361.0,6037171909427,143819
47,ebbrt,1,8192,6,0x1100,135,309251.0,631111102.0,97585869702301.0,111692816,35510236886.0,5642415866,17143
48,ebbrt,7,524288,36,0x1800,135,7056952.0,14075082751.0,4.966359168491747e+16,4566706004,5805141086676.0,5516450580173,130058
49,linux,4,64,12,0xC00,135,261032.0,622016028.0,81183043910448.0,3224920341205,225792327898790.0,121684929982132,9988
50,linux,8,524288,20,0x1B00,135,9397647.0,13989216949.0,6.57328613465595e+16,315822032290364,3.785874282279053e+16,28666859167624039,234881
51,ebbrt,3,64,60,0x1D00,135,707358.0,1774982584.0,627774065326536.0,12844866,17258975725.0,7808016661,9989
52,linux,3,64,4,0x1D00,135,269171.0,390804935.0,52596677579442.5,965662907203,63898974882837.0,30167451074021,14968
53,ebbrt,7,8192,36,0x1500,135,425356.0,1065385150.0,226583982931700.0,10615751,10936143103.0,5412490355,10001
54,ebbrt,0,8192,24,0x1000,135,333979.0,830495863.0,138684088914438.5,9515267,10109758095.0,4926552565,11668
55,linux,0,524288,0,0x1B00,135,10681254.0,15575583710.0,8.318338290238618e+16,254246603501359,1.0533700079514341e+17,84938848350569661,916709
56,linux,6,65536,24,0x1200,135,1590782.0,3203619966.0,2548130488376706.0,15350276712090,2226576539518467.0,1524886515947044,44938
57,ebbrt,9,524288,6,0x1B00,135,8199258.0,13699052924.0,5.61610346397652e+16,7901470185,11349820514577.0,5242746213892,572342
58,ebbrt,7,64,28,0x1D00,135,330995.0,826599026.0,136800072305435.0,6335718,8342852875.0,3789300892,9988
59,linux,5,524288,60,0xC00,135,6950958.0,16208078558.0,5.633083665867928e+16,87214428009117,1.0735095269108736e+16,7965561254117818,87515
60,ebbrt,9,64,60,0x1B00,135,707537.0,1774855633.0,627888015002960.5,13597997,17394753045.0,7821794659,9990
61,linux,4,8192,8,0x1200,135,455516.0,917089743.0,208874525686194.0,5796589739157,519290628493017.0,312478053139732,25433
62,linux,4,524288,12,0x1700,135,8397344.0,13964852545.0,5.863383536482024e+16,851911549292737,1.0139283490859392e+17,80009395701220497,383141
63,ebbrt,6,65536,24,0xC00,135,1030555.0,2547048482.0,1312436774183755.0,121524988,135798956888.0,116289552344,34975
64,ebbrt,1,65536,36,0x1B00,135,1319070.0,2669617413.0,1760706120482955.0,128770062,173198241857.0,174872078615,24980
65,linux,4,64,6,0x1100,135,256375.0,540101491.0,69234259877562.5,2749595777866,191779591672798.0,103260063762022,9995
66,ebbrt,4,524288,40,0x1000,135,6248565.0,14370033753.0,4.4896044978907224e+16,4611825079,5332229026853.0,5029926760840,119373
67,linux,7,65536,28,0x1100,135,1596137.0,3319992090.0,2649581107278165.0,22157950437132,2967220826046109.0,2065699639901898,39878
68,linux,7,65536,36,0x1100,135,1718155.0,3629708737.0,3118201107510117.5,24293733276751,3250249253749576.0,2260721799561658,33551
69,ebbrt,1,65536,40,0x1700,135,1342963.0,2803637732.0,1882590869739958.0,128141169,168690152805.0,170326402178,23615
70,linux,0,64,0,0x1600,135,251335.0,446706486.0,56136487329405.0,4419213957,1519876808495.0,910623801660,14992
71,ebbrt,4,8192,8,0x1A00,135,346669.0,680026521.0,117872057004274.5,10731151,15154166999.0,5529680511,21901
72,linux,4,524288,16,0xC00,135,6934504.0,15942104257.0,5.527529286929176e+16,982786053940842,1.170900390112611e+17,92536360974365014,294491
73,linux,0,65536,40,0x1A00,135,2371689.0,4066254310.0,4821945309114795.0,10675565872874,1168025725107576.0,877473368964327,33764
74,ebbrt,0,8192,12,0x1600,135,353262.0,762902590.0,134752247374290.0,13805961,15710636428.0,5408272161,19378
75,ebbrt,4,524288,80,0x1700,135,7213709.0,15019311080.0,5.417246975579786e+16,3986736368,4315500209673.0,4359243149323,63232
76,linux,3,64,16,0x1600,135,272525.0,497264276.0,67758473408450.0,1950138311027,138876764024563.0,75278131307671,9995
77,linux,4,65536,12,0xF00,135,1344752.0,2892575723.0,1944898494327848.0,8062216232252,1096796624175135.0,760758998690902,69753
78,linux,8,64,60,0x1600,135,776378.0,1778012535.0,690204907949115.0,19847773265625,1314247398124546.0,697820917203011,9996
79,ebbrt,4,65536,80,0x1000,135,1490066.0,3557585150.0,2650518337059950.0,130653767,130133273508.0,123287328342,14988
80,linux,7,65536,16,0x1900,135,1696918.0,2757509852.0,2339634051518068.0,16890055730421,2332478299822887.0,1614145652043542,57653
81,ebbrt,8,64,16,0x1500,135,197518.0,474650085.0,46875967744515.0,5479656,5308124769.0,2167216130,9970
82,ebbrt,2,8192,6,0x1D00,135,344457.0,632311920.0,108902133513720.0,10873883,16092684792.0,5961702540,25813
83,linux,6,64,40,0x1A00,135,601064.0,1181861719.0,355187266134508.0,6452436387289,417416380814689.0,196675273505383,9969
84,linux,3,65536,28,0x1100,135,1511876.0,3137206600.0,2371533682790800.0,6054695794312,827509111603519.0,584152511771265,37711
85,ebbrt,6,64,24,0x1000,135,284510.0,707151218.0,100595796516590.0,5403290,7167518218.0,3229950325,9984
86,linux,1,64,12,0x1D00,135,308645.0,463853096.0,71582969407460.0,357233060298,27726471999061.0,13970411538881,9984
87,ebbrt,3,64,8,0x1800,135,284930.0,496845094.0,70783036316710.0,51976622,19629489189.0,2226820678,7276
88,linux,2,8192,60,0x1500,135,1124925.0,2343471354.0,1318114756449225.0,7706968042188,775376899351068.0,463797653816570,13096
89,linux,1,65536,32,0xF00,135,1667276.0,3666927172.0,3056889833811736.0,20003386295000,2261178054368982.0,1641533893441349,38427
90,linux,4,65536,12,0x1900,135,1601645.0,2580479610.0,2066506132479225.0,6975178116825,957068718323105.0,658408730244994,70473
91,ebbrt,4,8192,36,0x1500,135,426837.0,1065568882.0,227412112443117.0,10570794,10884545021.0,5406233783,10000
92,linux,0,65536,32,0x1B00,135,2117638.0,3331654779.0,3527619381446001.0,6784448157114,802736166535551.0,611471162109475,34954
93,ebbrt,3,8192,24,0xF00,135,287629.0,713046481.0,102546423141774.5,7448971,7564101788.0,3719182409,10061
94,linux,8,64,8,0x1700,135,279028.0,493388340.0,68834580866760.0,5322549487573,355458700558518.0,189102518033558,9988
95,ebbrt,4,64,12,0x1200,135,231214.0,460009574.0,53180326821418.0,49054736,18338262298.0,2088642096,8974
96,linux,3,64,20,0xC00,135,267317.0,644469755.0,86138860748667.5,2697322012229,187342744005974.0,101002520498877,9985
97,linux,3,65536,4,0x1800,135,1615772.0,2652617340.0,2143012412343240.0,3630148835623,492203962953879.0,354993075635396,101282
98,linux,5,64,20,0x1C00,135,379856.0,593807306.0,112780634013968.0,2847319651905,178753067380356.0,83072256846270,9995
99,linux,5,65536,32,0x1800,135,1908904.0,3306294665.0,3155699555598580.0,12742643662490,1830788142673912.0,1247778917128930,34617
100,linux,7,64,32,0x1600,135,480690.0,922878493.0,221809231400085.0,8935808299550,601150300528670.0,320578905602002,9700
101,ebbrt,8,65536,12,0x1700,135,1082557.0,2243396968.0,1214302545743588.0,120545003,152495797988.0,80500982885,54513
102,ebbrt,6,524288,12,0x1900,135,7190383.0,13714787282.0,4.9307286660554504e+16,5436657050,7438437406863.0,4054807916490,356711
103,linux,2,524288,28,0x1C00,135,9634018.0,14147684766.0,6.81495248469849e+16,505415692538726,6.1268503859101256e+16,48516287431889200,169654
104,ebbrt,5,524288,32,0x1D00,135,7882713.0,13926545976.0,5.488948250505645e+16,4781451384,6365451529454.0,6186347308198,143174
105,linux,3,524288,28,0x1D00,135,9872482.0,14139581878.0,6.97963837890406e+16,706960904494157,8.449880456397877e+16,66580601002242574,169635
106,linux,7,64,40,0x1700,135,587965.0,1178972170.0,346597185967025.0,11648636019512,777369200952276.0,413807288748616,9925
107,linux,9,524288,20,0x1D00,135,9794719.0,13962566089.0,6.837970568034199e+16,408913737823320,4.920959694789446e+16,38299033854253322,233554
108,linux,0,8192,32,0x1100,135,657967.0,1408189933.0,463271252823105.5,1871236255569,138377721380209.0,82186410629335,14653
109,linux,0,65536,8,0x1B00,135,1667857.0,2483008326.0,2070651408788691.0,1174002100452,211646463074671.0,143945594074238,89821
110,ebbrt,5,8192,36,0x1000,135,425168.0,1065497497.0,226507719902248.0,10852520,11016702906.0,5413227519,10006
111,linux,6,65536,12,0x1C00,135,1782737.0,2609183083.0,2325743610919085.5,11835555538117,1721994891431052.0,1174555941078370,71463
112,linux,7,524288,0,0xF00,135,8029278.0,17172277570.0,6.894049525134723e+16,233412038903248,2.7458132316323456e+16,20738082858783984,647182
113,linux,2,8192,60,0x1B00,135,1263433.0,2299748145.0,1452788849040892.5,7537066680969,757434352252143.0,453341856309046,12778
114,ebbrt,2,524288,36,0x1100,135,6212471.0,14000732336.0,4.348957180808113e+16,4678423900,6030168846335.0,6121112230776,129883
115,linux,4,65536,40,0xF00,135,1845234.0,4117840429.0,3799189583082693.0,13324607899359,1800896194274034.0,1255387993582108,34164
116,linux,4,524288,0,0x1700,135,10684417.0,15610324553.0,8.33936085147953e+16,271826725859751,1.0837714465386155e+17,87166636837783515,910951
117,linux,7,524288,16,0x1A00,135,9049969.0,13949344035.0,6.3120565543542456e+16,217618531833773,2.6309104605604816e+16,19999122080571613,288529
118,linux,8,8192,8,0x1C00,135,528397.0,793821698.0,209726501879053.0,9757729954126,868175272439308.0,517582920293677,25254
119,linux,8,524288,20,0x1800,135,8460961.0,14048349965.0,5.9431270584108184e+16,317118230261461,3.803002225712406e+16,28830873248210531,234515
120,ebbrt,6,64,40,0xF00,135,470718.0,1181896864.0,278170064014176.0,9102383,11732426288.0,5315369249,9984
121,linux,8,8192,24,0x1000,135,576354.0,1245668139.0,358972907292603.0,16285357311250,1421976586177460.0,847430128255373,17492
122,ebbrt,8,524288,32,0x1200,135,6318215.0,13993469026.0,4.4206872951054296e+16,4880990609,6018467717032.0,5839472998993,143460
123,ebbrt,9,65536,32,0x1600,135,1154776.0,2382888365.0,1375851147290620.0,110532122,139153552911.0,143980846557,24984
124,ebbrt,2,64,16,0x1900,135,204198.0,474626847.0,48458926451853.0,3715196,4819336463.0,2172752765,9980
125,linux,5,64,28,0x1000,135,376685.0,831286283.0,156566536755927.5,6014603237996,402207703538559.0,214860568155132,9987
126,linux,2,524288,4,0x1100,135,7560704.0,15041228626.0,5.686113871875635e+16,454925584681415,5.454678028144434e+16,44076412126486708,533304
127,linux,1,65536,80,0x1200,135,2869444.0,6302480019.0,9042306737819718.0,36568064550054,4109617503334797.0,2947251380934177,26544
128,linux,7,64,40,0xC00,135,480251.0,1184909626.0,284527016398063.0,11749855945663,785664977180905.0,418495884949028,9990
129,linux,1,65536,36,0x1B00,135,2139779.0,3477932467.0,3721003428152396.5,19250334191085,2171601572657455.0,1575181135532897,32097
130,ebbrt,9,64,40,0xF00,135,470943.0,1181896949.0,278303047426453.5,9061794,11772541248.0,5314463568,9988
131,ebbrt,2,65536,80,0x1C00,135,1502930.0,3539296991.0,2659657813341815.0,133625691,141466517985.0,135905287442,14907
132,ebbrt,7,64,28,0xC00,135,330546.0,826579016.0,136611193711368.0,6655089,8360675127.0,3790951169,9989
133,linux,9,8192,24,0x1700,135,609433.0,1084387150.0,330430656992975.0,16275030789981,1393778806344292.0,826888543518165,15222
134,linux,4,65536,16,0x1200,135,1457264.0,2903178660.0,2115348873393120.0,8531834817913,1139559566719472.0,798241071809249,59930
135,ebbrt,5,65536,6,0xF00,135,910542.0,2083560738.0,948584780749998.0,156464160,194302999551.0,104420493888,87367
136,ebbrt,2,524288,60,0xC00,135,5975562.0,14698077172.0,4.391463571103533e+16,4453294930,5042117637805.0,5796909517448,82505
137,linux,6,65536,80,0x1600,135,2950691.0,5978906977.0,8820953503435554.0,30084442407504,4239066532686407.0,2898329864743048,25176
138,linux,6,65536,0,0x1C00,135,1876928.0,2746042604.0,2577062126320256.0,11613068519247,1675179751487920.0,1133337290069399,149147
139,ebbrt,2,524288,80,0x1A00,135,7211961.0,14664323378.0,5.287926414676213e+16,3825423675,4119366809545.0,4154415675875,61745
140,ebbrt,4,65536,16,0x1D00,135,1220055.0,2294304948.0,1399589111666070.0,118620205,143219904641.0,93734817568,43805
141,linux,1,8192,8,0x1700,135,483115.0,844074134.0,203892437623705.0,1612784403508,141942990126557.0,83625639520582,25876
142,linux,2,524288,12,0xC00,135,7045123.0,16176337161.0,5.69821424943579e+16,524621111008265,6.374461516333992e+16,50700675180472853,356085
143,ebbrt,2,8192,36,0x1900,135,426315.0,1065314710.0,227079820296825.0,10655658,10970378062.0,5430041024,10001
144,linux,5,8192,36,0x1D00,135,1004469.0,1578703707.0,792879466933291.5,13450871703148,1178520620510070.0,709430525973576,14691
145,linux,1,64,28,0x1C00,135,517121.0,817533102.0,211381767619671.0,650289347683,54200972312655.0,27988614944520,9797
146,ebbrt,6,65536,24,0x1000,135,1081382.0,2524058744.0,1364735846352104.0,122490369,147217446303.0,123979867418,34498
147,linux,4,524288,1,0x1900,135,8644433.0,14624858432.0,6.321180442495453e+16,806664614771521,9.441059094194931e+16,73647921662301282,97045
148,ebbrt,4,8192,32,0x1100,135,379386.0,948541570.0,179931696038010.0,9820152,9947678711.0,4903324662,10007
149,ebbrt,3,8192,8,0xC00,135,362009.0,855330330.0,154818638716485.0,194058792,48681193774.0,6102014714,20225
150,ebbrt,5,8192,60,0x1500,135,708961.0,1777963583.0,630253419883631.5,18680415,18976535832.0,9120992132,10000
151,ebbrt,3,65536,40,0x1600,135,1312935.0,2767836296.0,1816994573644380.0,124276719,162528089313.0,165639903657,23313
152,linux,6,524288,16,0x1800,135,8593113.0,13972829934.0,6.003505327632227e+16,124856463998999,1.5623963352762144e+16,11941779072645770,291465
153,ebbrt,9,524288,40,0xC00,135,5833814.0,14309264515.0,4.17387938286551e+16,4740934212,5782319649066.0,6224062093066,119479
154,linux,9,65536,40,0xC00,135,1734057.0,4141976321.0,3591211516632148.5,35499772870509,4929119542520195.0,3411598088881996,34795
155,linux,6,8192,1,0x1B00,135,1930021.0,3717888134.0,3587801087135407.0,32781225340736,2889321009404090.0,1731759544966513,10027
156,linux,5,524288,28,0xF00,135,6877536.0,14673124926.0,5.045747245553117e+16,57995506723198,7591780688636740.0,5774387388284285,175322
157,ebbrt,8,524288,60,0x1000,135,6174734.0,14310669582.0,4.418228901537059e+16,4232265458,5173436453221.0,5773986332513,80282
158,ebbrt,7,8192,20,0x1800,135,301970.0,751214544.0,113422127925840.0,9132422,9747580163.0,4589416611,12707
159,linux,6,524288,36,0x1D00,135,9522427.0,14236670149.0,6.778382610846581e+16,149841451981341,1.842623917928278e+16,13830659159515956,133086
160,ebbrt,6,8192,32,0x1500,135,379038.0,948557848.0,179769734795112.0,9698596,9851594612.0,4898727873,10004
161,ebbrt,7,65536,24,0x1A00,135,1141398.0,2514894453.0,1435247749432647.0,121894831,145700348162.0,115153470692,34892
162,linux,5,8192,8,0x1700,135,479817.0,837868417.0,201011755119844.5,6054726254902,567051421663430.0,340470174159389,25861
163,ebbrt,8,65536,60,0x1700,135,1686683.0,3558975642.0,3001431856387743.0,124140898,275877780844.0,402115738160,19992
164,linux,2,65536,28,0x1D00,135,2091058.0,3074697158.0,3214685044906582.0,2931881401507,349708527378364.0,274964467992991,36952
165,ebbrt,4,64,20,0x1500,135,237198.0,590824436.0,70071187285164.0,4506322,5994425327.0,2714153844,9986
166,ebbrt,9,64,12,0x1C00,135,169060.0,365148010.0,30865961285300.0,2830078,4023456171.0,1676414914,9965
167,linux,1,8192,80,0x1900,135,1235703.0,2375101232.0,1467459858843048.0,5104391456608,507950560646293.0,301027037353158,10010
168,ebbrt,8,65536,28,0x1A00,135,1196292.0,2322541028.0,1389218625734088.0,106593583,126369267168.0,109568451537,27722
169,ebbrt,6,524288,12,0x1800,135,7043032.0,13712525220.0,4.828887696263352e+16,5462222343,7443441372305.0,4100137320883,356713
170,ebbrt,8,524288,12,0xF00,135,6324861.0,13889918835.0,4.392590296632846e+16,35924857404,13330170377981.0,3885078861435,279551
171,ebbrt,9,65536,6,0x1200,135,970048.0,2076306747.0,1007058603656928.0,153395963,200425503325.0,103514560640,88222
172,ebbrt,7,64,16,0x1B00,135,202338.0,472090344.0,47760908012136.0,3535395,4767260769.0,2151904879,9985
173,ebbrt,8,64,8,0x1000,135,189131.0,404205469.0,38223892278719.5,30641090,12567690622.0,1827774295,8827
174,linux,2,64,12,0x1600,135,277359.0,503980972.0,69891829206474.0,1419022199139,98107973661009.0,52711910609833,9982
175,linux,2,65536,1,0x1700,135,2186409.0,3890909080.0,4253559315346860.0,43951376561,7378059345404.0,4474292002156,53833
176,ebbrt,7,65536,28,0x1B00,135,1208287.0,2301159341.0,1390230458329433.5,105609368,126306540113.0,110741062008,27478
177,linux,9,524288,24,0x1700,135,8214201.0,14114404533.0,5.796927791468657e+16,419292578247713,5.046703752451218e+16,39165418813600382,197265
178,linux,6,8192,6,0x1500,135,477239.0,883071503.0,210718080510108.5,8404265788470,736234377148127.0,444157207721649,26704
179,linux,6,64,0,0x1200,135,215597.0,437404894.0,47151591465859.0,3317901911119,228274460500840.0,122407823673660,15019
180,ebbrt,7,64,24,0x1700,135,284318.0,710206792.0,100962287343928.0,5213250,7092425190.0,3252775827,9993
181,linux,7,524288,20,0x1B00,135,9397659.0,13991322158.0,6.574283730001406e+16,225022640134886,2.7238824527440944e+16,20837316712591347,235027
182,ebbrt,2,65536,16,0x1D00,135,1221793.0,2292578305.0,1400528062500432.5,119251432,143966081980.0,94261666100,43804
183,ebbrt,7,8192,28,0x1800,135,332515.0,829486730.0,137908390012975.0,8680787,8803945928.0,4336919094,10017
184,linux,6,524288,16,0x1000,135,7045527.0,14500194517.0,5.108075598738773e+16,131980879488930,1.6500366793497632e+16,12588384810010815,298456
185,linux,4,524288,28,0x1000,135,6982130.0,14497764360.0,5.06126377354434e+16,939343374385562,1.1183981296648765e+17,88344017424872111,174000
186,ebbrt,7,8192,24,0xF00,135,293225.0,730750294.0,107137127479075.0,7657216,7889978313.0,3894392500,10268
187,linux,4,65536,20,0x1800,135,1703176.0,2877690201.0,2450606442889188.0,8800899028382,1161722483342970.0,818356238382015,48467
188,linux,2,8192,60,0x1200,135,995364.0,2196317586.0,1093067728835652.0,7235795975498,729175741022755.0,436105607176320,12271
189,linux,2,524288,4,0xC00,135,7189123.0,16524894410.0,5.939974923775122e+16,499278041167673,5.987574598618553e+16,48329663754696840,496038
190,ebbrt,9,65536,36,0x1800,135,1281836.0,2668040357.0,1709995089527726.0,129401124,163639448330.0,158401310878,24988
191,linux,0,8192,60,0x1A00,135,1204019.0,2239519180.0,1348211821792210.0,3197179606763,248517422036545.0,147432762791168,12435
192,ebbrt,1,524288,24,0x1500,135,6654851.0,13970197048.0,4.648478989753992e+16,4528620787,6007917377499.0,5382402917500,187237
193,linux,9,524288,80,0x1D00,135,9501939.0,15447251939.0,7.338942282100486e+16,471409115633344,5.619080294940009e+16,43606851750897539,64448
194,ebbrt,9,64,8,0x1600,135,274735.0,505418323.0,69428051484702.5,54188719,19887910509.0,2263621437,7424
195,ebbrt,1,65536,16,0x1C00,135,1191870.0,2276096459.0,1356405543294165.0,118422046,140510229336.0,92891892865,43716
196,ebbrt,8,64,8,0x1200,135,167959.0,330118606.0,27723195472577.0,26308906,10701103459.0,1514218650,9848
197,linux,4,8192,8,0x1C00,135,530330.0,796769959.0,211275506178235.0,4902021551350,444046981577993.0,266847546707835,25355
198,linux,4,524288,4,0x1200,135,7586097.0,14727271289.0,5.586125427183452e+16,857113932535629,1.0090257982783755e+17,79448247648002163,542213
199,linux,3,64,32,0x1100,135,432849.0,937499378.0,202897834133961.0,4091279947231,283363678378714.0,152759303770820,9849
200,linux,8,64,6,0x1100,135,255723.0,541094939.0,69185210542948.5,5816691398660,387980912423125.0,206331955294115,9993
201,ebbrt,2,65536,80,0x1000,135,1504731.0,3557587276.0,2676605929701378.0,136307507,149964022843.0,153451425911,14995
202,linux,7,524288,80,0x1A00,135,8943992.0,15627222191.0,6.988487512926323e+16,282937646099318,3.344064915391117e+16,25422415767343735,65012
203,linux,8,64,16,0x1800,135,284484.0,489405666.0,69614040743172.0,3287274499512,215783770557716.0,101993120074111,9985
204,linux,0,8192,20,0x1A00,135,722098.0,1176033226.0,424605620214074.0,529602082424,63788153547817.0,41377331742895,19815
205,ebbrt,4,8192,80,0x1900,135,944758.0,2371861267.0,1120417453444193.0,24526136,25448509138.0,12567541493,10000
206,linux,7,8192,6,0x1700,135,492319.0,855263474.0,210531229128103.0,9578390310145,829712730170062.0,495463618519183,26463
207,linux,5,8192,6,0x1900,135,498244.0,820474559.0,204398263087198.0,5847537985785,547385757461198.0,328537776164451,25664
208,ebbrt,7,65536,32,0x1000,135,1025319.0,2375894956.0,1218025120195482.0,107647606,127137988894.0,127042685644,24980
209,ebbrt,6,8192,12,0x1A00,135,354414.0,753579102.0,133539491928114.0,10634150,15118154568.0,5182757650,19689
210,linux,6,64,4,0x1A00,135,257565.0,411343022.0,52973782730715.0,2230604872743,140358389693385.0,65292714108727,15023
211,ebbrt,8,64,28,0xC00,135,330244.0,826495815.0,136472641964430.0,6590958,8368638231.0,3791878414,9988
212,ebbrt,4,64,60,0x1000,135,705338.0,1774974473.0,625978472418437.0,13506055,17419146093.0,7822450554,9991
213,ebbrt,6,8192,36,0x1500,135,426934.0,1065390217.0,227425653452339.0,10623474,10818066187.0,5408734262,10000
214,ebbrt,5,8192,6,0x1D00,135,345505.0,635380149.0,109763509190122.5,10825903,16172244150.0,5988868953,25749
215,linux,5,65536,40,0x1200,135,1938737.0,4064310972.0,3939815030461182.0,15992034827883,2306955138572563.0,1567822896841341,33608
216,linux,1,524288,0,0x1600,135,10875580.0,15825789673.0,8.605732082594267e+16,266789320461699,1.0878442625130694e+17,87622686012273690,912419
