sys i itr dvfs rapl lat50 lat75 lat90 lat99 requests time joule ins cyc refcyc llcm c3 c6 c7 START_RDTSC END_RDTSC
ebbrt 8 36 0x1900 135 121.0 122.0 123.0 128.0 246086 30.1 783.24 23292836596 34300166188 2027631624 18108738 0 0 302586 82193513296948 82280802723376
ebbrt 9 36 0x1900 135 121.0 122.0 123.0 128.0 246148 30.1 783.52 23342760362 34368458815 2030084907 18018742 42108 0 293393 82322497064946 82409786673050
ebbrt 0 36 0x1700 135 122.0 123.0 125.0 129.0 245325 30.1 743.18 23318050148 34087333985 2079771004 17933647 35032 0 243397 82451416474161 82538706764199
ebbrt 1 36 0x1700 135 122.0 123.0 125.0 129.0 245385 30.1 743.44 23364501953 34168200454 2082325271 17972720 63916 0 191458 82580495088524 82667783172509
ebbrt 2 36 0x1700 135 122.0 123.0 125.0 130.0 245296 30.1 743.27 23381415744 34171764734 2082746640 18093349 57623 0 292378 82709463510836 82796752232410
ebbrt 3 36 0x1700 135 121.0 123.0 124.0 129.0 245234 30.1 742.92 22990392708 33998099449 2076828781 17964906 0 0 172637 82838454807885 82925747405781
ebbrt 4 36 0x1700 135 121.0 123.0 125.0 129.0 245587 30.1 743.34 23148569179 34035990302 2077550346 17866667 33118 0 263842 82967265137763 83054555195100
ebbrt 5 36 0x1700 135 121.0 123.0 125.0 129.0 245445 30.1 743.84 23238828706 34048368351 2078088147 17919250 37961 0 213179 83096177858545 83183466446782
ebbrt 6 36 0x1700 135 121.0 123.0 125.0 129.0 245672 30.1 743.76 23380438010 34053168585 2077941237 17970261 52374 0 318826 83225074045044 83312363178206
ebbrt 7 36 0x1700 135 121.0 123.0 124.0 129.0 245624 30.1 744.0 23407198901 34028924267 2077339927 17999937 37816 0 176117 83354033697577 83441323486946
ebbrt 8 36 0x1700 135 121.0 123.0 124.0 129.0 245648 30.1 743.68 23066372204 33947917218 2074288590 17952869 0 0 223590 83482836337948 83570125244224
ebbrt 9 36 0x1700 135 121.0 123.0 124.0 129.0 245583 30.1 743.19 23169223357 33960142128 2074814179 18002833 29812 0 220487 83611831779860 83699120360189
ebbrt 0 36 0x1500 135 124.0 126.0 127.0 132.0 241766 30.1 701.81 23012182755 33414780461 2115741735 17760720 64148 0 247138 83740814915300 83828106682263
ebbrt 1 36 0x1500 135 124.0 126.0 127.0 132.0 241659 30.1 701.97 23042832394 33404354290 2115242792 17797089 65656 0 272803 83869941276580 83957230303551
ebbrt 2 36 0x1500 135 124.0 125.0 127.0 132.0 241243 30.0 699.3 22999802382 33253466380 2107214758 17543229 49967 0 156542 83998809938518 84085810635862
ebbrt 3 36 0x1500 135 123.0 125.0 127.0 132.0 242137 30.1 701.48 22966120966 33324739403 2112730909 17769701 37671 0 192821 84127224122934 84214513505857
ebbrt 4 36 0x1500 135 124.0 126.0 127.0 132.0 241635 30.1 701.59 22864764366 33503140241 2118852706 17747568 51591 0 177712 84256219161980 84343509217070
ebbrt 5 36 0x1500 135 124.0 126.0 128.0 132.0 241540 30.1 701.81 22975903693 33595740962 2122046572 17651670 51591 0 162893 84385199391995 84472489921157
ebbrt 6 36 0x1500 135 124.0 126.0 127.0 132.0 241541 30.1 701.39 23025385027 33547388897 2120042034 17662263 77401 0 242411 84514199830646 84601488066433
ebbrt 7 36 0x1500 135 124.0 126.0 128.0 132.0 241005 30.1 701.5 22835437672 33636405927 2123155978 17728232 37758 0 141839 84643031766400 84730321470464
ebbrt 8 36 0x1500 135 124.0 126.0 128.0 132.0 240883 30.1 701.41 22878850804 33617551665 2122332176 17637237 38135 0 201463 84771809458208 84859101743489
ebbrt 9 36 0x1500 135 124.0 126.0 128.0 132.0 241067 30.1 701.29 22944267382 33612413964 2121997167 17690628 73602 0 221270 84900726722364 84988016718445
ebbrt 0 36 0x1300 135 127.0 129.0 130.0 135.0 250966 30.1 668.46 23922299266 34741438717 2228793669 18292486 27289 0 191922 85029607187273 85116896078919
ebbrt 1 36 0x1300 135 127.0 129.0 130.0 135.0 248443 30.1 667.99 23675794756 34314963615 2214557907 18189047 27057 0 173391 85158526675247 85245815762269
ebbrt 2 36 0x1300 135 126.0 128.0 130.0 134.0 254276 30.1 669.07 23905910100 34922741940 2234975820 18467770 63104 0 218602 85287572812977 85374863869991
ebbrt 3 36 0x1300 135 126.0 128.0 130.0 134.0 256321 30.1 669.63 24187267480 35252032177 2246191402 18751087 271295 0 325380 85416489929357 85503781032857
ebbrt 4 36 0x1300 135 127.0 129.0 130.0 135.0 252312 30.1 669.09 23999902144 34900805400 2234343296 18416480 88798 0 89987 85545296015669 85632584909175
ebbrt 5 36 0x1300 135 127.0 129.0 130.0 135.0 247990 30.1 667.79 23607532729 34526681348 2222031603 18242797 73979 0 148016 85673986102528 85761278556395
ebbrt 6 36 0x1300 135 127.0 129.0 130.0 135.0 250038 30.1 667.88 23829533689 34477970280 2219667655 18298677 33437 0 237742 85802599335127 85889888201615
ebbrt 7 36 0x1300 135 127.0 129.0 130.0 135.0 249356 30.1 667.97 23411878412 34584106455 2223484826 18280685 37584 0 156339 85931330876411 86018620030434
ebbrt 8 36 0x1300 135 127.0 129.0 130.0 135.0 250755 30.1 668.0 23653410089 34728423398 2228562090 18206134 76357 0 146131 86060326258177 86147615693227
ebbrt 9 36 0x1300 135 127.0 128.0 130.0 135.0 248750 30.1 667.93 23571143208 34317016243 2214345033 18144494 26999 0 132385 86189187592215 86276477512407
ebbrt 0 36 0x1100 135 79.0 130.0 131.0 136.0 297261 30.1 640.95 28217026841 39762921792 2535406820 21630774 2213628 0 9620750 86317996908728 86405287504360
ebbrt 1 36 0x1100 135 78.0 129.0 131.0 136.0 297923 30.1 641.19 28285046023 39782011543 2536163608 21550835 2540400 0 10327625 86446246158700 86533534602268
ebbrt 2 36 0x1100 135 78.0 129.0 131.0 136.0 303549 30.1 641.9 28771263396 40495916735 2565856182 22033647 3422290 0 10198285 86574498465142 86661790785729
ebbrt 3 36 0x1100 135 77.0 129.0 131.0 136.0 307573 30.1 643.22 29197526711 41184764054 2594649616 22248453 3562186 0 11722873 86702752781343 86790040876454
ebbrt 4 36 0x1100 135 77.0 129.0 131.0 136.0 315610 30.1 644.54 29955051744 42058458172 2630868773 22780692 5021437 0 12609345 86830997136064 86918287881254
ebbrt 5 36 0x1100 135 77.0 129.0 131.0 135.0 317024 30.1 644.62 30011051731 42303743452 2641210784 22860041 4406985 0 11340479 86959237925836 87046526616934
ebbrt 7 36 0x1100 135 78.0 130.0 131.0 137.0 300082 30.1 641.87 28558880415 40387226687 2561466892 21607904 3281901 0 10962638 87215719040826 87303009589176
ebbrt 8 36 0x1100 135 78.0 82.0 131.0 136.0 334857 30.1 648.2 31999220847 45263803922 2763887398 24146514 9959818 0 15293266 87343974121532 87431265378838
ebbrt 9 36 0x1100 135 79.0 131.0 132.0 137.0 306910 30.1 643.45 29342081476 41877611220 2623646809 22013947 3424465 0 10319447 87472031459830 87559321496756
ebbrt 0 36 0xf00 135 85.0 88.0 89.0 97.0 344390 30.1 618.25 32624529508 45132992329 3009004435 24404908 0 0 5534534 87600281918640 87687571462426
ebbrt 1 36 0xf00 135 85.0 88.0 89.0 97.0 343405 30.1 618.79 32553862809 45125167761 3008511558 24088074 0 0 6570240 87727028592188 87814319544274
ebbrt 2 36 0xf00 135 86.0 88.0 90.0 98.0 342122 30.1 618.68 32281200300 45123493547 3008375883 24156303 0 0 5567942 87853804690010 87941093535090
ebbrt 3 36 0xf00 135 85.0 88.0 90.0 97.0 343105 30.1 618.81 32399346635 45121768920 3008279277 24172623 0 0 6649468 87980586819206 88067876273398
ebbrt 4 36 0xf00 135 85.0 87.0 89.0 97.0 345657 30.1 618.7 32489305196 45122874171 3008345241 24291391 0 0 6375766 88107200497815 88194493850915
ebbrt 5 36 0xf00 135 85.0 87.0 89.0 97.0 345858 30.1 618.74 32529559799 45130954114 3008879689 24225997 0 0 5546511 88233903732531 88321192500531
ebbrt 6 36 0xf00 135 86.0 88.0 90.0 98.0 342446 30.1 618.61 32348215287 45118619996 3008102565 24146969 0 0 7769216 88360660099797 88447948982214
ebbrt 7 36 0xf00 135 86.0 88.0 90.0 98.0 342328 30.1 618.82 32417909076 45122813651 3008380699 24101130 0 0 7889653 88487416294553 88574705689409
ebbrt 8 36 0xf00 135 85.0 87.0 89.0 97.0 345503 30.1 618.79 32828450104 45124632141 3008448309 24224010 0 0 5590620 88614180557248 88701471000057
ebbrt 9 36 0xf00 135 85.0 88.0 90.0 97.0 342656 30.1 618.49 32578558734 45126545087 3008569278 23931892 0 0 4987101 88740939645568 88828233599275
ebbrt 0 36 0xd00 135 98.0 101.0 103.0 110.0 300466 30.1 581.22 28601444957 39125379976 3009658065 21089288 0 0 1422421 88867817440976 88955106364386
ebbrt 1 36 0xd00 135 97.0 100.0 102.0 110.0 302580 30.1 581.33 28828756381 39126635870 3009751516 21158172 0 0 940876 88994637049345 89081926602528
ebbrt 2 36 0xd00 135 98.0 101.0 103.0 110.0 299894 30.1 581.16 28520709935 39128300983 3009872649 20982167 0 0 442337 89121410448462 89208700699148
ebbrt 3 36 0xd00 135 97.0 99.0 101.0 109.0 304043 30.1 581.3 29051655278 39125632820 3009679980 21357987 0 0 1889089 89248178108494 89335468890912
ebbrt 4 36 0xd00 135 97.0 100.0 102.0 110.0 302223 30.1 581.07 28801708181 39124218029 3009571979 21391527 0 0 1486801 89375041357779 89462329994436
ebbrt 5 36 0xd00 135 98.0 100.0 102.0 110.0 300848 30.1 581.27 28765102610 39127028132 3009776605 21086317 0 0 668653 89501689679882 89588982684072
ebbrt 6 36 0xd00 135 98.0 101.0 102.0 110.0 299442 30.0 579.29 28550006063 38997332276 2999801152 21049346 0 0 841174 89628468842248 89715469467552
ebbrt 7 36 0xd00 135 98.0 101.0 103.0 111.0 298482 30.1 580.99 28542910252 39120644871 3009286073 20871364 0 0 558366 89754847558283 89842138443506
ebbrt 8 36 0xd00 135 98.0 101.0 103.0 110.0 299609 30.1 581.04 28294066639 39119176206 3009178098 21097283 0 0 876786 89881623234158 89968912845042
ebbrt 9 36 0xd00 135 98.0 101.0 103.0 110.0 300294 30.1 581.46 28457297344 39126752039 3009759212 20985225 0 0 866752 90008496021103 90095785378196
ebbrt 0 40 0x1d00 135 121.0 122.0 123.0 126.0 244922 30.1 882.23 23388107622 35191211432 1954344604 18117718 54317 0 272629 90135311688943 90222602472404
ebbrt 1 40 0x1d00 135 121.0 122.0 123.0 128.0 245968 30.1 882.07 23350958808 35308918655 1958415553 18071511 0 0 388484 90264127241922 90351418109162
ebbrt 2 40 0x1d00 135 121.0 122.0 123.0 128.0 245988 30.1 881.72 23515172884 35416527431 1962044662 17991851 0 0 405043 90392936128998 90480226879498
ebbrt 3 40 0x1d00 135 121.0 122.0 123.0 128.0 245974 30.1 881.38 23611241004 35346338363 1959644387 18160535 123946 0 401157 90521745403090 90609034860972
ebbrt 4 40 0x1d00 135 121.0 122.0 123.0 128.0 246062 30.1 881.29 23593811124 35534616780 1966146871 18088713 0 0 427982 90650754302490 90738044461251
ebbrt 5 40 0x1d00 135 121.0 122.0 123.0 128.0 245960 30.1 881.23 23462896600 35445584849 1963107808 18078970 51185 0 258709 90779708113510 90866996982600
ebbrt 6 40 0x1d00 135 121.0 122.0 123.0 128.0 245990 30.1 881.49 23326716401 35360602088 1960131353 17918121 84999 0 346898 90908703218778 90995992274738
ebbrt 7 40 0x1d00 135 121.0 122.0 123.0 128.0 245989 30.1 881.41 23515361828 35322937815 1958831042 17938635 0 0 325496 91037659982502 91124949849592
ebbrt 8 40 0x1d00 135 121.0 122.0 123.0 128.0 245981 30.1 882.51 23575887200 35374387255 1960647227 18174598 0 0 304355 91166689639938 91253980134638
ebbrt 9 40 0x1d00 135 121.0 122.0 123.0 128.0 246024 30.1 881.44 23654365872 35350131422 1959885993 18038084 0 0 396778 91295658134344 91382946320002
ebbrt 0 40 0x1b00 135 121.0 122.0 123.0 129.0 246095 30.1 833.85 23231060126 35228073227 2006051801 18101462 0 0 427605 91424585548742 91511877477268
ebbrt 1 40 0x1b00 135 121.0 122.0 123.0 129.0 246097 30.1 833.34 23426824182 35297252468 2008477164 18025627 51475 0 373781 91553468030461 91640757930190
ebbrt 2 40 0x1b00 135 121.0 122.0 123.0 129.0 246129 30.1 833.57 23558479170 35182704897 2004301332 18111938 93815 0 553668 91682265037576 91769556163312
ebbrt 3 40 0x1b00 135 121.0 122.0 123.0 129.0 246202 30.1 833.65 23668708950 35533557456 2017018833 17996270 53215 0 442685 91811259745552 91898548522436
ebbrt 4 40 0x1b00 135 121.0 122.0 123.0 129.0 246040 30.1 833.2 23124402625 35175791188 2004165942 18014122 0 0 462782 91940239292260 92027529382614
ebbrt 5 40 0x1b00 135 121.0 122.0 123.0 129.0 246103 30.1 833.81 23506856196 35290900901 2008262411 18084362 0 0 403854 92069234690922 92156524922348
ebbrt 6 40 0x1b00 135 121.0 122.0 123.0 129.0 246119 30.1 833.77 23504683053 35092384537 2000958681 18006420 0 0 415599 92198060930070 92285349340474
ebbrt 7 40 0x1b00 135 121.0 122.0 123.0 129.0 246131 30.1 833.99 23588124431 35043049844 1999159209 18145697 0 0 454227 92327032523984 92414323616126
ebbrt 8 40 0x1b00 135 121.0 122.0 123.0 129.0 246085 30.1 834.05 23591520015 35205815395 2005448795 18096187 38831 0 418905 92456007177601 92543296660098
ebbrt 9 40 0x1b00 135 121.0 122.0 123.0 129.0 246029 30.1 834.07 23455933731 35078962982 2000727695 18150857 0 0 422994 92585003964473 92672294992880
ebbrt 0 40 0x1900 135 121.0 122.0 124.0 130.0 246044 30.1 785.49 23281154013 35072067950 2055695352 18041346 88247 0 514576 92713987601208 92801276148826
ebbrt 1 40 0x1900 135 121.0 122.0 124.0 130.0 245984 30.1 785.8 23475107422 35137756516 2058173868 18088242 51852 0 519187 92842781977966 92930071491900
ebbrt 2 40 0x1900 135 121.0 122.0 124.0 130.0 246169 30.1 785.76 23584081900 35202314621 2060182345 18213951 79576 0 500685 92971590921950 93058881293767
ebbrt 3 40 0x1900 135 121.0 122.0 124.0 129.0 245364 30.0 783.19 23590617069 34999270298 2050509099 18030578 86043 0 540560 93100579786220 93187580761616
ebbrt 4 40 0x1900 135 121.0 122.0 124.0 130.0 246055 30.1 785.76 23402442926 35044486907 2054856666 18151096 0 0 457881 93229008373455 93316297948202
ebbrt 6 40 0x1900 135 121.0 122.0 124.0 130.0 246118 30.1 785.74 23507778278 35077144335 2055731114 18068624 147929 0 686372 93486812013386 93574100585197
ebbrt 7 40 0x1900 135 121.0 122.0 124.0 130.0 246024 30.1 785.52 23708637548 35092062920 2056465624 18142462 98571 0 505586 93615795790430 93703084308938
ebbrt 8 40 0x1900 135 121.0 122.0 124.0 129.0 246150 30.1 784.83 23635504870 34822691640 2046805111 17949000 79054 0 504919 93744790401400 93832079491700
ebbrt 9 40 0x1900 135 121.0 122.0 123.0 129.0 246065 30.1 784.82 23223797130 34762256076 2044562416 18058359 0 0 446107 93873767274165 93961057736488
ebbrt 0 40 0x1700 135 122.0 123.0 125.0 131.0 244768 30.1 744.06 23225884806 34272402377 2085693588 17878852 59711 0 385874 94002762498476 94090053070803
ebbrt 1 40 0x1700 135 122.0 124.0 126.0 131.0 243807 30.1 744.61 23335117684 34445587832 2092307284 17807143 58522 0 413714 94131763026418 94219051446674
ebbrt 2 40 0x1700 135 122.0 124.0 126.0 132.0 243801 30.1 744.82 23374475898 34540164247 2095225251 17848846 73457 0 432535 94260563373979 94347852563492
ebbrt 3 40 0x1700 135 122.0 124.0 126.0 132.0 243515 30.1 744.55 22891336894 34612290370 2097618166 17841227 60465 0 371838 94389542901586 94476835708420
ebbrt 4 40 0x1700 135 122.0 124.0 126.0 132.0 243238 30.1 744.64 23174216579 34657578507 2099110867 17936127 134705 0 457330 94518359039461 94605649441383
ebbrt 5 40 0x1700 135 122.0 124.0 126.0 132.0 243484 30.1 744.44 23265104146 34626767221 2098119730 17996399 71978 0 394516 94647451595423 94734740270779
ebbrt 6 40 0x1700 135 122.0 124.0 126.0 132.0 243707 30.1 744.4 23349144936 34612696323 2097706063 17819532 60088 0 410147 94776321539582 94863611122759
ebbrt 7 40 0x1700 135 122.0 124.0 126.0 132.0 243224 30.1 744.74 23322156984 34626182123 2098246494 17751090 69368 0 442366 94905310186958 94992600578097
ebbrt 8 40 0x1700 135 123.0 124.0 126.0 132.0 242942 30.1 744.61 23106852154 34733441285 2101540121 17850372 79953 0 382481 95034310148640 95121599447804
ebbrt 9 40 0x1700 135 122.0 124.0 126.0 132.0 243413 30.1 744.43 23217066780 34565895904 2096235802 17874357 70615 0 406870 95163111097263 95250400301367
ebbrt 1 40 0x1500 135 125.0 127.0 129.0 134.0 240239 30.1 701.96 23110189318 33762488479 2125701127 17584487 90480 0 534934 95421121091803 95508408687100
ebbrt 2 40 0x1500 135 125.0 127.0 129.0 134.0 239739 30.1 701.89 23107662138 33783320079 2126659003 17423472 39991 0 294756 95550187984763 95637476068623
ebbrt 3 40 0x1500 135 125.0 127.0 129.0 134.0 239749 30.1 701.83 22964045166 33739873935 2125438752 17535052 88740 0 303601 95679127066855 95766417012149
ebbrt 4 40 0x1500 135 125.0 127.0 129.0 134.0 239596 30.1 701.59 22806657274 33746558914 2125270348 17483458 80214 0 328831 95807980229877 95895270178686
ebbrt 5 40 0x1500 135 125.0 127.0 129.0 133.0 238897 30.0 699.07 22939451548 33519331962 2115140458 17558400 82418 0 402694 95936855825411 96023856826720
ebbrt 6 40 0x1500 135 125.0 127.0 129.0 134.0 239890 30.1 701.41 23002959687 33748369350 2125385926 17585032 42398 0 274108 96065293715448 96152582290499
ebbrt 7 40 0x1500 135 125.0 127.0 129.0 134.0 240054 30.1 701.39 22914701420 33718097299 2124439838 17733465 75371 0 328048 96194284856423 96281574991319
ebbrt 8 40 0x1500 135 125.0 127.0 129.0 134.0 240021 30.1 701.46 22914763719 33681333507 2123437201 17621055 38222 0 284490 96323080010064 96410372695420
ebbrt 9 40 0x1500 135 124.0 126.0 128.0 133.0 240396 30.1 701.19 23033491673 33578616925 2120106431 17524862 74501 0 276776 96452186058422 96539476247741
ebbrt 0 40 0x1300 135 128.0 130.0 132.0 137.0 243085 30.1 665.74 23310064825 33983422266 2197001827 17785434 100920 0 348174 96581237657056 96668526294891
ebbrt 1 40 0x1300 135 128.0 130.0 132.0 137.0 242488 30.1 664.81 23119091617 33859984058 2193233352 17731106 52490 0 236466 96709860554706 96797150903793
ebbrt 2 40 0x1300 135 128.0 131.0 132.0 138.0 247535 30.1 666.19 23594060650 34716648931 2220137146 18073446 443903 0 759336 96838473000749 96925763880519
ebbrt 3 40 0x1300 135 128.0 131.0 132.0 137.0 238573 30.1 665.48 22787189406 33691038726 2190578556 17488777 123308 0 321262 96967392268411 97054680641911
ebbrt 4 40 0x1300 135 128.0 131.0 132.0 138.0 242970 30.1 665.72 23275305031 34216106123 2205797252 17769676 263726 0 749563 97096462380333 97183751598989
ebbrt 5 40 0x1300 135 129.0 131.0 133.0 138.0 248246 30.1 666.4 23867174651 34968008809 2228943493 18041348 68324 0 404637 97225074228255 97312363865725
ebbrt 6 40 0x1300 135 129.0 131.0 133.0 138.0 247796 30.0 663.93 23576638010 34894813516 2223237788 18100875 141027 0 417049 97353882699847 97440886710263
ebbrt 7 40 0x1300 135 129.0 131.0 133.0 138.0 254263 30.1 667.15 24167060588 35773620612 2254704106 18427658 104458 0 505035 97482313942159 97569604387823
ebbrt 8 40 0x1300 135 129.0 131.0 133.0 138.0 248276 30.1 667.04 23740395478 35095361338 2233968583 18263393 51852 0 402056 97611109712632 97698399412105
ebbrt 9 40 0x1300 135 128.0 131.0 133.0 138.0 262722 30.1 668.33 25186257763 36961975013 2294269779 19093702 71195 0 328599 97739910233057 97827200769839
ebbrt 0 40 0x1100 135 78.0 82.0 134.0 141.0 332770 30.1 646.66 31664632985 45028280656 2746962379 23937175 21960772 0 38602944 97868536876978 97955827779333
ebbrt 2 40 0x1100 135 78.0 80.0 131.0 142.0 348302 30.1 650.93 33084215820 47713612084 2860852682 24900871 65265312 0 67481086 98124838113246 98212130660084
ebbrt 3 40 0x1100 135 79.0 131.0 135.0 141.0 314378 30.1 643.24 29967203425 42967849503 2661981272 22667764 13800259 0 29225185 98252535595200 98339824514903
ebbrt 4 40 0x1100 135 78.0 80.0 133.0 142.0 338168 30.1 647.5 32046210820 45847264611 2781264864 24378681 44630739 0 71457885 98380780021847 98468068496516
ebbrt 5 40 0x1100 135 78.0 82.0 134.0 141.0 330770 30.1 645.76 31431302803 44731832397 2734810700 23910424 29232870 0 41976543 98508655734248 98595944880954
ebbrt 6 40 0x1100 135 78.0 97.0 134.0 141.0 325095 30.1 644.7 30886264047 43951751635 2702235492 23334135 28168425 0 41060549 98636826595370 98724116323866
ebbrt 7 40 0x1100 135 78.0 131.0 134.0 141.0 313323 30.1 642.53 29774843604 42629312329 2647746293 22718992 14406562 0 31256055 98764960339852 98852250669368
ebbrt 8 40 0x1100 135 78.0 90.0 134.0 141.0 325437 30.1 644.62 30707494915 43995176559 2703759729 23502045 20372094 0 33924461 98893322356160 98980613734022
ebbrt 9 40 0x1100 135 77.0 80.0 133.0 141.0 342261 30.1 648.09 32222878169 46171707001 2794918409 24378973 32546758 0 43765930 99021457877742 99108748160068
ebbrt 0 40 0xf00 135 86.0 88.0 90.0 98.0 342752 30.1 618.54 32159274314 45123862743 3008456232 24053018 0 0 10175549 99149574764247 99236864874767
ebbrt 1 40 0xf00 135 86.0 88.0 90.0 98.0 340055 30.0 616.61 31838785932 44964619312 2997853503 23578230 0 0 10907596 99276280989335 99363282329095
ebbrt 2 40 0xf00 135 85.0 88.0 90.0 98.0 342479 30.1 618.74 32345393093 45115935234 3007950583 24244809 0 0 11425217 99402770051414 99490059133687
ebbrt 3 40 0xf00 135 86.0 88.0 90.0 98.0 340774 30.1 618.41 32400125403 45115346177 3007882840 23986978 0 0 9580759 99529618969747 99616911730215
ebbrt 4 40 0xf00 135 86.0 88.0 90.0 98.0 342388 30.1 618.75 32566587068 45120703053 3008236683 24225832 0 0 9496630 99656367908345 99743656822316
ebbrt 5 40 0xf00 135 86.0 89.0 90.0 99.0 338301 30.0 616.5 32164474290 44963084108 2997796930 23746921 0 0 13081871 99783142003126 99870143532305
ebbrt 6 40 0xf00 135 86.0 88.0 90.0 98.0 342083 30.1 618.16 32495729170 45112477666 3007723490 24118424 0 0 11339754 99909515438136 99996804602877
ebbrt 7 40 0xf00 135 87.0 89.0 91.0 98.0 338655 30.1 618.28 32134739977 45118503300 3008094400 24005321 0 0 9582064 100036285850324 100123575457672
ebbrt 8 40 0xf00 135 86.0 89.0 90.0 98.0 339467 30.1 618.15 32177111877 45121685208 3008292912 23798765 0 0 9012649 100163160431755 100250451062995
ebbrt 9 40 0xf00 135 87.0 89.0 91.0 98.0 337502 30.0 616.69 31759905736 44973576368 2998401386 23565503 0 0 8216947 100289994742853 100376999270848
ebbrt 0 40 0xd00 135 99.0 101.0 103.0 111.0 297641 30.1 581.43 28021890529 39126431516 3009732871 20907601 0 0 970949 100416510363565 100503799377146
ebbrt 1 40 0xd00 135 99.0 102.0 104.0 112.0 296345 30.1 581.36 27935337244 39127675290 3009825814 20803364 0 0 695217 100543338584221 100630628261486
ebbrt 2 40 0xd00 135 99.0 102.0 104.0 112.0 295725 30.1 581.29 27901796797 39128330799 3009875090 20748269 0 0 506688 100670103199555 100757393884704
ebbrt 3 40 0xd00 135 99.0 102.0 104.0 112.0 295578 30.1 581.26 28065037132 39127794035 3009837698 20660023 0 0 801096 100796856283758 100884147443597
ebbrt 4 40 0xd00 135 100.0 102.0 104.0 112.0 294921 30.1 581.06 27879923644 39120255126 3009252553 20567219 0 0 232029 100923620833938 101010909981636
ebbrt 6 40 0xd00 135 100.0 103.0 104.0 112.0 294996 30.1 581.28 28024644278 39126587127 3009740859 20754909 0 0 347043 101177168241069 101264455371298
ebbrt 7 40 0xd00 135 99.0 101.0 103.0 111.0 297905 30.1 581.39 28402743626 39118714091 3009138301 20777668 0 0 799762 101303891065460 101391179781772
ebbrt 8 40 0xd00 135 99.0 102.0 104.0 112.0 296241 30.1 581.38 28249954922 39127733204 3009829607 20828614 0 0 491289 101430661882530 101517951052062
ebbrt 9 40 0xd00 135 99.0 102.0 104.0 112.0 295630 30.1 581.36 28160265482 39127972980 3009847265 20863275 0 0 462753 101557536753984 101644826490606
ebbrt 0 80 0x1d00 135 162.0 164.0 166.0 171.0 183812 30.1 786.61 17724693944 27235429272 1330922305 13570268 0 0 913500 101684372949514 101771663734930
ebbrt 1 80 0x1d00 135 163.0 164.0 166.0 171.0 183765 30.1 785.51 17467781133 26954770345 1320843051 13531547 0 0 934148 101812807813482 101900096672362
ebbrt 2 80 0x1d00 135 163.0 164.0 166.0 171.0 183791 30.1 786.21 17721869717 27124833507 1326931464 13614513 0 0 984260 101941353480811 102028642600184
ebbrt 3 80 0x1d00 135 162.0 164.0 166.0 171.0 183728 30.1 784.51 17356767969 26870558121 1317652664 13447689 0 0 958827 102069849038058 102157140993352
ebbrt 4 80 0x1d00 135 163.0 164.0 166.0 171.0 183176 30.0 782.71 17643471481 26910054223 1317929614 13684546 162023 0 1321095 102198290335170 102285291072950
ebbrt 5 80 0x1d00 135 163.0 164.0 166.0 171.0 183808 30.1 785.5 17675932975 27096125508 1325745893 13477826 133777 0 1083701 102326490178146 102413778496314
ebbrt 6 80 0x1d00 135 163.0 164.0 166.0 171.0 183797 30.1 785.31 17548421124 27074289285 1324812071 13546044 0 0 745706 102454974118714 102542263970130
ebbrt 7 80 0x1d00 135 163.0 164.0 166.0 171.0 183806 30.1 785.44 17673499269 26898190701 1318927292 13514271 16588 0 922171 102583374716036 102670664336868
ebbrt 8 80 0x1d00 135 163.0 164.0 166.0 171.0 183734 30.1 785.88 17586827592 26798104310 1315708755 13615956 0 0 949721 102711823560846 102799112203110
ebbrt 9 80 0x1d00 135 163.0 164.0 166.0 171.0 183747 30.1 785.69 17636518725 26707910144 1312721776 13589161 164082 0 1041564 102840207201850 102927495462524
ebbrt 0 80 0x1b00 135 163.0 164.0 166.0 171.0 183961 30.1 751.14 17739084348 26810075310 1351117136 13638542 206132 0 794484 102968812981500 103056102385692
ebbrt 1 80 0x1b00 135 163.0 164.0 166.0 171.0 183914 30.1 751.17 17623710835 26785388420 1350024088 13668482 60175 0 794716 103097320126020 103184610909204
ebbrt 2 80 0x1b00 135 163.0 164.0 166.0 171.0 183344 30.0 748.59 17679182555 26722333242 1346632143 13556034 37584 0 1156868 103225749792852 103312750551692
ebbrt 3 80 0x1b00 135 163.0 164.0 166.0 171.0 183894 30.1 750.89 17569529496 26733050688 1348150234 13600656 207466 0 865679 103353818847818 103441110134686
ebbrt 4 80 0x1b00 135 163.0 164.0 166.0 171.0 183913 30.1 750.62 17740161250 26759760072 1349141421 13618822 222227 0 1378631 103482358943660 103569648220058
ebbrt 5 80 0x1b00 135 163.0 164.0 166.0 171.0 183851 30.1 750.0 17682218460 26764897225 1349284575 13560372 39672 0 1244709 103610860194456 103698150283616
ebbrt 6 80 0x1b00 135 163.0 164.0 166.0 171.0 183913 30.1 750.39 17616268413 26788877289 1350254172 13559300 0 0 723753 103739288957816 103826577697188
ebbrt 7 80 0x1b00 135 163.0 164.0 166.0 171.0 183969 30.1 750.3 17689635776 26765332527 1349430785 13592559 36395 0 863533 103867718722332 103955007574796
ebbrt 8 80 0x1b00 135 163.0 164.0 166.0 171.0 183888 30.1 749.56 17508915174 26657993505 1345452148 13595374 201376 0 1255381 103996266185726 104083556485912
ebbrt 9 80 0x1b00 135 163.0 164.0 166.0 171.0 183930 30.1 749.64 17685120933 26686378777 1346496507 13513761 204914 0 884181 104124779791986 104212070626903
