sys i itr dvfs rapl QPS time joule ins cyc refcyc llcm c3 c6 c7 read_5th read_10th read_50th read_90th read_95th read_99th RDTSC_START RDTSC_END
linux 1 50 0x1700 135 599679.7 30.01 3219.76 452926469895 819930042808 1034157710387 1649985616 2866202501 0 1345716017893 56.8 61.6 85.2 111.7 121.8 161.9 226034591772424 226121606618795
linux 2 50 0x1700 135 599835.7 30.01 3249.32 450047493236 819844219436 1034074481054 1652320730 3245327534 0 1319117111608 56.7 61.4 84.7 110.9 120.3 155.6 226372356243165 226459372037265
linux 3 50 0x1700 135 599816.0 30.01 3258.85 533787052063 853023867943 1075936708142 1653429276 3199038372 0 1303172672329 57.5 62.3 85.8 111.9 121.2 156.5 226710569114383 226797584597808
linux 4 50 0x1700 135 599762.0 30.01 3226.31 496630676696 840920930117 1060621953171 1687576625 3075193118 0 1301798330661 56.8 61.6 85.1 111.5 121.0 156.6 227049825443838 227136840809622
linux 0 100 0x1d00 135 200047.3 30.01 3137.45 239135460927 368114438135 402881539723 470924003 2924936926 0 536564571516 51.0 57.3 100.3 141.0 151.3 171.9 77856003664576 77943018340501
linux 1 100 0x1d00 135 199913.1 30.0 3129.22 218668995797 361884381298 397319585121 500939860 3287121290 0 555464610320 51.2 57.5 100.5 141.0 151.3 171.1 78086048350113 78173062332221
linux 2 100 0x1d00 135 199944.3 30.0 3301.56 205858277988 353982719830 387595592801 440653226 2428278750 0 552029042264 51.4 57.2 100.2 141.2 151.5 171.0 78316015901668 78403030284581
linux 3 100 0x1d00 135 200040.9 30.01 3120.41 237167816877 370160176722 404638079206 495855431 3775036517 0 540955119287 52.0 58.0 101.4 141.9 152.1 171.9 78545165594199 78632180355064
linux 4 100 0x1d00 135 199906.1 30.0 3140.74 194628627823 350010470672 384466733269 460164185 2770114075 0 556137241395 51.3 57.3 100.7 141.3 151.6 171.2 78775736825757 78862750443348
linux 0 100 0x1d00 135 399851.6 30.01 3561.36 315657244136 548494303664 554647706217 757664919 2782903249 0 582952557309 55.2 61.2 101.6 139.9 148.2 162.3 81305413092642 81392427778019
linux 1 100 0x1d00 135 400032.5 30.0 3534.79 344472781688 563164602265 569108701130 807465248 3602228794 0 566998521582 55.5 61.6 102.0 140.1 148.5 162.1 81548601476990 81635615856756
linux 2 100 0x1d00 135 400072.1 30.01 3525.69 331540970258 554598497408 560799968463 759283995 3073918220 0 561198533501 55.2 61.2 101.7 139.8 148.1 161.4 81782790380198 81869805023829
linux 3 100 0x1d00 135 400097.3 30.01 3546.68 328654275058 554837380156 561159311494 781110327 2915733515 0 569040094902 55.6 61.9 101.9 140.1 148.6 162.9 82016531891538 82103546769104
linux 4 100 0x1d00 135 400005.0 30.01 3537.3 346421062953 561549432871 567787665493 770280015 3119032099 0 568096510650 55.5 61.6 101.9 140.1 148.5 162.7 82249601513855 82336616113238
linux 0 100 0x1d00 135 600013.6 30.01 3902.65 456043122971 753175482782 754897485794 1200286543 3637290867 0 592359750207 58.7 65.7 105.7 143.8 151.9 167.7 84823862513193 84910877385710
linux 1 100 0x1d00 135 599893.5 30.01 3887.69 427152535826 736982607837 738657930364 1164865305 2864504899 0 586050814794 60.1 67.0 106.4 145.4 153.0 169.0 85063218135392 85150233270198
linux 2 100 0x1d00 135 599833.0 30.01 3866.4 460535254844 752169144150 753429374656 1186238664 3167052474 0 561224083835 58.7 65.7 105.5 143.2 151.8 168.0 85297287434921 85384302710766
linux 3 100 0x1d00 135 600224.2 30.01 3907.44 421096786851 737410824546 739107708938 1179793035 2559488438 0 590482324775 58.5 65.4 105.4 143.3 151.9 168.2 85532115803057 85619130524906
linux 4 100 0x1d00 135 599867.1 30.01 3872.75 437663805304 740294609769 742566054116 1139195306 3000215068 0 578649542993 58.4 65.3 105.0 142.9 151.9 168.6 85765973845606 85852988623633
linux 0 100 0x1b00 135 199976.9 30.0 2885.76 218716837374 355294650004 409965584526 453493889 2709786187 0 600269923433 51.7 57.7 100.6 141.1 151.1 170.3 127493966409605 127580980433420
linux 1 100 0x1b00 135 200036.9 30.01 2910.35 212919567684 355504296287 409665557225 476565927 3240213964 0 593652097449 53.4 59.2 102.5 143.5 152.6 171.4 127731846860003 127818861633062
linux 2 100 0x1b00 135 200024.5 30.01 2891.86 203941858834 349760669797 404075797800 456032939 2414060398 0 599157437816 52.1 58.1 101.0 141.7 151.6 170.7 127968980080934 128055995724820
linux 3 100 0x1b00 135 199976.4 30.0 2905.28 249327005070 369967643782 425642024046 475851767 3687715603 0 586431013059 51.7 57.7 100.5 141.1 151.0 170.2 128205351250623 128292365001890
linux 4 100 0x1b00 135 200090.5 30.01 2914.2 212812768430 356452062012 407906673092 487210790 3030274322 0 598277425247 52.9 58.7 101.5 142.0 151.6 170.0 128442678106332 128529693002705
linux 0 100 0x1b00 135 399826.2 30.01 3246.3 337090820878 555630561522 601797073902 802869818 3062389328 0 600654419904 57.4 63.8 104.2 142.3 150.8 165.9 131047408869521 131134423762385
linux 1 100 0x1b00 135 399875.2 30.01 3278.97 344632595656 552595784806 598971979597 751492973 2822906632 0 602207867689 56.5 62.8 102.9 141.2 149.8 163.8 131286566281911 131373581328099
linux 2 100 0x1b00 135 400151.5 30.01 3255.09 319571120485 545780150063 591831036939 781729119 3158649347 0 624941746107 56.7 63.2 103.9 141.6 150.3 164.7 131526720601022 131613735349086
linux 3 100 0x1b00 135 399738.3 30.01 3281.22 320295032268 542991379010 588464501875 739774794 3230081219 0 637904324244 56.2 62.7 103.1 140.9 149.6 164.2 131767400275814 131854415159157
linux 4 100 0x1b00 135 399835.3 30.01 3236.19 353262123127 560523532918 607160593394 798950642 3733626518 0 594754705840 57.7 64.4 104.4 142.5 151.0 165.9 132009196714309 132096212162491
linux 0 100 0x1b00 135 599685.7 30.01 3592.57 437943353486 740944104038 797103585109 1215059272 2954708094 0 622948478406 60.2 67.4 107.2 146.2 153.6 170.6 134649550615332 134736565283770
linux 1 100 0x1b00 135 599876.6 30.01 3610.58 424226426422 737164317763 792901123740 1230629432 2544023666 0 624475060707 60.7 67.8 108.2 146.9 154.4 171.5 134889965558010 134976980635861
linux 2 100 0x1b00 135 599790.4 30.0 3596.28 459640367450 747735733946 803997060414 1192120682 3157739501 0 621576955277 60.3 67.4 107.5 146.6 154.0 170.8 135130257021369 135217271443827
linux 3 100 0x1b00 135 599731.5 30.01 3612.46 432604629333 741190444241 796766099639 1240238946 3376847609 0 620689553682 60.7 67.8 107.5 146.7 154.2 171.2 135370385298414 135457400533565
linux 4 100 0x1b00 135 599971.6 30.01 3604.37 461302399633 754520011991 811324643476 1260597731 3663576264 0 602945521752 61.3 68.7 108.6 147.5 154.5 171.0 135610119209585 135697134196771
linux 0 100 0x1900 135 199899.6 30.01 2684.42 222135475406 355431949041 434259308361 490032945 3645685149 0 668074675330 52.8 58.8 101.6 142.1 151.5 169.6 178413650707730 178500666251356
linux 1 100 0x1900 135 199922.3 30.01 2694.48 221045490709 355157674222 433778375928 482321130 3438621872 0 653026019429 53.7 59.8 102.3 143.2 152.1 170.2 178658033053431 178745048187688
linux 2 100 0x1900 135 199898.2 30.01 2684.83 220948932640 355400939216 432844099603 486893289 4082473231 0 660288429921 52.9 59.0 101.3 141.8 151.3 170.3 178900922588031 178987937947460
linux 3 100 0x1900 135 199905.7 30.0 2675.83 252023087316 367973644029 448440509012 496703677 3187823811 0 640045919811 53.6 59.6 102.3 143.1 152.0 170.4 179145238854871 179232252853817
linux 4 100 0x1900 135 199823.9 30.01 2672.05 249851589225 367264192439 446443147642 492296426 2974521358 0 637653048582 53.4 59.2 101.8 141.9 151.3 169.5 179389232469752 179476247488619
linux 0 100 0x1900 135 399670.0 30.01 2989.22 324088236709 543537458222 634255868841 771254033 2771517443 0 685501574193 59.2 66.2 106.8 145.6 152.7 168.3 182076684303548 182163699206136
linux 1 100 0x1900 135 400086.7 30.01 3009.23 314099252914 536105628547 625646896854 740361793 3168686769 0 681501264574 57.9 64.6 104.7 142.7 151.1 165.8 182324845100281 182411860349296
linux 2 100 0x1900 135 399898.0 30.2 3028.63 341448866367 550225244496 642040894191 769839147 3424471496 0 652333325661 58.4 65.0 105.2 143.9 151.9 167.3 182572598397582 182660166716635
linux 3 100 0x1900 135 399871.6 30.0 3025.59 314837635193 538161764499 627967805714 750025158 2699914645 0 686566038565 58.2 65.0 105.5 143.8 151.7 167.2 182820394751651 182907408566872
linux 4 100 0x1900 135 399963.5 30.01 2994.37 341204938381 549839816535 641526758527 768509031 3712799066 0 678272418001 58.3 65.0 105.3 143.7 151.7 166.9 183068225026749 183155240145539
linux 0 100 0x1900 135 599974.6 30.21 3323.26 439015860783 743741290959 863494800388 1316265170 3681329948 0 651291250304 62.7 70.8 110.8 150.1 157.7 180.3 185803252425706 185890858343915
linux 1 100 0x1900 135 600022.8 30.01 3342.61 437624686677 744684340383 864720199709 1342860003 3474251040 0 673089576977 62.7 70.5 110.4 150.0 157.1 180.3 186051276914905 186138291507769
linux 2 100 0x1900 135 599928.7 30.01 3347.78 445410643416 741446360607 860665896846 1267969744 3112634699 0 679313520785 62.4 70.2 110.0 149.5 156.2 178.8 186300033630387 186387048456207
linux 3 100 0x1900 135 599928.6 30.01 3451.01 444283037808 742425853806 861943423667 1298047936 3300798502 0 671784545744 64.3 72.2 111.5 151.0 158.8 179.8 186547960309232 186634976123178
linux 4 100 0x1900 135 599747.5 30.01 3471.46 431900493028 743905089030 863441545513 1348587208 3637926634 0 663015571361 62.8 70.5 110.7 150.2 157.8 179.9 186796799396097 186883814286610
linux 0 100 0x1700 135 199870.1 30.01 2450.81 194883012785 339884031023 445542490379 478646421 2782563833 0 696214088498 54.3 60.2 102.8 143.3 151.9 169.0 230784035641494 230871050284323
linux 1 100 0x1700 135 199925.4 30.0 2471.16 220927119501 352182140465 459258753750 488234212 3589731302 0 692064199692 54.4 60.4 102.6 143.1 151.7 168.5 231035873201830 231122887497800
linux 2 100 0x1700 135 199876.6 30.01 2468.69 192912216436 339788866563 444348192775 472665575 2777708711 0 695738538610 54.9 60.8 103.7 144.8 152.6 169.5 231286757711945 231373772851989
linux 3 100 0x1700 135 200006.6 30.01 2457.55 227435511274 354726840692 462825019615 479925885 2988538711 0 683962203530 54.0 60.0 102.3 143.1 151.8 168.9 231537978237830 231624993550730
linux 4 100 0x1700 135 200110.6 30.01 2486.88 234273529484 358039101310 466748139035 499755968 3934176047 0 691950053401 53.9 59.8 102.5 142.9 151.6 168.3 231788906455756 231875921255596
linux 0 100 0x1700 135 399973.0 30.01 2793.71 329155952394 541214398179 684848706067 775832516 3063759143 0 712585256658 60.0 66.8 107.2 145.7 153.1 168.9 234563098446060 234650113964213
linux 1 100 0x1700 135 399933.7 30.0 2783.25 359258392608 552229103811 699019739695 771536023 2729666267 0 696524950547 60.0 67.1 107.2 146.3 153.3 168.9 234818511968498 234905526404724
linux 2 100 0x1700 135 400111.3 30.01 2770.6 354084673924 550270925300 696365797938 781838285 3274479755 0 703489983961 59.8 66.8 107.1 146.4 153.2 168.6 235074419679345 235161434683169
linux 3 100 0x1700 135 399557.2 30.01 2796.3 331597493565 540896835657 684629828857 768148576 2937361715 0 707442263983 59.7 66.6 106.9 145.9 153.2 169.0 235329382001077 235416396569609
linux 4 100 0x1700 135 399739.1 30.01 2811.97 331989437149 541614206246 685415051243 767843771 3455556161 0 723355666128 61.1 68.2 108.3 147.5 154.0 169.6 235583635895510 235670651211407
linux 0 100 0x1700 135 600350.4 30.0 3095.61 458190653423 754000878965 951077360421 1470149672 4180637970 0 722021126438 66.0 74.1 114.4 154.0 165.3 191.5 238387890011527 238474904455209
linux 1 100 0x1700 135 599875.4 30.0 3076.55 401233169292 728323190365 918701035044 1431725696 3528851051 0 742189771170 65.7 73.9 113.9 153.8 165.1 189.0 238644519014376 238731533204452
linux 2 100 0x1700 135 600334.8 30.01 3064.28 443212235366 741970821258 935957866887 1394375112 4059376645 0 717657714779 64.9 73.2 113.4 153.2 164.1 189.4 238900481850385 238987496887312
linux 3 100 0x1700 135 599973.9 30.01 3097.34 410455378645 733363306896 925039606978 1454652913 3585580445 0 733079207324 65.3 73.7 113.9 153.8 165.2 188.8 239156252571507 239243267942502
linux 4 100 0x1700 135 599965.7 30.0 3231.95 441967234104 742265714515 936269467044 1401542327 3368060986 0 707064422345 65.1 73.3 113.6 153.3 164.2 188.9 239411892657106 239498906915610
linux 0 200 0x1d00 135 199919.9 30.0 3006.31 186041417775 320709640244 365379100686 407952971 2641271628 0 335817156231 67.6 80.0 161.9 240.3 251.4 277.2 88337298139787 88424311519446
linux 1 200 0x1d00 135 199993.7 30.0 3004.6 176705286849 320769142343 363465979966 459395601 2795176281 0 343661028932 65.5 78.3 159.5 238.4 249.8 275.8 88535673236004 88622686178836
linux 2 200 0x1d00 135 199939.6 30.0 3013.4 169907759278 316126020587 358174048221 439223570 2473046456 0 340942354042 66.2 78.5 161.0 239.0 250.0 275.5 88734741863550 88821754871056
linux 3 200 0x1d00 135 199973.1 30.0 3007.97 189369794897 325604208738 366964489593 457897430 3101167113 0 335119375341 65.9 78.5 159.5 238.9 249.8 275.5 88932662209582 89019675771295
linux 4 200 0x1d00 135 199866.1 30.0 2992.13 168127702541 317395997675 358843106873 458983193 3177889716 0 339717292455 65.4 78.0 160.1 239.2 250.3 276.5 89131284009378 89218296998489
linux 0 200 0x1d00 135 400114.7 30.01 3391.28 265396919418 479758754379 500604835706 712722018 2315757474 0 352313455331 68.7 81.2 161.8 238.2 249.6 275.7 91320434757041 91407449771661
linux 1 200 0x1d00 135 399758.0 30.0 3388.33 290245647426 491771101495 510338878875 709057168 3164027774 0 341693644079 67.8 79.5 159.6 236.7 248.4 273.7 91519674689945 91606688245215
linux 2 200 0x1d00 135 399782.5 30.0 3393.62 264794617344 477404150615 497419253856 696225644 2536795764 0 355507234524 67.6 79.8 160.2 237.2 248.9 274.6 91719014795192 91806028160569
linux 3 200 0x1d00 135 399854.9 30.0 3414.18 296891011382 494766328634 512026093742 739045511 3496396774 0 343223636490 68.8 80.3 160.7 237.4 248.9 274.7 91919064860744 92006077524291
linux 4 200 0x1d00 135 400075.7 30.0 3529.06 284135261891 488659295840 511890154734 708773120 2863290553 0 342568542788 68.3 80.3 160.4 238.4 250.0 275.9 92118726458068 92205739949874
linux 0 200 0x1d00 135 600040.0 30.0 3709.7 375108596167 653743492358 670167451369 1180257441 2327726934 0 351401477889 71.6 84.1 164.2 239.7 254.3 288.9 94314147529805 94401160878090
linux 1 200 0x1d00 135 600161.0 30.0 3668.72 389433401663 652145898611 690367182042 1180100435 2791374410 0 353181853313 77.0 92.4 172.4 248.3 268.1 301.7 94514337697962 94601351141170
linux 2 200 0x1d00 135 600133.6 30.0 3744.76 393194339093 660538524657 669822242793 1186972171 3168346309 0 356946280876 70.5 82.9 162.1 238.3 251.1 279.4 94715079966062 94802093718288
linux 3 200 0x1d00 135 599658.0 30.0 3706.01 379761981245 652104499553 668898325587 1123129198 2460343847 0 351850136309 70.0 82.6 162.1 238.7 252.0 287.2 94914960066070 95001974092572
linux 4 200 0x1d00 135 599803.6 30.0 3707.51 397845570254 658269154368 673602738502 1121387961 3314563787 0 338842373997 71.2 84.1 164.7 240.9 255.7 290.9 95115632665690 95202646345120
linux 0 200 0x1b00 135 199850.6 30.0 2780.88 190634636687 323168867005 384614631471 456066093 3671464554 0 364436541990 66.6 78.9 160.2 239.5 250.4 275.9 138256859308148 138343872598065
linux 1 200 0x1b00 135 200012.4 30.0 2775.36 164798927663 310503655579 370780987990 414786505 2553493065 0 370802412929 66.0 78.6 160.4 238.9 250.2 275.8 138459306470510 138546319184605
linux 2 200 0x1b00 135 200099.8 30.0 2762.9 179504830111 315686666099 376140285923 408775114 2811655067 0 367421246640 66.8 79.1 161.3 239.3 250.3 275.3 138662585365139 138749599480676
linux 3 200 0x1b00 135 200072.5 30.0 2790.13 186915313739 320072987900 380178195173 426254013 3034137267 0 375166009550 66.3 78.7 160.1 238.8 250.1 276.3 138867207134134 138954220600993
linux 4 200 0x1b00 135 200248.8 30.0 2798.41 169580413545 313895121719 372681599531 430110258 2424417313 0 374984633777 67.1 79.1 161.1 239.3 250.0 275.8 139070985576857 139157999459552
linux 0 200 0x1b00 135 400028.3 30.0 3098.81 283948454490 482803989121 535512642510 735080069 2906690010 0 382676367722 69.4 81.9 161.1 238.0 249.5 274.5 141306772839602 141393785769090
linux 1 200 0x1b00 135 399944.2 30.0 3121.83 297285484770 491109806388 546661331257 752941010 3526562197 0 370782389676 69.3 82.0 162.7 239.1 250.3 276.2 141511330752136 141598343726819
linux 2 200 0x1b00 135 400076.9 30.0 3101.44 274178200191 479612720094 532735332578 727514572 2633567633 0 368587521805 69.6 81.7 161.8 238.5 250.1 276.0 141716360805401 141803373995240
linux 3 200 0x1b00 135 399989.3 30.0 3130.9 294789976426 488515144638 541686005417 723035325 3145101649 0 360971453877 69.9 82.2 162.2 238.6 249.9 275.5 141920168168008 142007181158392
linux 4 200 0x1b00 135 400111.4 30.0 3106.62 282636050262 482898025149 535019770284 738273740 2812751760 0 360402248866 70.0 81.8 161.3 238.1 249.8 276.1 142124360604614 142211374346375
linux 0 200 0x1b00 135 599773.2 30.0 3433.53 368680033889 649958000739 710419495362 1261451150 2820186374 0 386464697636 73.9 87.8 167.2 243.5 260.3 294.4 144362576080605 144449589924305
linux 1 200 0x1b00 135 599822.6 30.0 3445.12 363462642440 640886617417 698536161534 1188933902 2736469754 0 392968084023 74.1 87.4 166.9 242.7 259.0 292.9 144566368075455 144653380931336
linux 2 200 0x1b00 135 600074.7 30.0 3450.88 395004082230 654479961170 710009017327 1148448996 3265328167 0 370607541861 71.4 84.0 163.4 238.5 251.2 283.0 144771616687143 144858630036876
linux 3 200 0x1b00 135 599863.5 30.0 3407.13 378642969255 648559888702 711356425216 1202112754 2695769675 0 376985229952 73.5 87.0 167.1 243.1 259.6 293.9 144976151247845 145063165556099
linux 4 200 0x1b00 135 599841.9 30.0 3406.2 392013070141 654729074545 729443710658 1282625506 2876868672 0 371788698521 79.4 95.2 174.6 250.2 270.1 302.9 145180764608855 145267778683980
linux 0 200 0x1900 135 199978.2 30.0 2563.98 191198945419 318659271063 401628343873 446752862 3194122930 0 395090232335 68.3 80.5 161.7 239.9 250.5 275.4 189535835885695 189622849821005
linux 1 200 0x1900 135 200069.3 30.0 2564.89 181295100080 316948492810 398251333632 459894562 2696419942 0 388031909546 68.3 80.3 161.8 239.9 250.5 275.0 189744624750643 189831638552235
linux 2 200 0x1900 135 199930.1 30.01 2562.58 175714539189 313500020544 394889627561 444465047 2834619036 0 389666484947 67.4 79.6 161.5 239.6 250.3 274.9 189953564530436 190040579148136
linux 3 200 0x1900 135 199862.4 30.0 2558.14 179493957236 315179661942 396924561128 448067413 2807732614 0 393879209387 67.6 80.2 162.0 240.0 250.7 275.4 190161315085984 190248327109243
linux 4 200 0x1900 135 199998.7 30.0 2548.08 184749054571 316766814826 398752077821 445493518 3372744979 0 389151126353 68.3 80.2 162.5 239.8 250.4 275.5 190370759186620 190457772487013
linux 0 200 0x1900 135 400194.9 30.0 2903.23 265299748487 470270435959 561432342376 714094836 2661408706 0 405651616504 74.8 87.7 167.5 243.6 258.0 286.9 192656222821425 192743236824554
linux 1 200 0x1900 135 399785.8 30.0 2909.15 289613951796 481618224969 573921609222 722255176 2909444488 0 394722465239 72.2 84.4 164.1 240.7 251.5 278.1 192865466883544 192952480376151
linux 2 200 0x1900 135 400095.9 30.0 2881.92 268751834580 472022105804 564456482966 725025067 2697623500 0 409982902427 73.4 85.7 166.0 242.0 254.9 282.6 193074783521670 193161797022718
linux 3 200 0x1900 135 399823.2 30.0 2867.5 283715352055 476362510004 569454750619 719674432 3133140483 0 403825554828 72.8 84.6 164.8 241.6 254.4 282.9 193284664014100 193371676988313
linux 4 200 0x1900 135 400157.4 30.0 2871.89 281036168215 479519813696 570606657270 728387476 3335228868 0 398778815154 72.1 84.2 164.6 240.8 251.7 276.7 193493977866621 193580991738712
linux 0 200 0x1900 135 599896.7 30.0 3189.99 383401681880 649662437202 766335437332 1224840356 2887030678 0 412918467534 74.6 88.3 167.8 243.9 261.3 296.1 195787540738942 195874553863897
linux 1 200 0x1900 135 600109.7 30.0 3186.5 394435549008 654899008448 773455687649 1279916468 2991219210 0 399327572584 76.7 91.3 170.6 246.6 265.6 300.6 195996149160722 196083163588691
linux 2 200 0x1900 135 600051.9 30.0 3184.58 393419628680 654783591619 763854159458 1224652014 3495414602 0 403923198814 73.8 86.6 165.3 240.1 254.1 288.2 196205800115024 196292813215054
linux 3 200 0x1900 135 600025.9 30.01 3168.23 384574602743 656634161799 768734630793 1300760203 2889712395 0 397381785742 75.1 88.5 167.4 243.4 260.7 296.1 196415946595767 196502961330403
linux 4 200 0x1900 135 600120.3 30.0 3207.71 393624277349 661708627273 771113928978 1254938124 3629427459 0 414432189756 72.8 85.7 165.1 240.6 254.6 289.6 196625942223435 196712955627185
linux 0 200 0x1700 135 199871.5 30.0 2379.42 194382692365 317000555584 425819016904 449108149 3180122368 0 405326527374 68.8 81.2 162.3 239.8 250.5 275.6 444171886542793 444258899730647
linux 1 200 0x1700 135 199960.6 30.0 2378.59 173305639838 308460517138 414865633094 430203072 2309009261 0 415875333315 69.4 81.3 163.1 240.5 251.0 275.2 444380747787299 444467761009698
linux 2 200 0x1700 135 199992.2 30.0 2391.19 178948508172 309094511537 416247306803 412709888 2581811101 0 414990878961 69.8 81.8 162.8 240.4 250.8 275.2 444589323464700 444676336740130
linux 3 200 0x1700 135 199862.7 30.0 2373.33 188626785673 314903461970 422301812601 433232773 3053762031 0 431539240717 70.4 82.6 163.6 241.5 251.6 275.8 444797624526155 444884638006218
linux 4 200 0x1700 135 200161.2 30.0 2363.4 169195049972 305206638718 411339550963 423785972 2450790551 0 421436144360 69.3 81.3 162.7 240.7 251.2 275.5 445007704631588 445094717833780
linux 0 200 0x1700 135 399793.2 30.0 2662.78 296390452123 480294540816 615271505403 764518312 3269832157 0 416605536785 73.2 85.0 164.5 240.6 251.5 276.5 447316495467401 447403508006438
linux 1 200 0x1700 135 399825.1 30.0 2647.43 292436607318 477108445212 618131919881 745789280 3142962783 0 416481058664 75.5 88.5 168.4 244.9 260.7 290.3 447528659475390 447615672962078
linux 2 200 0x1700 135 400003.9 30.0 2673.2 274600993213 469140382032 605625154957 754091608 2748752762 0 432647675005 74.6 87.2 166.9 242.7 256.7 286.2 447740035082238 447827049008696
linux 3 200 0x1700 135 400166.3 30.0 2665.54 289789923999 477361936276 612571423399 726950337 3081602988 0 420586500678 73.6 85.9 165.5 241.0 253.4 279.4 447950695123367 448037708857765
linux 4 200 0x1700 135 400143.6 30.0 2672.89 270684893863 466371288456 598792269468 726022929 2966755941 0 432584221758 74.3 86.9 166.0 242.0 254.6 282.1 448160774430494 448247788096397
linux 0 200 0x1700 135 599781.2 30.01 2909.31 367767372301 622283837970 800404004871 1200274300 2897716598 0 443153607839 81.1 97.1 176.3 253.1 273.3 313.4 450484638915880 450571653534920
linux 1 200 0x1700 135 599943.3 30.0 2917.46 397066508381 648521642968 824586300904 1310103885 4007410878 0 417755181436 77.5 91.3 169.2 245.9 264.3 298.9 450695863492575 450782877070527
linux 2 200 0x1700 135 599809.0 30.0 2929.55 375546287303 634396993117 805357168911 1223085576 2500506643 0 429743171508 76.6 90.9 170.3 245.8 264.2 299.5 450907967049655 450994981274555
linux 3 200 0x1700 135 600171.8 30.0 3100.52 376783371453 641705192687 813896508389 1306628623 2789982497 0 433913164593 77.5 91.5 170.3 246.0 264.4 299.2 451119366412741 451206380455693
linux 4 200 0x1700 135 599954.4 30.0 2925.74 395483371708 645494230732 818036467450 1245836076 3342389258 0 424385654291 76.8 90.9 170.1 244.7 262.0 296.3 451331171748165 451418184194851
linux 0 300 0x1d00 135 200036.2 30.0 2925.7 169804596311 302225452627 348397504189 434211558 2899653798 0 250899343964 77.0 95.4 216.7 332.3 353.3 384.3 97320308917110 97407322177063
linux 1 300 0x1d00 135 199908.1 30.0 2944.73 153268585222 293485898192 337792965294 425484586 2694148053 0 269529791112 77.8 96.5 217.8 332.6 353.5 384.0 97506505506416 97593519565865
linux 2 300 0x1d00 135 199947.1 30.0 2936.2 160340223964 294132798921 337768594303 401391253 3135002051 0 266670894407 77.1 95.9 216.6 332.4 353.3 383.8 97692962059594 97779975605548
linux 3 300 0x1d00 135 199934.1 30.0 2922.88 158838728139 295364426097 340762415567 418066525 2766810221 0 254901772091 77.6 96.8 217.3 333.2 354.1 385.3 97879805327330 97966818959338
linux 4 300 0x1d00 135 199972.2 30.0 2937.61 169154966432 298093185306 345113031411 396050536 2874835598 0 261813620665 77.3 95.9 217.8 332.6 353.7 385.5 98065661250495 98152675201709
linux 0 300 0x1d00 135 399665.2 30.0 3354.78 275142918299 468045697061 487772783350 757422989 3299205503 0 256612266012 75.3 93.4 211.3 325.7 345.9 376.6 100128575367386 100215588876370
linux 1 300 0x1d00 135 399910.7 30.0 3361.34 272330646307 467031714769 487474957178 741412433 2228723370 0 270430690612 73.8 91.0 209.8 324.7 344.9 375.5 100315768474564 100402781878927
linux 2 300 0x1d00 135 399720.2 30.0 3326.09 256662706790 459225441533 480827821184 750832831 2561207964 0 268470378598 76.1 94.3 213.4 327.9 349.2 382.6 100502418534765 100589432762886
linux 3 300 0x1d00 135 399830.1 30.0 3500.48 270329880223 460268364626 478293275095 723843893 2974389727 0 265265973254 74.7 92.2 211.0 325.2 345.1 373.1 100689861026722 100776875311908
linux 4 300 0x1d00 135 399866.1 30.0 3318.12 259902867171 451085761072 465517660219 715821511 2488017822 0 263513182137 75.4 93.0 212.3 326.2 346.4 370.9 100878539555490 100965552950888
linux 0 300 0x1d00 135 599754.4 30.0 3628.84 346995412211 610395487548 628622709292 1224535039 2748378517 0 274088009749 85.9 106.6 223.1 333.5 358.0 399.0 102949541846134 103036554779585
linux 1 300 0x1d00 135 599999.9 30.0 3659.35 365092078328 624259122848 641453230361 1266750338 3019950554 0 267934695267 84.9 105.5 222.5 332.2 356.9 398.9 103137689450309 103224702905237
linux 2 300 0x1d00 135 600120.0 30.0 3713.39 363203849616 634994070080 641792402877 1355520000 2887671317 0 266387634906 80.1 100.4 215.7 326.6 348.5 388.5 103325772660666 103412786811545
linux 3 300 0x1d00 135 599585.6 30.0 3590.64 357918177080 607905863201 639964699743 1136792472 3144936320 0 264691006320 89.7 110.4 227.2 336.8 361.2 400.5 103514340911006 103601354610888
linux 4 300 0x1d00 135 599835.9 30.0 3626.96 366728428693 621627924813 639904702194 1255184341 3463161991 0 260796583995 86.6 107.1 224.0 333.7 357.7 398.4 103701629825122 103788643159473
linux 0 300 0x1b00 135 200051.4 30.0 2713.05 170262442670 299718676735 363822596243 444642521 3755566497 0 271120668211 78.7 97.1 217.4 332.9 353.8 384.4 147427877242073 147514889835923
linux 1 300 0x1b00 135 199908.6 30.0 2732.39 153005297070 291886700486 353145851292 414166169 2560195371 0 278896942434 78.1 96.9 218.2 333.3 354.1 385.2 147619054552530 147706068620344
linux 2 300 0x1b00 135 199949.9 30.0 2727.29 169767750301 298425202665 360501199302 407552091 2870001530 0 279396387162 77.6 96.1 216.8 332.8 353.7 384.9 147809687224666 147896700259580
linux 3 300 0x1b00 135 199962.3 30.0 2694.11 165822294541 294749901921 358157041751 422210993 3265838190 0 276717081918 78.3 97.0 218.5 333.6 354.3 384.9 147998855308672 148085869757815
linux 4 300 0x1b00 135 200016.3 30.0 2712.89 153556024282 290165448227 353040119090 383898141 2118191842 0 280012697047 78.0 96.7 217.8 332.7 353.9 385.8 148189117582648 148276130970751
linux 0 300 0x1b00 135 399961.3 30.0 3092.27 267825260176 463966242654 509296501164 861794398 3323684200 0 272635233956 78.4 96.6 214.8 328.1 349.2 380.2 150278327147361 150365338590705
