sys i itr dvfs rapl QPS time joule ins cyc refcyc llcm c3 c6 c7 read_5th read_10th read_50th read_90th read_95th read_99th RDTSC_START RDTSC_END
linux 2 200 0x1900 55 599843.0 30.0 3183.47 399351045459 659992927732 772081466302 1253959299 3452893033 0 392271536213 74.2 87.0 165.9 241.4 256.6 290.9 198301912428892 198388925519278
linux 3 200 0x1900 55 599885.4 30.0 3160.86 365769154514 632411663651 749298063250 1166886401 2239532685 0 420986748963 76.8 91.5 171.6 247.8 267.0 300.8 198510796528583 198597810780082
linux 4 200 0x1900 55 599811.9 30.01 3170.63 378180629494 650745086755 763028437064 1247709254 2904805271 0 401994872814 74.9 88.4 168.0 243.0 259.8 294.5 198719693421864 198806708049595
linux 0 200 0x1700 55 199921.1 30.0 2364.86 195576748251 317581595682 426778480425 467828022 3265852197 0 401124323989 69.3 81.5 163.7 240.9 251.3 275.8 446270368312399 446357381487553
linux 1 200 0x1700 55 200121.3 30.0 2368.26 176342755800 308977966990 415476589579 415755945 2628814359 0 408779983210 69.8 81.7 163.2 240.4 251.0 275.5 446478737104948 446565750679289
linux 2 200 0x1700 55 200068.3 30.0 2366.42 158338818113 302901149799 407406518270 449528089 2865965339 0 414840426236 69.3 81.4 162.0 240.0 250.6 275.6 446688297730934 446775311386270
linux 3 200 0x1700 55 200138.0 30.0 2389.79 193978710802 316553137267 425561787832 443845184 2624055546 0 410987338887 68.5 80.8 162.2 240.0 250.7 275.1 446897214475302 446984228727820
linux 4 200 0x1700 55 199964.4 30.0 2384.98 175197860888 308760010516 415683092837 444198620 2432424445 0 413220966853 69.3 81.4 162.7 240.2 250.6 275.5 447105908123771 447192921319788
linux 0 200 0x1700 55 400148.3 30.0 2656.12 269284517737 465546590254 599966337078 720608963 2570533320 0 445843390957 74.5 86.9 167.1 242.5 255.8 283.0 449428945450752 449515959460461
linux 1 200 0x1700 55 400026.6 30.0 2662.9 294586405387 476701114822 617247636453 758293488 3591687062 0 417572964141 75.2 88.6 168.3 244.3 259.4 287.3 449641191641697 449728205104389
linux 2 200 0x1700 55 399941.5 30.01 2644.87 275295393884 466554490706 600424330714 701021237 2814577310 0 426939356504 74.3 86.5 166.1 242.1 255.2 282.2 449852708973374 449939723707807
linux 3 200 0x1700 55 399951.0 30.0 2806.15 291021045271 472448364435 609329015353 697708766 3169344547 0 424259984299 74.5 87.1 167.7 243.3 257.5 285.4 450062235005379 450149249109847
linux 4 200 0x1700 55 400105.2 30.0 2643.86 298973901601 479578635344 622085714834 732906683 3155036237 0 411585739909 75.5 88.1 168.8 244.4 259.9 290.0 450273567596179 450360579512157
linux 0 200 0x1700 55 599893.5 30.0 2939.59 376921472005 641705235623 814457313579 1306030623 2901488019 0 429157267253 77.2 91.5 171.3 246.1 264.4 299.5 452606573819932 452693587213640
linux 1 200 0x1700 55 599937.3 30.01 2949.68 401673142667 651447535105 824491573274 1255319197 3242934483 0 418156767868 75.0 88.3 166.8 241.7 257.5 292.5 452819600099664 452906615058472
linux 2 200 0x1700 55 600081.9 30.0 2926.96 396857221078 653481351585 829427819352 1358580760 3242812509 0 416269202557 77.3 91.8 170.4 246.5 265.4 301.1 453031636473766 453118650535398
linux 3 200 0x1700 55 599878.1 30.0 2913.23 376399345685 638982896692 809071683008 1279809858 2866519471 0 430953327617 76.3 90.4 169.4 245.3 263.6 298.0 453245024874426 453332038269947
linux 4 200 0x1700 55 599629.5 30.0 2926.21 392362294282 648098080329 823204095277 1329684838 2884988817 0 422780743367 77.8 92.1 171.8 247.2 266.0 300.5 453458192969149 453545205908244
linux 0 300 0x1d00 55 199960.5 30.0 2936.87 165140131436 299884408517 345707462681 421111058 3047175754 0 269069477882 76.8 95.0 217.1 332.5 353.6 385.2 99195591332745 99282603994912
linux 1 300 0x1d00 55 200030.7 30.0 2918.6 149182426968 290035359819 337273381806 417639250 2354345048 0 265216408194 78.4 97.6 218.5 332.8 354.0 386.6 99382788151112 99469801864017
linux 2 300 0x1d00 55 200054.6 30.0 2923.49 162611308901 295820760332 342291675119 416127538 3222577063 0 256601943491 76.9 95.3 216.8 332.3 353.6 385.7 99569425241144 99656439456115
linux 3 300 0x1d00 55 200046.3 30.0 3056.47 161501430966 296425027673 343325290886 419151000 3401081140 0 251136728365 77.5 96.0 218.1 333.9 354.8 386.5 99756442264684 99843456536806
linux 4 300 0x1d00 55 199980.1 30.01 2912.0 158429201345 294997404979 340963888108 421388927 2607485497 0 252737483270 77.5 96.8 217.9 333.4 354.5 386.2 99942178377194 100029193029130
linux 0 300 0x1d00 55 400160.0 30.0 3157.35 275125043383 461820847906 516459081882 745443319 3198394920 0 267892961599 76.7 95.5 214.9 327.0 348.3 385.9 102003251404732 102090265212719
linux 1 300 0x1d00 55 400101.6 30.0 3145.8 281436857359 469591106649 524437402121 756105462 3030398210 0 261084650420 75.0 92.2 211.4 325.7 346.5 381.4 102191007738287 102278021954057
linux 2 300 0x1d00 55 399937.7 30.01 3063.12 258699524417 453026114056 529672089722 730338293 2811602374 0 268806475345 81.0 101.1 221.0 333.8 357.3 398.2 102388018110599 102475032703550
linux 3 300 0x1d00 55 399801.9 30.0 3164.6 264613421504 454418084770 500711921106 693514672 3285676162 0 263356362056 75.7 93.1 212.2 325.9 346.6 379.4 102574913988124 102661928348098
linux 4 300 0x1d00 55 400124.3 30.0 3092.76 266439536605 454751667011 513919878480 724139328 2586072999 0 258418262095 78.1 97.4 217.0 330.1 352.6 392.3 102762731482081 102849745742770
linux 0 300 0x1d00 55 599925.4 30.0 3155.15 354189235342 622884696919 742614025133 1313846119 3303349458 0 287836766025 79.6 99.5 223.6 348.5 922.7 6322.8 104827909907357 104914923536464
linux 1 300 0x1d00 55 599809.4 30.0 3124.19 362012591646 622981259714 746893570474 1299272158 3890578433 0 269076983111 79.4 99.6 223.8 357.2 1451.7 6786.3 105016405451613 105103419595341
linux 2 300 0x1d00 55 600161.2 30.0 3119.26 353580496910 614829795701 741599842208 1274704195 3294779726 0 266006508438 81.2 101.2 226.3 364.7 1842.1 6889.1 105204375344708 105291389008956
linux 3 300 0x1d00 55 600166.4 30.0 3138.67 366274639511 622648505843 743362561852 1287296874 3261991021 0 268548101991 79.8 100.4 224.1 356.3 1403.9 6801.0 105392638219994 105479652006786
linux 4 300 0x1d00 55 599773.5 30.0 3144.53 358062773022 617085462411 738055503214 1263795988 3775829638 0 276689475687 80.3 99.7 224.3 358.1 1529.4 6672.8 105580630152338 105667643800262
linux 0 300 0x1b00 55 200223.8 30.01 2717.12 167594875090 300358596692 363392132133 443848279 3451628140 0 267763516358 77.2 95.6 217.2 333.3 354.0 384.7 149328419950637 149415434835308
linux 1 300 0x1b00 55 199981.1 30.01 2726.01 154361075020 289871460210 350694944306 394164473 2251347604 0 272634480855 78.3 95.8 215.8 332.3 353.3 384.3 149518531318355 149605545825365
linux 2 300 0x1b00 55 199872.2 30.0 2713.21 155915306564 292058453386 353046191980 419283762 3190956913 0 282649236861 78.0 96.2 217.3 333.3 354.0 384.4 149708276567190 149795290156887
linux 3 300 0x1b00 55 200018.4 30.0 2715.84 167332806749 297303571125 360516478677 393206581 2508952429 0 270561301450 77.6 95.7 216.9 332.7 353.7 384.9 149898649091660 149985662458668
linux 4 300 0x1b00 55 199991.3 30.0 2728.77 159807664099 293421769785 353042361138 421736698 2947444087 0 279409303472 78.1 96.5 217.2 332.0 352.7 381.9 150088010655922 150175023846596
linux 0 300 0x1b00 55 400113.7 30.0 3112.18 261301176270 455210359840 499972885976 716836328 2492671075 0 290025856980 75.1 92.6 211.8 324.9 344.5 368.5 152183197998945 152270211571384
linux 1 300 0x1b00 55 400041.9 30.0 3015.49 269882646701 449511437319 507038088986 701697688 3547092950 0 279245018327 81.8 101.2 220.2 332.4 354.8 391.5 152374138663385 152461151436512
linux 2 300 0x1b00 55 399898.2 30.0 3115.37 264959299192 460852702845 507697369186 750924234 2323322414 0 280445776957 76.2 93.9 213.1 325.5 345.4 373.9 152564092562831 152651106755392
linux 3 300 0x1b00 55 399799.5 30.0 3069.84 269101501643 456049007513 507736991335 698101167 3105611479 0 276637379565 76.9 95.2 213.4 327.1 348.2 380.9 152754419652001 152841433379030
linux 4 300 0x1b00 55 400000.7 30.0 3064.5 274108942353 459357254320 510427734875 737824961 3119862369 0 274325016483 77.6 95.8 214.8 327.3 348.5 381.9 152945586584715 153032600325663
linux 0 300 0x1b00 55 599806.6 30.0 3221.23 370819048804 631952949890 722375614666 1206209149 2918637604 0 283262879297 74.9 92.7 208.0 319.4 335.0 368.4 155043679242931 155130693320272
linux 1 300 0x1b00 55 599793.6 30.0 3149.0 370009983120 606270702465 713420702549 1241505554 3634149964 0 286779528453 89.8 111.6 230.2 340.4 364.6 427.8 155235126493610 155322140274631
linux 2 300 0x1b00 55 599630.7 30.0 3200.7 368308328010 620578522072 720651633657 1358800976 3522908632 0 277262459833 86.2 107.0 224.9 333.6 359.7 408.8 155426550268889 155513562768003
linux 3 300 0x1b00 55 600053.1 30.0 3235.94 364724334348 632136944446 722275399192 1375849205 2708979146 0 281895536518 80.1 98.6 214.5 324.4 345.4 386.0 155617192305714 155704206668958
linux 4 300 0x1b00 55 599747.8 30.0 3148.87 362690898038 597570252163 699313319745 1155799709 3450477130 0 285806027946 94.8 115.9 232.4 342.2 364.8 419.5 155808150506289 155895164044629
linux 0 300 0x1900 55 199986.5 30.0 2510.23 163213126547 290331790538 373730128229 387887404 3251568334 0 284367036056 80.5 99.0 220.6 334.6 355.0 386.4 200866679337155 200953693451429
linux 1 300 0x1900 55 200198.7 30.0 2506.12 157306101272 289835389317 370026450475 435300034 3461064595 0 321612220095 81.4 99.6 220.7 335.0 355.4 387.2 201059748637284 201146762485085
linux 2 300 0x1900 55 200138.5 30.01 2525.72 154851181993 287496739402 365772079164 397061742 2724804388 0 309435708128 79.5 98.1 218.8 334.5 354.8 385.1 201254043678016 201341058443210
linux 3 300 0x1900 55 200225.4 30.0 2497.77 169012788016 295876563980 378286623251 442467677 3336903009 0 291205774499 79.0 97.6 219.0 334.0 354.7 385.8 201447526714814 201534540973511
linux 4 300 0x1900 55 200048.2 30.0 2507.12 155257973593 288944196950 372165480122 404786479 2360688566 0 289515081778 79.9 98.6 218.8 333.9 354.7 386.2 201641520152191 201728533097734
linux 0 300 0x1900 55 399805.7 30.0 2813.12 256886834195 450926950692 545168655118 766731225 2869935439 0 297298139565 83.5 102.5 221.1 333.0 355.8 394.2 203776303758511 203863317405592
linux 1 300 0x1900 55 399860.1 30.0 2846.58 270372496898 458437981273 544633557732 762908726 3265199436 0 295470029619 80.1 99.0 218.0 329.2 350.9 386.7 203969882555058 204056896140466
linux 2 300 0x1900 55 399910.9 30.0 2867.73 258730930137 453625499591 533940824878 759797496 2827798932 0 305285160645 76.8 94.5 212.1 324.8 344.3 369.8 204164623965263 204251636986195
linux 3 300 0x1900 55 399970.7 30.0 2827.89 274604384935 460871276183 550673405915 787413886 3577265304 0 291414504406 80.5 98.6 215.7 329.1 351.3 387.7 204358513343020 204445527547471
linux 4 300 0x1900 55 400121.3 30.0 2787.25 266046230055 442253125709 529221919097 687115847 3613088453 0 305252414280 81.7 100.1 218.1 331.7 353.9 390.6 204553121914395 204640135977832
linux 0 300 0x1900 55 599771.2 30.01 3112.18 356548962162 605632067565 708237832641 1185327367 2439662613 0 309457632998 81.6 102.2 218.4 328.2 351.1 393.7 206692883341932 206779897852240
linux 1 300 0x1900 55 599995.7 30.0 3109.45 365799813501 602824661080 706261339700 1228727438 3533833077 0 308090497975 89.5 110.1 226.6 335.1 359.8 401.4 206889539253550 206976551542709
linux 2 300 0x1900 55 600007.0 30.0 3154.16 379618043526 640217026657 744470456740 1387017600 3288667019 0 304251167298 78.6 98.1 213.7 323.7 344.0 384.6 207083141591190 207170155469844
linux 3 300 0x1900 55 599666.8 30.0 3045.8 346042627862 588647888627 703450083006 1164654599 2670321798 0 308821170926 95.5 117.7 235.0 344.8 366.0 409.9 207278924756312 207365938871603
linux 4 300 0x1900 55 599944.8 30.0 3065.33 358415384650 592832056792 705734647500 1174502402 3079067721 0 297258200185 94.8 116.6 232.8 343.1 364.5 405.9 207472698174410 207559712036738
linux 0 300 0x1700 55 199960.3 30.0 2342.88 170563634928 292931859268 398264762488 416272517 2962300642 0 319871682203 81.2 99.9 219.8 334.1 354.5 384.3 455634806554564 455721819899551
linux 1 300 0x1700 55 200060.9 30.0 2486.67 158388141094 286091813904 390338945792 409570816 2695679282 0 337035628235 81.2 99.6 220.1 334.3 354.9 385.7 455831895027184 455918907502386
linux 2 300 0x1700 55 199901.7 30.01 2328.39 166290485946 289927622689 393432696271 422427767 3154729881 0 315833781218 80.1 98.3 220.1 334.6 355.1 386.1 456028255013091 456115270039456
linux 3 300 0x1700 55 199951.5 30.0 2320.59 153921335367 283257614546 386872362033 400784182 2556783347 0 322773276681 81.0 99.3 219.5 334.7 355.0 385.8 456225124704993 456312138942688
linux 4 300 0x1700 55 200030.2 30.0 2345.2 159726968935 287991095556 392378942237 444025261 2988142078 0 324047619273 80.7 98.6 219.0 334.0 354.4 384.6 456421438891486 456508452874278
linux 0 300 0x1700 55 400119.2 30.0 2641.33 275298974984 452999333418 579265105693 742828088 3063415870 0 322871612259 79.5 98.2 215.4 327.6 348.6 379.7 458593038862721 458680052909991
linux 1 300 0x1700 55 400119.1 30.0 2599.45 262504592470 443315490601 575262927836 757014087 3231602008 0 319505671521 83.7 103.5 220.8 332.7 355.2 392.4 458790098216933 458877112277818
linux 2 300 0x1700 55 400092.5 30.0 2631.84 257001011588 440710132416 567100265907 730288876 2294309480 0 327166867248 81.7 100.7 217.8 330.5 352.3 387.5 458986742882865 459073756507843
linux 3 300 0x1700 55 399887.7 30.0 2611.25 275275511101 447865576254 577287170814 734778474 3202447032 0 317858615796 80.8 100.1 219.3 330.9 353.0 389.0 459185256394642 459272270624903
linux 4 300 0x1700 55 399762.8 30.0 2605.62 263673054254 441800619924 569665362568 779642730 3029624896 0 320313290027 84.9 104.3 223.0 334.5 357.3 395.6 459382518700077 459469532187625
linux 0 300 0x1700 55 600114.8 30.0 3030.15 360822895994 593357044560 752011061042 1225525045 3385431464 0 324985544407 86.6 107.2 223.3 331.6 356.8 401.0 461551421339146 461638433210873
linux 1 300 0x1700 55 599918.7 30.0 2787.18 344312039194 570751844755 740206249006 1154613827 2920492676 0 334031166117 104.5 126.0 242.6 352.9 375.3 424.8 461749332800773 461836345515504
linux 2 300 0x1700 55 599794.5 30.0 2776.29 341367907534 564136941663 735793004356 1133099627 3214938608 0 324240958184 112.7 134.8 249.2 357.9 382.1 429.7 461948604044121 462035615549211
linux 3 300 0x1700 55 599991.8 30.0 2793.22 349868156447 570421828357 748289462158 1138474361 3359168078 0 325618599443 108.7 131.1 246.9 356.5 381.5 431.5 462146996254962 462234009023515
linux 4 300 0x1700 55 599795.6 30.0 2870.32 358051809516 591895041855 753125145777 1224718769 3220591578 0 329671668211 88.4 109.3 226.8 334.0 359.3 402.3 462346389807792 462433404180845
linux 0 400 0x1d00 55 200027.4 30.0 2855.25 156441363906 284774307959 331838612301 405464563 2720709037 0 228165951905 86.9 110.2 272.8 426.9 448.0 485.8 107579169082284 107666182854234
linux 1 400 0x1d00 55 199997.3 30.0 2858.17 147446732424 279459633973 322690083192 397162128 2584655740 0 223617034235 87.4 110.6 271.8 426.8 446.7 485.4 107760017311533 107847029321078
linux 2 400 0x1d00 55 199970.3 30.0 2896.34 155915215676 280356236268 315487175132 400758968 2301966959 0 224272833942 83.5 106.7 268.8 423.0 442.9 483.3 107941749769799 108028763329435
linux 3 400 0x1d00 55 199893.5 30.0 2877.73 151524444429 282025701258 322088460357 412281760 2309365207 0 218944921665 85.1 107.6 270.6 424.4 444.5 484.2 108122992752491 108210005333035
linux 4 400 0x1d00 55 200168.0 30.0 2874.39 151119591782 283927995558 328458805416 409867298 2795943969 0 227137194131 86.4 109.0 271.0 425.9 446.2 484.9 108303335805863 108390347045710
linux 0 400 0x1d00 55 400248.6 30.01 3165.92 262788777134 446760463042 486792388383 735993600 3056704661 0 226757136168 79.0 101.8 260.3 412.3 434.9 476.5 110302198881515 110389213509582
linux 1 400 0x1d00 55 399845.4 30.0 3159.82 259478364730 448000675479 489582960131 737033357 2930843965 0 220145831124 78.3 101.4 258.8 409.8 433.0 474.1 110483662471549 110570676692983
linux 2 400 0x1d00 55 400011.1 30.0 3157.17 264870718290 447972662006 492552349968 737291876 2646828724 0 230040733842 80.4 103.3 263.2 414.6 436.0 478.6 110664197079720 110751210314507
linux 3 400 0x1d00 55 399875.4 30.0 3142.09 259504283331 441457742746 483190070443 698259434 3239126899 0 239780640231 78.8 101.8 262.2 411.3 433.8 475.9 110846503678195 110933518134036
linux 4 400 0x1d00 55 400031.4 30.01 3153.36 261993303446 452261878957 498848819702 735380304 3234864334 0 222587022240 78.5 100.3 258.4 411.1 434.0 475.2 111028114755762 111115129280951
linux 0 400 0x1d00 55 599954.8 30.0 3116.57 351260224221 598517881587 711247902083 1246238617 2846004639 0 226919893825 87.0 113.6 280.1 442.4 1279.9 6476.9 113026328461410 113113342104868
linux 1 400 0x1d00 55 599574.3 30.0 3109.13 359989830346 604944467467 722141641767 1247598482 4075006340 0 225159985992 85.9 111.1 277.3 444.2 1508.3 6773.0 113207513340648 113294527024423
linux 2 400 0x1d00 55 600067.8 30.0 3119.99 353722730140 610793733990 727843597987 1320136744 3308893736 0 225088773505 87.1 111.9 278.5 444.2 1532.0 6596.4 113388291767970 113475304925890
linux 3 400 0x1d00 55 599689.4 30.0 3105.92 348561527282 598397112101 714272368604 1232204036 3248939803 0 225673838181 86.6 113.1 278.5 444.2 1481.5 6822.1 113571213644314 113658226837680
linux 4 400 0x1d00 55 599902.7 30.01 3124.42 357717333165 605822622314 720103190297 1298165954 3600806982 0 223209131603 87.8 113.3 279.6 444.4 1509.2 6561.6 113752542658809 113839561168714
linux 0 400 0x1b00 55 200176.8 30.0 2681.04 155797242432 280018807222 337170408867 393424145 2554349377 0 239136611363 86.5 109.2 272.4 426.4 446.6 485.0 157832495326025 157919507448623
linux 1 400 0x1b00 55 200052.8 30.0 2668.67 149836867823 275181078133 332068007840 390171893 2887308382 0 233600330200 87.2 110.5 273.7 427.0 446.3 485.2 158015840430635 158102854412115
linux 2 400 0x1b00 55 199993.5 30.0 2649.16 161621090636 283923313254 340831339867 405196327 3620761331 0 247042665458 88.1 111.1 273.8 426.2 445.5 485.0 158199490373298 158286503787313
linux 3 400 0x1b00 55 200080.4 30.0 2656.02 144771471353 274521198565 333068618301 389948837 2955782602 0 248396487654 88.5 111.9 272.6 427.0 448.3 485.7 158383398397711 158470412752411
linux 4 400 0x1b00 55 200216.4 30.0 2810.72 148868089945 277035987087 331681823424 410908762 2843393363 0 244852961095 87.0 110.6 272.0 425.8 444.8 483.6 158566714697787 158653727622588
linux 0 400 0x1b00 55 400011.5 30.0 3094.45 259958460621 445931911210 485774022469 770197129 3206837226 0 241423889503 81.6 104.1 262.1 413.2 435.4 476.5 160589332911326 160676345760418
linux 1 400 0x1b00 55 399643.2 30.0 3077.44 264148203622 448542159430 493215501320 730575210 3028743876 0 235139681839 78.9 102.1 260.4 410.9 433.5 473.1 160773539356979 160860553385956
linux 2 400 0x1b00 55 400019.5 30.0 3074.42 253670818826 438719230618 482935905453 690423159 2737004166 0 243558817361 80.0 102.6 259.5 412.1 434.7 475.9 160956898922686 161043913051789
linux 3 400 0x1b00 55 400185.3 30.01 3099.25 267146115547 453196367409 498145857208 751590769 3911462377 0 226662671655 78.2 100.6 259.7 411.7 434.2 474.7 161141030489800 161228045435979
linux 4 400 0x1b00 55 399900.7 30.0 3078.45 251374492845 444127695798 488140178086 769047153 2530161086 0 238959364784 80.6 104.6 262.5 413.7 435.2 476.1 161325419926494 161412433846348
linux 0 400 0x1b00 55 599801.5 30.0 3384.68 368849959762 632718968110 723794169212 1355451324 2865288798 0 241239584034 84.2 107.9 262.5 405.9 433.4 480.6 163349456334178 163436470659262
linux 1 400 0x1b00 55 599854.6 30.0 3387.45 362880003104 610066184786 693164874102 1168907751 2746579154 0 249540564276 83.1 107.3 261.4 406.4 433.3 479.0 163532393160276 163619405907405
linux 2 400 0x1b00 55 599710.8 30.0 3210.91 352391037994 593476056899 673405356005 1294446449 2839471548 0 240118623312 92.5 119.0 276.0 421.7 445.0 499.5 163716396637613 163803410508020
linux 3 400 0x1b00 55 600051.2 30.0 3235.65 373376121577 630869880348 720018617452 1417307370 2952579001 0 238311568642 86.1 110.5 266.7 410.2 436.8 485.4 163902024438769 163989038487289
linux 4 400 0x1b00 55 599967.2 30.0 3229.98 374040215539 633227390223 723871476107 1460981813 3504881797 0 247943259820 87.6 112.7 266.3 410.0 437.1 486.5 164086606792657 164173619811004
linux 0 400 0x1900 55 199910.8 30.0 2456.65 154821692217 276687508284 354709126394 379433309 2988472939 0 254592799276 88.8 111.8 274.1 427.9 449.5 486.1 209525361356299 209612374463769
linux 1 400 0x1900 55 200010.9 30.0 2494.27 147840115616 277263388289 353750988898 432067129 3036368614 0 262087571253 86.2 109.6 269.8 425.8 446.0 485.3 209712089761804 209799103902168
linux 2 400 0x1900 55 199962.7 30.0 2470.99 162529208795 282608865389 355931223688 413771453 3431764967 0 250493846853 85.7 108.9 270.5 425.4 445.0 483.9 209899556574300 209986570134347
linux 3 400 0x1900 55 199896.8 30.0 2460.2 164511283398 281089583749 357276158805 416530873 3486366805 0 249087651672 89.5 112.5 275.7 428.1 448.6 485.4 210084824049879 210171837039167
linux 4 400 0x1900 55 199971.2 30.0 2443.64 148721082727 276827057999 356648833096 417402926 3586836870 0 255241880321 89.9 113.2 275.4 428.8 451.4 486.1 210271211203693 210358222614080
linux 0 400 0x1900 55 399745.1 30.0 2845.75 264505328477 443339950321 526132878798 714309811 3142884483 0 253258018596 83.6 106.6 264.4 416.3 438.0 480.5 212323412781424 212410425738346
linux 1 400 0x1900 55 399828.9 30.0 2708.74 250688330297 417628236323 502600184824 779500152 2873801342 0 256158777468 98.6 122.9 280.4 428.4 453.4 492.1 212510182867645 212597195694522
linux 2 400 0x1900 55 399855.6 30.0 2836.96 259780070424 441661211721 521032448031 708783895 2538883967 0 252788101929 81.4 104.7 263.2 412.9 435.2 476.9 212695577364572 212782591489827
linux 3 400 0x1900 55 399822.7 30.0 2675.51 253704015092 417063118608 511450724143 779107926 3159719679 0 244354543054 103.8 130.2 287.2 434.8 463.3 511.2 212886418254496 212973432583249
linux 4 400 0x1900 55 399872.5 30.0 2843.7 254924824990 442061356198 524366997951 734616718 2633984566 0 264142586218 82.5 105.7 263.2 414.2 437.2 480.0 213073513830991 213160527859522
linux 0 400 0x1900 55 600115.3 30.0 3184.81 363745063482 637497661659 740473415218 1415229960 3086581737 0 265872171448 83.3 107.2 260.7 404.2 432.3 480.0 215129590154252 215216604595007
linux 1 400 0x1900 55 600124.6 30.0 3331.31 372258671211 634111002672 736543259006 1348662152 3275745663 0 264304774924 84.2 108.6 264.4 407.0 433.5 481.6 215317366472413 215404380529528
linux 2 400 0x1900 55 599995.9 30.0 3171.99 363572322171 633138372658 735549022716 1437053006 3216876910 0 261164768401 85.6 110.3 265.5 409.4 436.0 483.4 215504727526206 215591740447214
linux 3 400 0x1900 55 599624.2 30.0 3136.12 349561386856 606644253542 704927453090 1373671325 2695825036 0 274735693487 91.5 116.3 271.8 416.0 440.8 489.3 215692225504216 215779237270066
linux 4 400 0x1900 55 600068.9 30.0 3138.38 377847727694 629115802663 731033787879 1311001598 3786523707 0 259010951393 83.5 107.9 262.3 405.9 433.0 479.5 215879706561075 215966720747376
linux 0 400 0x1700 55 200096.0 30.0 2291.79 161010790884 277946125758 376224035719 432112292 3631173491 0 270481048068 89.7 112.5 274.9 427.4 446.9 485.1 464437163348418 464524177032936
linux 1 400 0x1700 55 199909.0 30.0 2430.46 148899198975 268815022837 368257038646 398464519 2455240688 0 276756830623 91.3 114.5 275.6 429.2 451.2 486.1 464626422270471 464713435956671
linux 2 400 0x1700 55 200004.5 30.0 2295.33 162576965017 277156090795 376093387587 420453011 3925576068 0 267088928102 90.3 113.0 272.9 426.1 445.7 484.5 464814487883958 464901501949497
linux 3 400 0x1700 55 200017.1 30.0 2287.87 152394619626 271313505621 368103619975 402097219 2946729672 0 273868471745 90.8 113.2 274.3 427.1 447.9 485.6 465003796042610 465090808321955
linux 4 400 0x1700 55 199991.3 30.0 2268.23 145764499219 270996287864 371212163441 402085386 2803452359 0 281282038183 91.8 114.8 276.0 429.0 452.4 486.5 465192354831140 465279368277243
linux 0 400 0x1700 55 400040.5 30.0 2604.59 261462718879 434345907358 554779899614 710554465 3272007998 0 275511537679 83.3 106.9 263.9 413.4 436.2 479.2 467275524736764 467362539017233
linux 1 400 0x1700 55 399986.4 30.01 2630.41 264954845078 437440910360 558933843896 732917341 2879489489 0 269034484046 83.9 107.1 266.1 415.9 437.5 479.7 467464524262604 467551538921875
linux 2 400 0x1700 55 400098.8 30.0 2619.28 260818211200 432370165905 554059607880 687580260 2572903432 0 271448289621 82.9 106.6 264.4 415.6 437.4 479.7 467653596780039 467740610641169
linux 3 400 0x1700 55 399972.2 30.0 2610.46 265554280680 439070341627 564388919085 744796194 3931455992 0 270140422014 84.3 107.8 266.0 416.7 438.6 482.0 467842170490675 467929184469741
linux 4 400 0x1700 55 399907.8 30.0 2609.3 260166518792 432534106194 556168224038 749147515 3070851151 0 274575171237 87.2 110.5 266.8 417.4 439.3 482.1 468031474063620 468118488252118
linux 0 400 0x1700 55 600107.5 30.0 2897.6 361056109651 605263990091 763754679076 1301314406 2556521419 0 267133548314 88.3 113.9 268.6 410.6 437.6 485.9 470122327175962 470209340785603
linux 1 400 0x1700 55 599768.8 30.0 2901.53 356914677598 606539485256 765521413712 1377145922 3061564568 0 279847939840 91.2 117.3 272.9 414.5 441.1 489.4 470311103278413 470398116675144
linux 2 400 0x1700 55 599876.0 30.0 2895.65 361021009848 610818184593 770568343017 1335270235 2501781802 0 272554046629 87.2 112.5 266.4 408.5 436.7 484.2 470500744066112 470587758003618
linux 3 400 0x1700 55 599822.7 30.0 3013.87 360222794767 581204496974 734710197774 1312821253 3411865196 0 274493423601 99.6 126.7 282.8 426.2 453.4 514.7 470691509752862 470778522130989
linux 4 400 0x1700 55 599971.0 30.0 2908.37 367806934691 614559760383 775256013507 1314376824 3269420241 0 274872565077 87.4 112.4 265.9 407.9 435.1 483.2 470882021589771 470969035510301
linux 0 50 0x1300 135 199839.6 30.01 2183.62 317489014597 405187429109 618699442196 542012381 3800146515 0 1260944629642 51.3 53.3 73.2 97.1 103.2 113.0 265904280238598 265991295261958
linux 1 50 0x1300 135 199904.2 30.01 2211.36 275413536081 386220852600 589826233096 513701831 3835574365 0 1283375395739 51.5 53.7 74.0 97.8 103.6 113.6 266244748964721 266331764075355
linux 2 50 0x1300 135 199986.6 30.01 2192.53 261888060269 378665837532 578263851055 478835669 2346245609 0 1325273552812 51.2 53.2 73.3 96.9 103.0 112.6 266586372520398 266673387287934
linux 0 50 0x1300 95 199995.4 30.01 2236.11 239658075278 368793309745 563209407711 468033148 2670721911 0 1314937062599 51.3 53.4 73.6 97.1 103.1 112.7 266927441404043 267014456517323
linux 1 50 0x1300 95 199984.3 30.01 2196.4 243131741258 371304104965 567029222200 474128401 2551851665 0 1333262198037 51.0 53.0 73.2 96.8 102.8 112.2 267269352231402 267356366845129
linux 2 50 0x1300 95 199879.0 30.01 2180.15 249937367382 374530798948 571951416502 489025348 2543950615 0 1302496476893 51.1 53.1 73.3 96.8 102.8 112.1 267609905591803 267696921051757
linux 0 50 0x1300 55 200127.3 30.0 2180.0 239681317980 369762531317 564645764342 472839213 3112346729 0 1324087686697 51.2 53.3 73.3 97.2 103.1 112.8 267952372181468 268039385942978
