i rx_desc rx_bytes tx_desc tx_bytes instructions cycles ref_cycles llc_miss c3 c6 c7 joules timestamp
350 1 66 0 0 0 0 0 0 0 0 0 0 7175547175258
351 6 8588 0 0 0 0 0 0 0 0 0 0 7175547206918
352 0 0 2 66 0 0 0 0 0 0 0 0 7175547243510
353 0 0 3 8588 0 0 0 0 0 0 0 0 7175547266814
354 0 0 0 0 0 0 0 0 0 0 0 0 7175547299594
355 1 66 0 0 0 0 0 0 0 0 0 0 7175547338626
356 6 8588 0 0 0 0 0 0 0 0 0 0 7175547370194
357 0 0 2 66 0 0 0 0 0 0 0 0 7175547406826
358 0 0 3 8588 0 0 0 0 0 0 0 0 7175547430130
359 0 0 0 0 0 0 0 0 0 0 0 0 7175547465882
360 1 66 0 0 0 0 0 0 0 0 0 0 7175547502054
361 4 6056 0 0 0 0 0 0 0 0 0 0 7175547533038
362 2 2532 2 66 0 0 0 0 0 0 0 0 7175547562902
363 0 0 2 66 0 0 0 0 0 0 0 0 7175547587862
364 0 0 3 8588 0 0 0 0 0 0 0 0 7175547641046
365 1 66 0 0 0 0 0 0 0 0 0 0 7175547689398
366 6 8588 0 0 0 0 0 0 0 0 0 0 7175547726538
367 0 0 2 66 0 0 0 0 0 0 0 0 7175547760242
368 0 0 3 8588 0 0 0 0 0 0 0 0 7175547783530
369 0 0 0 0 0 0 0 0 0 0 0 0 7175547819270
370 1 66 0 0 0 0 0 0 0 0 0 0 7175547855190
371 6 8588 0 0 0 0 0 0 0 0 0 0 7175547889958
372 0 0 2 66 0 0 0 0 0 0 0 0 7175547923522
373 0 0 3 8588 0 0 0 0 0 0 0 0 7175547946858
374 0 0 0 0 0 0 0 0 0 0 0 0 7175547979638
375 1 66 0 0 0 0 0 0 0 0 0 0 7175548020486
376 6 8588 0 0 0 0 0 0 0 0 0 0 7175548052950
377 0 0 2 66 0 0 0 0 0 0 0 0 7175548089846
378 0 0 3 8588 0 0 0 0 0 0 0 0 7175548133978
379 1 66 0 0 0 0 0 0 0 0 0 0 7175548157774
380 0 0 0 0 0 0 0 0 0 0 0 0 7175548184270
381 6 8588 0 0 0 0 0 0 0 0 0 0 7175548216730
382 0 0 2 66 0 0 0 0 0 0 0 0 7175548253170
383 0 0 3 8588 0 0 0 0 0 0 0 0 7175548276354
384 0 0 0 0 0 0 0 0 0 0 0 0 7175548318150
385 1 66 0 0 0 0 0 0 0 0 0 0 7175548348382
386 6 8588 0 0 0 0 0 0 0 0 0 0 7175548379866
387 0 0 2 66 0 0 0 0 0 0 0 0 7175548416446
388 0 0 3 8588 0 0 0 0 0 0 0 0 7175548439838
389 0 0 0 0 0 0 0 0 0 0 0 0 7175548478526
390 1 66 0 0 0 0 0 0 0 0 0 0 7175548514658
391 6 8588 0 0 0 0 0 0 0 0 0 0 7175548548666
392 0 0 2 66 0 0 0 0 0 0 0 0 7175548585830
393 0 0 3 8588 0 0 0 0 0 0 0 0 7175548641738
